tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,class
-1.1092,-2257.9901,-3.21e-20,1340.9758,-1790.7424,-44772.6016,-12264.9792,0.44633,-0.69483,-196430.7025,-7916.4613,1.087,-3135.006,-110230.7402,-66062.2457,-0.80161,3.17e-22,-241712.3911,17.7367,0.23885,234.538,1.1e-20,0.31438,0.78457,1224.6093,1.0803,2.91e-19,1.2554,0.24447,0.69458,-2879.7822,-0.95777,1.3441,1307808.553,1.2603,-3.0714,0.13746,1.4233,-0.66426,0.34839,-0.11234,0.1532,-3.2215,-0.22936,0.3872,1.0
-1.0195,-2154.246,-8.4e-21,1178.3386,-1709.4975,-37128.3478,-11548.8234,0.40854,-0.86393,-191206.5772,-7672.8304,0.70002,-2826.0849,-99077.5635,-55447.2163,-0.89903,-1.07e-21,-226671.8059,13.5218,0.18922,192.0336,8.1e-21,0.27176,0.88713,1278.1677,1.0036,1.94e-19,1.0221,0.26339,0.92469,-2540.7765,-0.70649,0.51001,1228095.665,1.3105,-3.1487,-0.51555,1.7219,-0.62985,0.40297,0.2038,0.18652,-3.9836,0.28073,0.36931,1.0
-0.16565,-3573.1363,3.25e-20,8.5149,-3074.4374,-99704.2891,-3698.9697,0.018575,-0.074535,-222897.7285,-1501.0203,0.059705,-4471.9865,-186888.898,-131856.3666,-0.062505,1.53e-22,-254928.5624,8.1941,0.0018587,180.9667,6.08e-21,0.011898,0.062323,21.1396,0.16565,-3.64e-20,0.10313,0.017793,0.079849,-3818.8144,-0.059705,0.30253,1448050.714,1.1354,1.4294,0.51261,0.016568,-0.24683,0.26784,3.8179,0.21805,0.56076,0.92614,0.26344,1.0
-0.53596,-3853.9238,0.0,50.1372,-3230.8535,-80748.2422,-2076.9807,0.086868,-0.1799,-208135.3077,-1716.3772,0.2588,-4718.0602,-167932.922,-112164.6626,-0.23524,-1.87e-20,-232823.1143,18.7126,0.014063,665.268,-1.32e-20,0.032727,0.2243,91.2444,0.53596,4.85e-20,0.38811,0.042373,0.15621,-4051.2517,-0.2588,0.46718,808721.6737,1.1953,0.48736,0.89763,-0.69398,-0.35808,0.29549,3.9486,0.1931,-0.24275,0.014651,0.34453,1.0
-0.57396,-3439.3561,6.3e-20,85.3505,-2977.2157,-81994.2742,-943.9254,0.11403,-0.14639,-192916.5905,-1551.5018,0.11971,-4412.1021,-164933.6465,-111587.7592,-0.1227,6.6500000000000005e-22,-214370.8729,94.2991,0.018199,543.5833,8.1e-21,0.044491,0.12504,82.3183,0.57396,-1.94e-19,0.33434,0.039606,0.15103,-3949.4982,-0.11971,0.60057,816317.757,1.1701,0.83171,1.2047,-0.3009,-0.60712,0.29159,3.7065,0.19359,-0.081439,0.057736,0.30883,1.0
-1.0157,-2184.8379,6.2600000000000005e-21,390.7812,-1780.9097,-78662.214,-703.5354,0.26375,-0.17767,-207112.3208,-7346.2783,0.44791,-2542.747,-175539.9236,-115846.6539,-0.29904,-2.1800000000000003e-21,-252775.1262,2.7128,0.05897,749.3648,1.76e-22,0.1192,0.285,262.512,1.0257,2.91e-19,0.63806,0.081921,0.18715,-2246.992,-0.4001,0.97064,1719795.317,1.2209,-0.47972,0.14836,0.094137,-0.055123,0.22685,3.1376,0.20943,-1.4172,-0.496,0.22291,0.0
-0.97395,-1963.2868,-7.16e-20,286.9393,-1816.3648,-92271.6273,-895.9766,0.21223,-0.1335,-164119.3258,-8958.9879,0.31542,-2338.892,-167905.1319,-127755.6996,-0.19584,5.7500000000000005e-21,-199842.346,5.601,0.033248,790.3467,-6.87e-21,0.09767,0.18836,118.6989,0.92497,-3.88e-19,0.63171,0.049623,0.12409,-2013.8454,-0.309,1.9048,430789.4051,1.1937,-0.021441,0.24947,0.056871,-1.0004,0.23242,2.3543,0.19873,-1.8424,-0.23563,0.19903,0.0
-0.93626,-1850.2591,-1.61e-20,375.9577,-1413.6212,-89010.3146,-656.4882,0.25013,-0.18923,-198879.8104,-7532.0817,0.3118,-2405.8765,-180355.9823,-136039.6771,-0.26663,-1.55e-20,-235827.3281,10.0414,0.044376,866.9741,-1e-20,0.11561,0.19263,181.1782,0.96073,9.95e-19,0.54008,0.063205,0.1092,-2087.6907,-0.34193,2.0528,1310940.645,1.1999,0.046446,0.43955,0.35597,-1.118,0.17656,2.1666,0.25145,-1.7654,-0.71351,0.17943,0.0
-0.63268,-3858.8989,2.46e-19,1716.9507,-3080.0942,-51901.7327,-6263.6207,0.42902,-0.58748,-154976.6884,-12484.8754,0.97481,-5510.3794,-94686.5113,-63710.731,-0.67101,-3.79e-20,-200383.1163,13.7559,0.24523,133.5437,-3.35e-20,0.4264,0.68035,1318.5318,0.65756,-1.29e-19,1.0474,0.25263,0.62026,-4649.3944,-0.99373,-0.42719,1928087.802,1.2436,-3.0825,-0.45955,0.87865,0.058154,0.3122,-2.4499,0.15146,-1.2805,-0.49172,0.2627,0.0
-0.69929,-3673.9517,-1.87e-19,1671.3116,-3011.1523,-46783.8219,-6450.8145,0.41566,-0.64452,-162712.3929,-12683.9787,0.95792,-5583.0809,-93264.7329,-59567.0854,-0.75717,1.7e-20,-209714.8356,18.2447,0.21953,182.5799,-7.4e-21,0.41117,0.77386,1386.1662,0.69933,-6.0700000000000005e-21,0.93655,0.27274,0.64176,-4668.4205,-0.97322,-1.1268,2419264.109,1.3219,-2.7538,-0.70048,0.69225,0.63888,0.18192,-1.7562,0.13063,-1.3754,-1.2785,0.16855,0.0
-0.75837,-3826.8589,-4.68e-20,1570.022,-2930.4136,-35384.7288,-18149.0501,0.49316,-0.91271,-122876.3363,-12738.9015,0.99754,-5951.4121,-65038.2253,-38745.974,-0.78457,-2.36e-20,-173668.2492,3.1462,0.17509,254.4279,-9.69e-20,0.41604,0.78355,1804.1493,0.74669,-3.0300000000000003e-21,1.0042,0.33074,0.95199,-4892.5921,-0.97295,-1.9488,1104888.475,1.3006,-3.1471,-0.76842,0.29354,0.017999,0.23021,-3.0986,0.13799,-0.91598,-1.8326,0.23533,0.0
-0.4788,-2734.7693,1.75e-20,1466.7426,-2193.7331,-47837.8052,-9603.4018,0.34069,-0.59533,-158546.2344,-8649.0409,1.0796,-4308.8601,-112588.2692,-79158.0702,-0.81911,-1.5600000000000002e-21,-186063.4279,5.6634,0.16459,165.9848,-4.56e-20,0.41998,0.83028,1839.1103,0.47968,7.73e-20,0.80802,0.35162,0.59272,-3495.9477,-1.083,-1.363,1438116.614,1.2911,-2.2483,1.0309,-0.55506,0.51029,0.34466,-1.8149,0.14387,-0.2768,-1.4698,0.39795,0.0
-0.31805,-3042.3421,1.66e-19,1482.354,-2421.4463,-46215.8066,-11031.8423,0.22919,-0.55226,-171865.6964,-11053.1547,0.91638,-4894.4492,-121016.9572,-78784.5964,-0.80003,-1.72e-20,-202233.4607,24.0951,0.098697,91.9873,6.93e-20,0.36473,0.83134,1912.5685,0.312,-1.33e-19,0.59886,0.34862,0.55115,-3804.7257,-0.96558,-0.98943,1455569.91,1.3559,-2.1293,1.5045,-0.2433,0.99815,0.32124,-3.0651,0.13878,-0.83737,-2.0392,0.23978,0.0
-0.52401,-2516.9623,-1.53e-19,1451.1731,-1930.9503,-52020.4236,-8948.8682,0.38923,-0.57659,-156186.9436,-9389.1245,0.99445,-4011.9323,-108468.4163,-76219.0663,-0.72084,-9.050000000000001e-21,-175929.5973,9.4326,0.2126,160.7667,1.39e-19,0.41481,0.72099,1631.8292,0.54899,6.07e-20,0.88837,0.31049,0.58552,-3233.8346,-0.9888,-2.3766,1870820.732,1.2916,-1.3296,0.98318,-0.52064,0.53903,0.20294,-1.7312,0.16773,-0.35376,-1.8227,0.24572,0.0
-1.2815,-3105.2539,4.68e-20,1649.5635,-2529.0401,-67801.2967,-15050.8574,0.66593,-0.47203,-181619.3531,-10238.1175,0.99435,-4105.2175,-121655.2608,-88296.2,-0.5956,1.02e-20,-219008.8791,79.8961,0.36632,534.1486,3.12e-20,0.41526,0.57846,824.2151,1.2733,0.0,1.3811,0.18136,0.54544,-3662.1416,-1.0049,0.41618,1755759.03,1.2749,-2.9854,-0.58837,0.099018,-0.57535,0.34842,-0.61717,0.15262,-1.5622,-2.102,0.24532,1.0
-1.0353,-2711.439,2.78e-20,596.5348,-2155.4482,-63551.7579,-7862.9169,0.30711,-0.31103,-200098.4608,-9380.8536,0.55616,-3210.8926,-145782.2536,-93316.4535,-0.40475,-3.44e-20,-266337.9325,14.0905,0.098163,813.9424,-2.22e-20,0.16639,0.43925,480.8002,1.0475,2.47e-19,0.91468,0.12523,0.31892,-2980.1675,-0.57731,1.2563,1601793.332,1.2245,-2.902,-0.76148,-0.55119,-0.32087,0.33241,1.6475,0.18265,-0.93979,-1.2149,0.38627,1.0
-1.1128,-2920.6822,6.56e-20,1197.1913,-2430.1536,-53036.0534,-13940.5311,0.45191,-0.77098,-189076.1836,-9571.3416,0.73599,-3444.2414,-132105.2873,-81008.1089,-0.7674,-1.64e-20,-222253.5762,4.7872,0.20556,571.9805,1.8e-20,0.28937,0.73699,919.4529,1.12,-2.06e-19,1.0849,0.20223,0.77007,-3089.6285,-0.76815,0.9177,1599440.116,1.2718,-2.852,-0.79178,0.075677,0.27452,0.40337,0.51367,0.12168,-1.8064,-1.7421,0.26459,1.0
-1.1126,-3831.523,6.66e-20,385.0842,-3084.0751,-91865.0755,-3285.2125,0.22859,-0.14446,-215150.7305,-5052.3338,0.36159,-5087.345,-195205.182,-137549.1754,-0.26417,1.22e-22,-236103.3527,73.2197,0.092487,609.774,7.840000000000001e-21,0.11762,0.23241,186.812,1.1126,1.82e-20,0.58815,0.06616,0.12792,-4600.8342,-0.36159,0.29751,1996632.776,1.2739,0.41424,0.70024,1.0098,-0.57902,0.25621,2.1354,0.19877,-3.5256,-0.83056,0.22,1.0
-1.0193,-3519.8508,-1.58e-20,376.9914,-2918.8539,-86488.5539,-2957.5115,0.20859,-0.13453,-207982.6333,-5289.4541,0.40489,-5342.7888,-200989.0134,-136979.4016,-0.26968,-2.29e-22,-224043.3836,92.2488,0.068339,764.3294,3.66e-20,0.11884,0.27749,252.2829,1.0193,1.21e-20,0.54268,0.079262,0.13195,-4523.3318,-0.40489,-0.094956,1907154.537,1.2744,1.3323,0.34235,1.9783,-1.2055,0.30005,1.8623,0.19005,-3.9381,-0.72323,0.34806,1.0
-1.1427,-3502.5508,2.56e-20,622.8955,-2983.0376,-79466.7582,-2653.3691,0.30417,-0.22313,-197584.7045,-5581.1287,0.45497,-5381.8822,-182391.8868,-119842.8569,-0.38672,-9.79e-22,-218913.0123,2.6109,0.10708,788.6161,-6.18e-20,0.16384,0.38503,349.1163,1.1427,1.21e-20,0.68992,0.098113,0.23244,-4386.6563,-0.45497,0.025571,2139361.83,1.3272,0.51919,0.25809,1.2927,-0.97464,0.18532,1.2149,0.20079,-2.9315,-1.1903,0.2586,1.0
-0.71007,-3110.4814,9.94e-20,1438.329,-2501.9081,-52259.809,-15131.06,0.405,-0.62139,-181904.734,-10084.4553,0.94995,-4485.9217,-115535.3871,-73276.9421,-0.87611,3.84e-20,-217885.7462,3.2505,0.17772,366.7786,8.810000000000001e-21,0.38717,0.85612,1418.2953,0.72231,4.85e-20,0.90056,0.32183,0.60841,-3632.0688,-0.97112,-1.2664,2027778.653,1.2357,-2.4378,-0.5712,-0.26716,1.2539,0.23344,-0.66911,0.17642,-1.4217,-1.5648,0.2207,0.0
-0.54103,-2804.429,-3.21e-20,1277.0654,-2079.4219,-44529.0053,-14067.2794,0.31229,-0.77386,-194914.6363,-9312.677,0.8965,-4022.2795,-112053.7561,-68274.4569,-0.9765,-1.19e-20,-215729.1934,3.2061,0.11403,197.5847,-5.32e-20,0.34293,1.0146,1551.3024,0.54311,-4.48e-19,0.74984,0.36754,0.76633,-3275.9779,-0.88731,-0.8089,2103641.991,1.2386,-2.5094,-0.582,0.32915,1.8879,0.24146,-0.91628,0.16176,-1.2073,-1.4659,0.20489,0.0
-0.59035,-3462.1732,-1.83e-20,1733.858,-2761.1845,-49687.6958,-17506.5214,0.41079,-0.60383,-192822.0362,-11726.1438,1.1176,-4994.2296,-136885.4931,-91666.8621,-0.84676,6.97e-21,-223909.5479,3.4474,0.18744,226.5975,4.9300000000000006e-21,0.50901,0.8505,1982.0977,0.60578,8.34e-20,0.94739,0.38395,0.48446,-4155.1381,-1.1104,-1.181,1752303.699,1.234,-3.3901,-0.42916,-0.15855,0.71756,0.32837,-0.82794,0.17683,-1.8197,-1.9821,0.34118,0.0
-0.4023,-2682.4775,1.39e-19,902.9126,-2160.3128,-60170.5915,-10640.8856,0.21349,-0.3624,-175891.4499,-10613.0417,0.51131,-4135.6266,-115507.5187,-80189.4352,-0.4361,-1.2500000000000001e-21,-222436.5252,3.1642,0.049184,356.0884,-3.37e-20,0.21523,0.39088,636.859,0.41544,-1.15e-19,0.53647,0.14676,0.3526,-3367.772,-0.49417,-0.89906,1496706.865,1.2368,-1.7118,-1.1548,-0.13608,0.75729,0.2585,0.37997,0.17103,-1.5776,-0.093777,0.36831,0.0
-0.23985,-2628.4062,-8.18e-20,298.678,-2085.0204,-72615.2518,-9401.83,0.10338,-0.21852,-192487.4455,-9923.5464,0.32689,-3732.9518,-132615.0645,-94773.1928,-0.26978,-7.4e-21,-227671.2495,3.6862,0.013431,274.2302,-1.82e-20,0.10024,0.26962,299.0413,0.23583,3.64e-19,0.31477,0.087602,0.22091,-3238.8751,-0.32143,0.012389,2198824.025,1.2251,-0.67501,-1.6395,0.12091,1.2451,0.21415,-0.156,0.17482,-1.8397,0.27826,0.18735,0.0
-0.30599,-2097.0992,1.83e-20,329.7191,-1650.8476,-76484.6607,-2638.2398,0.12803,-0.23196,-210272.9447,-8783.7982,0.32415,-3267.3737,-145042.4744,-102651.583,-0.23918,4.16e-21,-268113.8237,2.6948,0.012531,236.7496,-2.66e-20,0.10592,0.2392,223.6905,0.32008,-1.72e-18,0.3447,0.072456,0.21078,-2664.8641,-0.29741,0.61609,1851773.098,1.1871,-0.86332,-0.74182,0.51183,0.96643,0.24178,2.3489,0.21454,-0.19598,0.12044,0.22235,0.0
-0.095779,-2070.3382,-7.12e-21,58.5549,-1768.7019,-116352.8781,-10420.9211,0.037656,-0.046644,-291565.8809,-6404.9116,0.15889,-2368.8896,-229275.8126,-165472.7249,-0.10363,2.0200000000000003e-21,-330693.9716,5.7558,0.056273,9.8617,-1.05e-20,0.036042,0.10132,30.8544,0.092326,-9.7e-20,0.13762,0.022357,0.053173,-2428.2985,-0.15154,-0.031048,1791814.123,1.1559,0.48282,-0.81486,1.6174,0.65499,0.20423,2.571,0.17387,-1.0865,-0.81325,0.27537,1.0
-0.95492,-1740.5932,1.8300000000000003e-21,436.7664,-1339.1999,-90993.6689,-9216.8196,0.26204,-0.21468,-254227.9106,-5587.8342,0.58363,-2091.3459,-192482.6859,-131474.92,-0.36011,-2.45e-22,-270786.2543,6.8142,0.15648,165.5813,-2.08e-20,0.13274,0.36546,160.9881,0.96064,-3.4e-19,1.0426,0.062322,0.23922,-2096.6546,-0.64984,0.99701,2062285.926,1.1756,-0.10067,0.10003,1.6052,0.14743,0.27454,3.5601,0.25518,-0.92237,-0.52947,0.29431,1.0
-0.85475,-1887.8252,-4.97e-20,365.2477,-1808.0325,-87343.5876,-8614.1754,0.2081,-0.21147,-250128.0492,-5026.1392,0.45842,-2241.0098,-183237.7414,-124377.1524,-0.3193,-2.02e-20,-271295.5937,2.6589,0.19506,104.0168,-1.62e-20,0.11799,0.29913,183.8003,0.95497,4.85e-19,0.93844,0.06793,0.20976,-2059.1336,-0.57949,-0.82096,1307953.828,1.2373,-1.3717,-0.86688,1.9942,0.6067,0.22207,1.8723,0.18866,-1.0329,-1.1121,0.21185,1.0
-1.0079,-2818.3468,2.49e-19,1460.8266,-2101.3941,-59225.38,-1660.4848,0.44353,-0.38375,-158042.3037,-8732.8182,0.76615,-3557.6798,-153936.1904,-100788.5901,-0.62131,8.56e-21,-186962.9351,3.3373,0.13349,467.1301,-1.16e-20,0.32958,0.66115,1071.3084,1.0009,-1.18e-19,1.011,0.2149,0.38474,-3261.5392,-0.77172,0.41473,1139884.676,1.2115,-0.77389,1.1628,1.2827,-0.21415,0.25988,1.9811,0.20911,-2.3032,-0.70049,0.22136,1.0
-1.1916,-2362.0927,-1.75e-20,1222.0458,-1832.5167,-68581.8552,-1431.7038,0.38604,-0.45551,-163235.0318,-7503.5922,0.96365,-3045.9846,-157215.3996,-104012.0839,-0.65122,2.9400000000000003e-21,-190027.5277,3.6024,0.13753,415.8545,1.52e-20,0.2849,0.7748,741.7983,1.0901,1.21e-20,1.2926,0.16958,0.36387,-2639.7759,-0.96709,0.46742,967230.1946,1.2793,-0.91338,0.96892,0.994,-0.12475,0.24465,2.3649,0.17633,-1.9419,-0.66944,0.22595,1.0
-1.1655,-1991.3447,4.31e-20,966.8361,-1596.74,-68090.9286,-1524.3668,0.38349,-0.34768,-176197.6855,-6060.0727,0.91195,-2632.3707,-159265.1188,-102213.9242,-0.59496,1.08e-20,-199920.965,3.5015,0.15882,283.1897,-6.57e-20,0.24293,0.55218,562.0049,1.1916,5.82e-19,1.2602,0.14084,0.34441,-2431.1921,-0.8401,1.0213,1337519.838,1.2602,-0.71885,-0.061253,1.6329,0.40135,0.29778,1.6711,0.16569,-2.0184,-1.0344,0.25876,1.0
-0.91366,-3563.0067,-3.07e-20,952.4707,-2987.5471,-53903.9366,-4123.895,0.3089,-0.41476,-205955.2641,-11347.5006,0.69123,-4676.0193,-160057.3363,-88181.4478,-0.65472,-4.89e-22,-211217.5611,3.4769,0.17152,360.8098,3.7e-20,0.23413,0.67547,1129.6632,0.84677,-6.07e-20,0.7346,0.23049,0.43282,-4065.705,-0.65014,2.0022,1746767.246,1.2472,-0.14076,1.9068,-0.087072,-0.81509,0.31227,2.9952,0.20458,-0.6036,-1.3013,0.34947,1.0
-0.84937,-3133.8572,2.41e-20,1012.9666,-2605.3022,-53858.9009,-3802.3702,0.33369,-0.46489,-235914.9801,-10456.0991,0.76307,-4171.8026,-151058.4331,-86799.5414,-0.69217,-1.31e-20,-252144.5712,3.2689,0.19738,375.7372,3.56e-20,0.25379,0.65128,1094.2981,0.82894,3.26e-20,0.90163,0.22703,0.46634,-3672.0802,-0.71329,1.554,1562235.645,1.1994,-0.37347,2.094,0.11639,-0.52603,0.22235,3.5387,0.24027,-0.50136,-0.95439,0.45091,1.0
-0.96104,-3262.0296,-5.99e-20,791.589,-2755.6175,-51563.0993,-4167.4122,0.30814,-0.47282,-215107.461,-10713.9315,0.63509,-4396.6381,-147452.3567,-85072.9702,-0.68788,0.0,-221753.7176,16.0404,0.17677,334.4443,2.89e-20,0.20794,0.63838,1070.6295,0.93805,-1.82e-19,0.73612,0.2228,0.47193,-4029.7161,-0.67066,2.107,1664414.131,1.2111,0.043245,1.6692,-0.034282,-0.57921,0.34428,3.2668,0.20762,-0.62762,-1.0117,0.301,1.0
-0.21272,-2023.8096,3.62e-20,250.0676,-1563.6658,-69194.5706,-2078.7661,0.065759,-0.37127,-219566.7334,-7457.2363,0.32582,-2813.9734,-144651.933,-96497.5116,-0.41976,-1.01e-20,-256728.3693,2.7137,0.0066946,222.7383,-1.05e-20,0.088866,0.40008,361.1055,0.23355,-1.24e-18,0.26244,0.10199,0.38885,-2470.9173,-0.3628,1.7198,1648090.949,1.209,-2.4221,0.25033,1.0011,0.92283,0.26982,2.6067,0.14826,0.56116,0.86888,0.25603,1.0
-0.42531,-2256.7951,1.67e-20,418.9486,-1842.7144,-66607.4121,-2916.0533,0.17173,-0.30121,-246000.6842,-6818.3807,0.41703,-3043.535,-152402.7104,-96642.7456,-0.41154,-4.28e-21,-258049.1493,3.0523,0.047554,227.783,-4.76e-21,0.12619,0.42473,435.0178,0.42906,9.7e-20,0.42863,0.1148,0.33604,-2790.9306,-0.42453,1.4338,1723348.88,1.2383,-2.3046,0.7678,1.301,0.46561,0.28099,3.359,0.17055,-0.74181,-0.29448,0.22486,1.0
-0.39091,-2278.394,-2.63e-20,351.1267,-1838.4833,-58836.6657,-2693.0591,0.16322,-0.4593,-235315.6132,-7791.9907,0.36224,-2996.5279,-138420.3116,-85214.2473,-0.44519,3.5500000000000005e-21,-266455.9285,3.9321,0.044319,243.8884,5.2e-21,0.1103,0.45299,501.3098,0.4109,0.0,0.422,0.12704,0.42946,-2668.2849,-0.36462,1.6971,1579132.056,1.1948,-2.6195,0.094081,1.0006,0.77874,0.25364,2.7227,0.17099,-0.25349,-0.18184,0.24382,1.0
-0.41177,-3726.6033,2.42e-20,317.3029,-3203.3093,-73673.0068,-9451.1504,0.16058,-0.17262,-249364.341,-6175.0289,0.24337,-4431.1439,-155267.8743,-102458.03,-0.20217,-8.789999999999999e-23,-277545.4101,2.7752,0.099916,366.4679,-1.8300000000000003e-21,0.10133,0.19707,207.6888,0.41177,1.82e-20,0.37868,0.069312,0.18185,-3965.9074,-0.24337,-0.095787,1303801.3,1.1582,-0.7393,0.8717,0.78866,-0.83549,0.25216,4.0227,0.21061,-1.2559,0.91367,0.31642,1.0
-0.3075,-3779.0586,4.6100000000000006e-21,318.1124,-3191.5316,-69669.1602,-9091.9996,0.12978,-0.1709,-254751.7278,-6693.0765,0.23936,-4529.6277,-159649.5562,-99385.9826,-0.20518,-1.24e-21,-330158.1575,8.5358,0.073917,357.5381,-2.42e-22,0.10317,0.21931,254.1786,0.3075,4.55e-20,0.32425,0.077657,0.17132,-4017.3869,-0.23936,0.43346,1233597.134,1.1535,-0.51013,1.0307,0.50981,-0.6064,0.253,4.4103,0.2057,-0.86169,0.85509,0.22312,1.0
-0.32564,-3746.5219,9.13e-22,426.1367,-3067.5741,-82166.3175,-8981.8783,0.14737,-0.13126,-263593.0447,-6774.4429,0.32271,-4679.7597,-172557.0039,-114885.1936,-0.19182,0.0,-345758.9687,93.142,0.11412,231.7803,-2.4700000000000002e-21,0.12368,0.1981,222.2464,0.32564,-9.1e-21,0.37354,0.072002,0.13442,-4198.497,-0.32271,0.27581,1697702.58,1.1707,-0.49765,0.46629,0.23477,-0.245,0.27867,3.9355,0.17914,-1.0409,0.40084,0.22998,1.0
-0.68548,-3619.7817,4.24e-20,435.9003,-2935.1087,-101320.4226,-13891.3718,0.17104,-0.29062,-217694.613,-10500.9683,0.45044,-5579.9532,-174976.2519,-130275.483,-0.26064,3.06e-23,-254961.4097,83.9067,0.092934,180.7762,-3.96e-21,0.13836,0.27228,231.0166,0.70168,8.79e-20,0.60815,0.078351,0.28551,-4662.7164,-0.45044,-1.5826,1738117.834,1.2994,0.32318,-0.33425,-1.0155,0.033628,0.396,0.20898,0.14962,-1.5907,-1.7153,0.52815,1.0
-0.82013,-3539.4118,-3.51e-20,585.6995,-2900.9891,-93983.1664,-14534.0209,0.19527,-0.46599,-213679.8009,-10726.894,0.76113,-5445.6713,-167316.1086,-121290.5836,-0.63885,0.0,-252020.0785,84.7545,0.092672,146.9385,8.28e-21,0.18798,0.69843,405.6004,0.82013,3.94e-20,0.80289,0.12772,0.46289,-4540.964,-0.76113,-1.6927,1821931.711,1.2987,-0.66185,-0.28849,-0.89326,-0.80695,0.51545,0.90073,0.16441,-1.1644,-1.8064,0.47097,1.0
-0.61104,-3422.0655,7.01e-20,463.3195,-2915.6867,-97323.0017,-14138.7378,0.1632,-0.25244,-216912.5011,-10184.4942,0.48029,-5019.2509,-166882.7547,-122110.8184,-0.35943,9.79e-22,-254801.2721,93.565,0.085286,132.265,-2.0300000000000002e-21,0.14139,0.40337,273.9547,0.61104,1.21e-19,0.53387,0.088845,0.25107,-4228.2668,-0.48029,-1.8094,1480427.587,1.2902,-0.27543,-0.12832,-1.0552,-0.42358,0.46289,0.85561,0.17233,-1.37,-1.6065,0.38052,1.0
-0.71023,-3745.5011,-5.52e-20,199.0003,-3145.3931,-94448.128,-3483.0621,0.17416,-0.12908,-195085.4972,-3329.4521,0.25357,-5271.0232,-179346.6577,-128440.8518,-0.16709,0.0,-223065.0892,79.1417,0.087973,591.7721,1.42e-20,0.077172,0.17918,99.3285,0.71023,-4.7e-20,0.38078,0.046153,0.12266,-4548.1269,-0.25357,-0.83669,1550023.5,1.2405,1.0404,0.74422,1.0772,-1.2337,0.21212,1.0648,0.19701,-1.8566,-0.43889,0.26348,1.0
-0.75251,-3464.7259,-8.69e-20,210.0248,-3094.1,-90750.1663,-3527.5856,0.18337,-0.13666,-194980.9318,-3214.7764,0.29659,-5093.6005,-174020.618,-122589.1588,-0.17915,-1.22e-22,-219021.6465,26.4979,0.092808,574.9289,-2.15e-20,0.080366,0.18969,102.0928,0.75251,-6.07e-20,0.43614,0.046854,0.12714,-4325.7768,-0.29659,-1.1165,1623290.452,1.2293,1.2968,0.91707,0.83698,-0.85752,0.18572,1.1264,0.15793,-1.9699,-0.50283,0.2404,1.0
-0.74571,-3862.8105,5.66e-20,197.564,-3206.9724,-88190.1614,-3742.2095,0.16795,-0.17546,-221979.7105,-3154.7484,0.3703,-5290.1732,-180607.8664,-125608.8378,-0.29465,-1.4700000000000001e-21,-252308.6599,96.2678,0.08234,608.8862,-7.840000000000001e-21,0.078138,0.21753,132.1427,0.74571,1.36e-19,0.43142,0.054317,0.13604,-4604.3443,-0.3703,-0.36849,1599371.346,1.2394,0.40814,0.92201,0.36379,-0.71155,0.24913,1.5916,0.16246,-1.03,-1.1348,0.29803,1.0
-0.090672,-3899.9154,-1.53e-20,28.2078,-3343.2606,-110243.2021,-11969.4857,0.0329,-0.061685,-228082.4115,-9082.6271,0.073956,-4788.2828,-166296.4302,-129856.3461,-0.063127,3.06e-22,-303405.1213,58.3532,0.021131,54.4332,3e-21,0.023077,0.063994,16.574,0.095365,-1.12e-20,0.090516,0.015668,0.064387,-4236.5078,-0.073956,-1.5712,1685658.057,1.259,-0.42889,-0.99329,-0.23726,-0.56546,0.31973,2.0498,0.20983,-0.61682,0.20277,0.30194,1.0
-0.16165,-2930.8511,-3.95e-20,46.6165,-3037.0519,-114058.1987,-13395.596,0.045467,-0.044085,-236170.0434,-8589.9821,0.074445,-2886.3914,-177202.5249,-139568.9789,-0.056101,0.0,-291220.1403,19.3083,0.047253,105.3399,-6.1400000000000004e-21,0.030838,0.052298,21.8756,0.16165,2.3e-19,0.10764,0.017983,0.044081,-2578.605,-0.074445,-1.5664,1610630.489,1.2078,-0.10907,-0.51464,-0.026238,-0.6347,0.25396,2.635,0.19556,-1.3237,0.048393,0.29093,1.0
