mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,meanHarmToNoiseHarmonicity,meanPeriodPulses,RPDE,DFA,app_LT_entropy_log_9_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_6_coef,f2,f1,class
0.41618,1755759.03,1.2749,-2.9854,-0.58837,0.099018,-0.57535,0.34842,-0.61717,0.15262,-1.5622,-2.102,0.24532,23.591,0.00409149,0.59179,0.60866,143.8644,5282.7771,127.7996,1006.1669,36.2208,21.3724,54.5489,290.7038,154.262,471.7941,2672.3988,10584.6202,629.3891,1290.7461,94.3242,4009.9519,2011.2053,221.8973,1520.21452,740.7193539,1.0
1.2563,1601793.332,1.2245,-2.902,-0.76148,-0.55119,-0.32087,0.33241,1.6475,0.18265,-0.93979,-1.2149,0.38627,25.234,0.004817866,0.47747,0.72388,143.9292,5154.6388,124.2569,977.0796,35.2411,20.4001,51.7129,281.2123,154.3264,457.882,2578.1963,10313.6766,607.3433,1251.884,91.5577,3908.2729,1954.1592,215.423,1170.898834,553.7148506,1.0
0.9177,1599440.116,1.2718,-2.852,-0.79178,0.075677,0.27452,0.40337,0.51367,0.12168,-1.8064,-1.7421,0.26459,20.45,0.00413891,0.5572,0.66496,144.2489,5378.2456,131.5911,1025.366,37.214,21.6445,54.7016,300.8512,154.6463,481.9367,2724.1267,10785.3769,645.0412,1308.9554,96.6164,4086.9846,2049.7942,226.8926,1264.688098,682.1906095,1.0
0.29751,1996632.776,1.2739,0.41424,0.70024,1.0098,-0.57902,0.25621,2.1354,0.19877,-3.5256,-0.83056,0.22,20.702,0.007200674,0.53044,0.65579,141.455,4390.6755,106.235,832.6655,30.0567,17.5276,44.2419,240.8364,151.8522,390.5505,2199.3189,8785.5191,519.5397,1065.5565,78.1415,3329.2789,1665.2638,183.8254,944.7796439,557.1992552,1.0
-0.094956,1907154.537,1.2744,1.3323,0.34235,1.9783,-1.2055,0.30005,1.8623,0.19005,-3.9381,-0.72323,0.34806,21.651,0.007079339,0.60602,0.67006,141.5979,4426.4619,107.0066,839.3136,30.2833,17.6324,44.5653,242.3249,151.9951,393.5368,2216.1096,8856.9426,523.1303,1074.592,78.7271,3356.3272,1678.5974,185.1992,939.7501787,531.094755,1.0
0.025571,2139361.83,1.3272,0.51919,0.25809,1.2927,-0.97464,0.18532,1.2149,0.20079,-2.9315,-1.1903,0.2586,19.651,0.006995704,0.54717,0.65929,141.632,4430.893,106.5271,838.3843,30.1904,17.6675,44.5394,241.5608,152.0292,392.7617,2210.0732,8855.4886,521.2568,1074.8502,78.5379,3355.379,1676.8773,184.8026,1000.547036,565.9401384,1.0
-1.2664,2027778.653,1.2357,-2.4378,-0.5712,-0.26716,1.2539,0.23344,-0.66911,0.17642,-1.4217,-1.5648,0.2207,23.336,0.004278216,0.31108,0.63369,144.4518,5355.2546,129.1981,1014.5915,36.5758,21.3228,53.7838,292.5319,154.849,475.5162,2677.3498,10710.0338,631.4991,1299.9145,95.0807,4058.3538,2029.1626,223.7411,1276.800387,815.7579004,0.0
-0.8089,2103641.991,1.2386,-2.5094,-0.582,0.32915,1.8879,0.24146,-0.91628,0.16176,-1.2073,-1.4659,0.20489,23.854,0.004481776,0.40481,0.62775,144.2067,5271.3922,127.3377,999.5292,36.0477,21.0268,53.0065,288.5269,154.6039,468.5809,2639.2638,10547.0991,622.6167,1280.1279,93.7226,3996.7883,1998.9782,220.5016,1279.730454,888.9304437,0.0
-1.181,1752303.699,1.234,-3.3901,-0.42916,-0.15855,0.71756,0.32837,-0.82794,0.17683,-1.8197,-1.9821,0.34118,27.794,0.004172868,0.28857,0.56678,144.579,5410.9446,131.1094,1026.3859,37.0664,21.619,54.5193,297.0256,154.9763,481.4459,2711.5887,10828.0485,640.6683,1313.2845,96.3407,4103.3188,2052.6511,226.6084,1168.946286,885.5997723,0.0
-0.89906,1496706.865,1.2368,-1.7118,-1.1548,-0.13608,0.75729,0.2585,0.37997,0.17103,-1.5776,-0.093777,0.36831,22.492,0.004566867,0.37494,0.78653,144.1135,5233.4874,126.361,991.5333,35.7607,20.8718,52.635,285.8347,154.5107,464.8362,2616.5702,10466.8848,617.7266,1269.6785,92.9625,3966.2312,1983.0752,218.7416,1440.10496,771.6196251,0.0
0.012389,2198824.025,1.2251,-0.67501,-1.6395,0.12091,1.2451,0.21415,-0.156,0.17482,-1.8397,0.27826,0.18735,27.53,0.004611329,0.36368,0.82139,144.0458,5209.6015,125.5524,986.4841,35.5591,20.7882,52.3328,284.5233,154.443,462.4061,2602.3299,10415.9123,614.318,1263.4936,92.472,3946.8039,1973.0139,217.6057,1513.234852,857.1277739,0.0
0.61609,1851773.098,1.1871,-0.86332,-0.74182,0.51183,0.96643,0.24178,2.3489,0.21454,-0.19598,0.12044,0.22235,27.223,0.005186792,0.3334,0.83561,143.3957,4977.6853,119.4945,941.1476,33.871,19.7594,49.835,270.4354,153.793,440.7419,2479.4278,9944.5662,584.2497,1207.393,88.0843,3767.8753,1882.4716,207.3453,1503.879197,821.7928639,0.0
-0.031048,1791814.123,1.1559,0.48282,-0.81486,1.6174,0.65499,0.20423,2.571,0.17387,-1.0865,-0.81325,0.27537,11.993,0.00717266,0.67901,0.77192,141.5429,4401.363,106.1946,832.8125,30.0408,17.5692,44.21,240.1799,151.9401,390.3257,2195.4384,8797.0366,518.7539,1066.7976,78.0884,3333.2478,1665.781,183.6463,1361.085117,736.9832861,1.0
0.99701,2062285.926,1.1756,-0.10067,0.10003,1.6052,0.14743,0.27454,3.5601,0.25518,-0.92237,-0.52947,0.29431,12.998,0.006224908,0.57411,0.80404,142.2929,4640.1684,111.7463,878.8197,31.6519,18.4781,46.6121,253.2126,152.6901,411.7305,2318.495,9277.7512,546.4404,1126.731,82.3106,3515.5327,1757.6079,193.7035,1318.329883,722.8041993,1.0
-0.82096,1307953.828,1.2373,-1.3717,-0.86688,1.9942,0.6067,0.22207,1.8723,0.18866,-1.0329,-1.1121,0.21185,13.03,0.006693799,0.70711,0.62471,141.855,4500.254,108.2895,851.3221,30.6633,17.892,45.0889,244.6058,152.2522,398.7674,2244.0627,8992.5542,529.0228,1091.9166,79.7022,3407.2891,1702.7333,187.6051,1318.896561,737.1284495,1.0
0.41473,1139884.676,1.2115,-0.77389,1.1628,1.2827,-0.21415,0.25988,1.9811,0.20911,-2.3032,-0.70049,0.22136,21.949,0.005610134,0.32865,0.73685,142.8784,4831.7649,116.8247,916.5283,33.0558,19.2653,48.6106,264.6346,153.2756,429.6457,2421.0631,9668.901,570.8619,1174.1325,85.9326,3664.048,1832.9158,202.1745,970.7907348,607.5562278,1.0
0.46742,967230.1946,1.2793,-0.91338,0.96892,0.994,-0.12475,0.24465,2.3649,0.17633,-1.9419,-0.66944,0.22595,17.32,0.006755357,0.43302,0.73327,142.7232,4775.2399,115.2808,905.1164,32.6331,19.0416,47.9994,261.1795,153.1204,424.2742,2389.3461,9552.2762,563.6688,1159.3576,84.8449,3619.7213,1810.1711,199.637,974.3419212,622.0954304,1.0
1.0213,1337519.838,1.2602,-0.71885,-0.061253,1.6329,0.40135,0.29778,1.6711,0.16569,-2.0184,-1.0344,0.25876,14.239,0.011801058,0.68507,0.72633,142.3888,4575.9031,111.5114,853.7137,31.1253,20.2581,47.596,250.9094,152.787,401.7234,2232.5229,9080.1612,541.6893,1087.5906,80.6792,3435.7681,1709.2674,189.5253,1030.53847,628.3002979,1.0
2.0022,1746767.246,1.2472,-0.14076,1.9068,-0.087072,-0.81509,0.31227,2.9952,0.20458,-0.6036,-1.3013,0.34947,17.78,0.006458257,0.49774,0.78105,142.0634,4580.3893,110.7384,869.8549,31.3622,18.3238,46.1667,250.8272,152.4606,407.8256,2299.7343,9171.518,541.941,1114.21,81.559,3475.7413,1739.4724,191.9114,958.8832385,438.2959182,1.0
1.554,1562235.645,1.1994,-0.37347,2.094,0.11639,-0.52603,0.22235,3.5387,0.24027,-0.50136,-0.95439,0.45091,11.937,0.009391621,0.69633,0.78507,142.1263,4591.7096,122.5311,874.3224,37.718,22.4914,54.1537,265.6692,152.5235,437.9174,2280.4496,9187.6548,571.552,1166.9476,91.6671,3482.7138,1741.1042,205.9727,969.5134327,398.1311835,1.0
2.107,1664414.131,1.2111,0.043245,1.6692,-0.034282,-0.57921,0.34428,3.2668,0.20762,-0.62762,-1.0117,0.301,16.978,0.006302489,0.47545,0.79558,142.2097,4627.5445,111.9901,878.6898,31.6924,18.5068,46.6217,253.7587,152.607,411.9916,2323.0081,9264.9673,547.6167,1125.3219,82.402,3511.1051,1757.1307,193.8627,933.8729212,389.7378738,1.0
1.7198,1648090.949,1.209,-2.4221,0.25033,1.0011,0.92283,0.26982,2.6067,0.14826,0.56116,0.86888,0.25603,13.651,0.005553621,0.53232,0.82582,143.1252,4876.585,117.4445,921.541,33.234,19.448,48.8972,265.9138,153.5225,431.8835,2427.0001,9741.245,573.4024,1180.4105,86.4147,3690.7409,1843.4512,203.3036,1325.851504,939.5674928,1.0
1.4338,1723348.88,1.2383,-2.3046,0.7678,1.301,0.46561,0.28099,3.359,0.17055,-0.74181,-0.29448,0.22486,16.751,0.006624049,0.48461,0.80043,143.1208,4899.9829,120.6119,929.5596,33.7775,19.7742,50.3508,271.5638,153.518,437.5147,2456.9497,9807.5701,588.2168,1183.5108,87.7748,3716.6751,1859.2095,206.0896,1244.608778,757.7253706,1.0
1.6971,1579132.056,1.1948,-2.6195,0.094081,1.0006,0.77874,0.25364,2.7227,0.17099,-0.25349,-0.18184,0.24382,16.625,0.005501226,0.51802,0.79539,143.1742,4902.151,118.3682,928.3738,33.505,19.5567,49.2468,268.1813,153.5714,435.3549,2448.954,9803.5291,578.5399,1188.1032,87.1164,3714.8332,1856.9033,204.9615,1281.571761,761.6872459,1.0
-0.095787,1303801.3,1.1582,-0.7393,0.8717,0.78866,-0.83549,0.25216,4.0227,0.21061,-1.2559,0.91367,0.31642,2.435,0.007597328,0.81928,0.75667,138.861,3890.9236,101.5988,748.3656,27.7507,17.4,44.7063,224.4513,149.2602,355.0178,2016.2275,7829.2977,489.3029,950.2741,71.3602,2963.6049,1495.3731,167.5513,1164.720995,526.8821489,1.0
0.43346,1233597.134,1.1535,-0.51013,1.0307,0.50981,-0.6064,0.253,4.4103,0.2057,-0.86169,0.85509,0.22312,2.251,0.008123518,0.806,0.78076,140.4237,4044.1864,101.8397,777.2889,28.8628,18.6665,44.0178,231.3113,150.8216,368.5384,2074.363,8152.0153,499.5101,985.1557,74.2102,3091.7808,1553.3938,173.9296,1158.661091,501.9487276,1.0
0.27581,1697702.58,1.1707,-0.49765,0.46629,0.23477,-0.245,0.27867,3.9355,0.17914,-1.0409,0.40084,0.22998,1.751,0.009241015,0.8498,0.75583,139.8222,3872.9102,99.7957,741.1779,28.158,16.7315,41.392,224.1447,150.2198,356.3704,1979.2536,7793.9767,496.1934,947.6511,72.8773,2955.8663,1482.3894,170.5949,1129.639962,504.1815757,1.0
-1.5826,1738117.834,1.2994,0.32318,-0.33425,-1.0155,0.033628,0.396,0.20898,0.14962,-1.5907,-1.7153,0.52815,19.087,0.003496023,0.50633,0.69771,144.4509,5370.5813,137.6599,1022.0024,39.8136,26.1014,65.8718,311.8561,154.8483,491.3533,2718.5454,10768.9299,700.9201,1321.3348,101.692,4082.0575,2044.8092,234.8577,1446.439948,700.7217617,1.0
-1.6927,1821931.711,1.2987,-0.66185,-0.28849,-0.89326,-0.80695,0.51545,0.90073,0.16441,-1.1644,-1.8064,0.47097,20.079,0.003445212,0.47168,0.70809,145.5518,5652.7373,140.6371,1073.2373,40.1916,23.5977,59.1853,321.1533,155.9491,503.6653,2835.9207,11332.6152,676.446,1377.6899,103.0132,4295.1006,2147.1275,239.2742,1293.120157,603.9245079,1.0
-1.8094,1480427.587,1.2902,-0.27543,-0.12832,-1.0552,-0.42358,0.46289,0.85561,0.17233,-1.37,-1.6065,0.38052,20.384,0.003428516,0.40286,0.71427,145.5498,5618.4309,144.8134,1075.1695,42.0752,23.9908,60.6534,335.3847,155.9474,510.0137,2865.8489,11311.9441,711.3761,1369.944,107.3304,4290.1306,2150.1024,245.8851,1389.621053,622.1251046,1.0
-0.83669,1550023.5,1.2405,1.0404,0.74422,1.0772,-1.2337,0.21212,1.0648,0.19701,-1.8566,-0.43889,0.26348,22.872,0.007786524,0.45174,0.67677,140.9609,4242.1158,102.1835,803.4101,28.9478,16.9118,42.5957,231.5018,151.3581,376.4709,2119.5003,8482.2046,499.7316,1029.7076,75.276,3214.1088,1606.8303,177.1451,1159.384902,562.7192749,1.0
-1.1165,1623290.452,1.2293,1.2968,0.91707,0.83698,-0.85752,0.18572,1.1264,0.15793,-1.9699,-0.50283,0.2404,23.896,0.007794615,0.42552,0.67507,141.0363,4256.2387,102.7075,805.8262,29.0642,16.9539,42.7493,232.6265,151.4335,377.7341,2125.2692,8509.7517,501.7526,1031.9942,75.5582,3224.5071,1611.7504,177.7708,1176.094344,562.7851301,1.0
-0.36849,1599371.346,1.2394,0.40814,0.92201,0.36379,-0.71155,0.24913,1.5916,0.16246,-1.03,-1.1348,0.29803,23.703,0.007898491,0.49348,0.67967,140.893,4222.3816,101.8051,799.7344,28.8288,16.864,42.4617,230.7022,151.2903,374.8734,2110.0242,8443.2532,498.0094,1024.3542,74.976,3199.3707,1599.499,176.4236,1186.142806,560.331283,1.0
-1.5712,1685658.057,1.259,-0.42889,-0.99329,-0.23726,-0.56546,0.31973,2.0498,0.20983,-0.61682,0.20277,0.30194,16.515,0.005137643,0.62656,0.80616,144.6691,5439.8174,131.3604,1031.1236,37.1722,21.6934,54.6852,297.3305,155.0663,483.3329,2722.2542,10881.585,642.0831,1320.9,96.6407,4123.4533,2062.1543,227.4327,1347.11945,456.2956144,1.0
-1.5664,1610630.489,1.2078,-0.10907,-0.51464,-0.026238,-0.6347,0.25396,2.635,0.19556,-1.3237,0.048393,0.29093,16.515,0.003912577,0.50213,0.75368,144.9225,5534.2026,133.6209,1049.2496,37.8244,22.0492,55.6493,302.598,155.3197,491.7169,2770.4231,11071.611,652.8545,1344.7863,98.3252,4195.5002,2098.3662,231.352,1163.909512,564.0124944,1.0
-2.2186,1306840.961,1.217,-0.65155,-0.94052,-0.33794,-0.73331,0.3023,1.5651,0.21421,-1.5655,-0.71588,0.27008,20.39,0.003785002,0.42786,0.73467,145.0721,5594.1483,135.0842,1060.9176,38.2616,22.327,56.2922,306.5377,155.4693,497.43,2802.2815,11192.9927,661.3425,1358.4949,99.4902,4241.5427,2121.6843,234.0871,1186.177582,575.507036,1.0
2.1169,1650667.625,1.2527,-1.4203,0.092072,1.4502,-0.38321,0.28855,-0.44729,0.13662,-2.2937,-2.7488,0.26038,22.23,0.005612443,0.37521,0.63558,142.9629,4840.5019,116.4887,916.5001,33.0232,19.2727,48.5512,264.0672,153.3601,429.531,2417.1739,9678.1057,570.341,1174.1812,85.8839,3667.2264,1833.0891,202.1231,1055.755694,649.1678123,1.0
1.9484,1466124.527,1.286,-1.4095,-0.1277,1.4671,-0.10383,0.24812,-0.54052,0.13114,-3.1747,-2.6333,0.22643,22.998,0.005554073,0.38755,0.6138,143.0433,4868.5588,117.5114,922.3941,33.267,19.4151,48.9721,266.3336,153.4405,432.3864,2433.8793,9737.5799,574.3081,1181.3202,86.4958,3689.8914,1844.8337,203.5002,1013.14224,667.3672965,1.0
3.0195,1650260.08,1.301,-1.7178,0.30234,1.225,-0.33434,0.27836,0.35469,0.13303,-2.385,-2.4965,0.24785,21.264,0.005678456,0.43893,0.67772,142.7818,4809.0878,116.5705,912.8672,32.944,19.1591,48.5086,264.0148,153.179,428.1588,2413.1529,9626.5157,569.6187,1168.3489,85.641,3648.0542,1825.4977,201.4826,1031.57373,559.7492896,1.0
1.5809,1485545.647,1.253,-1.8402,0.7147,2.1265,-0.43585,0.21603,0.60501,0.16509,-1.9943,-0.099108,0.23703,10.795,0.010793188,0.74388,0.64908,138.9723,3686.0115,87.5514,693.301,24.8831,14.8386,37.1262,199.0462,149.3697,324.3257,1819.766,7343.5719,429.1529,890.7225,64.8283,2781.3502,1387.1273,152.6053,1052.09833,635.209689,1.0
1.6914,2017335.255,1.2527,-1.8844,0.45416,1.9108,-0.61345,0.24264,0.79078,0.16543,-2.5354,-0.59973,0.19834,15.289,0.009200628,0.69299,0.63304,140.0638,3988.3848,96.6994,755.9417,27.3192,15.8809,40.1898,218.7725,150.461,354.647,1995.4405,7979.4467,471.8154,966.7664,70.9718,3023.7699,1511.9455,166.9521,1011.98954,612.5049873,1.0
0.63258,1670929.584,1.2287,-1.713,0.95835,1.8862,-0.6922,0.24591,-0.05265,0.17895,-1.9073,-0.91766,0.28748,18.253,0.00876915,0.63306,0.60253,140.3401,4054.9345,97.8497,766.7674,27.6526,16.1384,40.6448,221.2848,150.7374,359.307,2020.2083,8102.4059,477.0134,982.4035,71.8707,3069.9314,1533.7545,169.0769,1115.354544,677.3098061,1.0
-1.8116,1553581.909,1.491,-2.34,-1.4841,0.64768,-0.68209,0.22327,-0.44224,0.17934,-0.038336,-1.9829,0.20686,22.876,0.003299673,0.20677,0.64051,145.8621,5883.172,141.9854,1114.8339,40.1962,23.4538,59.1149,321.6842,156.2593,522.5597,2942.3621,11767.2396,694.0791,1428.0831,104.5084,4459.02,2229.6417,245.9074,1136.504049,826.6240422,1.0
-2.6561,1864513.691,1.3192,-2.2366,-0.90572,-0.098563,-0.6274,0.16746,-2.3871,0.15666,-0.12277,-1.3121,0.16788,25.428,0.003242717,0.1543,0.62204,145.9679,5919.6442,142.7568,1121.2313,40.4204,23.5681,59.4428,323.3988,156.3651,525.5038,2958.0713,11837.6065,697.8411,1436.4371,105.0898,4485.5819,2242.5033,247.2822,1589.272495,991.8437119,1.0
-1.8326,1527601.202,1.4808,-2.1366,-0.78019,0.26234,-0.13034,0.29615,0.99003,0.17925,-1.1917,-2.42,0.51178,23.176,0.003421051,0.24177,0.6694,145.6869,5811.7038,140.0914,1100.9682,39.6782,23.1161,58.3146,317.3813,156.0841,515.9739,2904.9446,11622.6203,685.0848,1410.6567,103.1612,4404.1458,2201.938,242.7774,1264.230829,797.4515112,1.0
0.61566,1384356.074,1.321,-1.1159,-0.19991,-0.53946,-0.50219,0.17046,-0.47292,0.13672,-1.2211,-0.29104,0.14062,20.667,0.006339025,0.49566,0.6893,142.811,4758.8241,116.3005,904.9343,32.9176,19.2568,48.5054,263.5145,153.2082,423.8366,2391.8425,9542.5263,561.5417,1163.9377,85.1849,3617.0013,1810.0272,199.6755,1576.102645,642.5563113,1.0
0.17786,1564304.184,1.322,-0.59312,-0.36522,-0.74431,-0.24428,0.20139,-0.27045,0.14897,-1.705,-0.02902,0.24143,22.252,0.005727817,0.48075,0.70115,142.8372,4815.9243,115.8734,911.9154,32.817,19.0969,48.254,262.1096,153.2344,427.0215,2405.5269,9627.4058,566.0532,1170.5068,85.3294,3647.976,1823.7531,200.855,1632.875003,622.0503819,1.0
0.64124,1454821.465,1.3507,-1.2048,-0.26427,-0.63723,-0.37092,0.15247,-0.99061,0.14973,-1.3438,-0.31346,0.16482,22.433,0.005674286,0.48311,0.69,142.9623,4832.0486,116.3712,914.5307,32.9625,19.1844,48.4859,263.6657,153.3595,428.6057,2410.9867,9659.9163,569.0136,1171.496,85.7086,3660.2471,1829.2352,201.6966,1592.055133,639.0554101,1.0
-0.89341,1651498.722,1.3761,-4.8415,-0.12465,-0.70452,-0.37972,0.22504,-1.1256,0.14826,-1.1931,-1.8208,0.20648,27.992,0.00349991,0.26036,0.57761,145.5441,5760.6724,138.9985,1091.7035,39.3562,22.9806,57.9152,314.9019,155.9413,511.7233,2881.454,11522.62,679.7755,1398.4148,102.3332,4366.333,2183.368,240.7958,1394.9731,822.7061966,0.0
-1.1991,1047494.405,1.4084,-4.6319,0.156,-0.20012,-0.83088,0.23774,-1.0357,0.15606,-1.2598,-1.3851,0.31084,23.776,0.003529137,0.28966,0.58595,145.4642,5734.8086,138.4087,1086.8535,39.1832,22.8634,57.6569,313.395,155.8615,509.482,2869.0954,11470.6954,676.9133,1392.1895,101.8871,4346.6681,2173.6422,239.7554,1425.907087,835.6659528,0.0
-0.59823,1753271.053,1.3609,-4.916,-0.17631,-0.038286,-0.8152,0.16763,-1.4751,0.13937,-1.203,-1.7786,0.17208,29.564,0.003486768,0.21349,0.57227,145.5858,5774.9502,139.5256,1094.5321,39.4782,23.0167,58.0567,315.9258,155.983,513.1106,2889.1435,11552.158,681.7243,1401.7479,102.6292,4377.5669,2189.0369,241.465,1398.932576,833.4896911,0.0
3.3116,1394776.728,1.2723,-2.3347,-0.16174,-1.6616,2.0753,0.34917,0.12871,0.13561,-1.8287,-0.95576,0.40718,13.866,0.00782134,0.64856,0.67496,140.8987,4235.2385,102.2972,803.392,28.9667,16.9611,42.7306,232.0948,151.2959,376.6874,2122.3202,8475.1974,500.7647,1028.7159,75.3454,3211.6782,1606.655,177.2789,1286.70691,535.0303393,1.0
3.9266,1466841.085,1.1308,-2.7509,0.35643,-1.6351,2.1775,0.36681,-1.6085,0.11371,-1.9286,-0.78242,0.4176,9.353,0.007720069,0.63224,0.65268,141.0002,4255.8204,102.647,805.9092,29.0585,16.9661,42.6962,232.667,151.3974,377.7223,2126.1767,8508.7517,501.7226,1032.5336,75.5494,3224.1466,1611.8304,177.7375,1301.762631,577.7173547,1.0
3.6038,1336497.77,1.1432,-2.8047,0.045958,-1.7426,1.5907,0.36785,-1.0495,0.10742,-1.5746,-1.1139,0.42505,10.055,0.007524997,0.60548,0.65512,141.1215,4288.6507,103.2513,811.2752,29.2223,17.1144,43.0298,233.7545,151.5187,380.0752,2138.6221,8569.2512,504.5908,1040.087,75.9992,3246.8708,1622.6186,178.8197,1299.554782,549.0039385,1.0
0.38258,1675430.061,1.3123,-1.4904,0.92193,-0.12882,1.4278,0.30007,3.6369,0.19764,-1.135,-2.3784,0.27306,12.194,0.007919154,0.67057,0.70769,142.6893,4742.6121,114.4364,897.2517,32.3718,19.2346,48.1228,258.5413,153.0865,420.7812,2365.2354,9479.3435,559.557,1148.0132,84.1209,3591.7736,1794.7589,198.095,1079.653096,676.7278524,1.0
-0.72852,1771753.983,1.3154,-1.4277,0.57049,-0.27695,1.8709,0.31035,4.4624,0.16322,-1.9594,-1.9253,0.21216,12.19,0.010329048,0.66074,0.68671,142.7065,4760.9566,114.2533,900.3342,32.3907,18.8346,47.6108,258.6612,153.1037,421.4868,2372.2358,9511.6883,558.4446,1155.8395,84.2056,3603.8747,1800.7455,198.2167,1115.853726,658.9360221,1.0
-0.39894,1732497.224,1.3627,-2.6016,0.68487,0.0328,1.0759,0.24109,3.0594,0.17953,-0.85859,-2.5051,0.31136,7.328,0.010974762,0.81889,0.63347,141.4234,4500.2473,114.4949,864.1422,31.5765,21.8496,54.2806,256.9623,151.8216,407.3819,2313.6465,9055.9297,549.6172,1101.7435,82.2371,3431.7307,1727.3193,192.6963,1141.024936,726.6560111,1.0
0.30149,1704817.19,1.1981,0.071566,0.84483,0.36238,-0.43631,0.23876,3.3773,0.23099,-0.89059,-1.1825,0.26569,20.473,0.007360205,0.33689,0.71171,141.3607,4353.7856,105.12,824.7688,29.7466,17.3578,43.7527,238.0844,151.7579,386.6215,2176.2098,8707.1832,513.6271,1056.3087,77.334,3299.4151,1649.5745,181.9471,1160.91002,541.3299027,1.0
1.4366,1544377.925,1.1335,0.81498,1.3256,0.32819,0.0069968,0.28186,3.8311,0.23779,-0.85616,-0.25268,0.36738,25.115,0.007527476,0.35439,0.81429,141.2794,4324.3124,104.3945,819.0936,29.555,17.2405,43.4619,236.5421,151.6767,384.0693,2160.9639,8648.4047,510.4504,1048.4452,76.8367,3277.1409,1638.2835,180.7764,1168.487093,515.3317886,1.0
1.6601,1582270.494,1.1281,1.0021,1.6173,0.47119,-1.2162,0.29169,3.8125,0.21707,-0.48127,-0.10191,0.31227,24.791,0.007509712,0.35174,0.81179,141.2105,4314.1552,104.1679,817.5969,29.4862,17.1646,43.3497,235.8865,151.6077,383.2492,2157.9895,8629.53,509.1136,1047.2538,76.6433,3270.0497,1635.1717,180.3389,874.5359548,457.9346587,1.0
2.0249,1079093.55,1.2023,-0.7407,1.5865,2.0769,-0.81879,0.21752,0.27644,0.18341,-0.63175,0.15071,0.21147,16.246,0.009793615,0.63873,0.7616,139.5231,3859.3111,93.3293,731.8884,26.4132,15.3956,38.8327,211.2082,149.9203,343.2379,1933.0369,7722.2732,456.3983,936.7708,68.6508,2926.3569,1463.7049,161.5422,1155.654519,531.7305476,0.0
1.4871,1463179.66,1.2177,-1.0716,1.6242,2.0194,-0.8049,0.29601,1.0906,0.19445,-0.67987,-0.77592,0.29051,22.324,0.008613166,0.61499,0.71624,140.2699,4058.6887,97.9304,768.8572,27.7101,16.1698,40.7512,221.7606,150.6671,360.3252,2029.023,8115.7102,478.6101,985.2222,72.0411,3075.2373,1537.6544,169.521,1174.845462,601.8586787,0.0
1.6593,1223798.281,1.2148,-1.0646,1.5625,1.7627,-1.3006,0.31711,1.3681,0.16898,-1.4102,-0.17718,0.30518,22.369,0.008313813,0.56694,0.69896,140.5885,4135.2691,99.68,783.2169,28.2312,16.488,41.536,225.88,150.9857,367.0662,2066.2071,8269.1811,487.4255,1003.4717,73.4001,3133.4037,1566.47,172.7272,1105.357125,598.7226464,0.0
1.6611,1600565.44,1.1377,0.36683,1.2689,1.7964,1.1015,0.29493,1.4579,0.30572,-0.19166,-0.11668,0.36614,23.05,0.011159632,0.51554,0.83046,138.7671,3653.6033,88.0688,691.7497,24.9412,14.5408,36.6946,199.4772,149.1643,324.1043,1823.9502,7305.5635,429.9982,886.6651,64.8311,2768.2136,1383.6059,152.5056,1191.503693,428.7247231,1.0
1.9647,1510520.542,1.1704,0.3209,1.3845,1.8062,0.46612,0.23296,1.2428,0.24119,0.15586,-0.7537,0.24927,22.22,0.011161977,0.50926,0.8135,138.741,3645.4614,87.6753,689.1984,24.836,14.4749,36.5372,198.5315,149.1383,322.9827,1815.7079,7283.2623,428.8656,882.8979,64.5819,2759.5374,1378.5982,151.997,1158.069079,459.5825211,1.0
2.1256,1009567.771,1.1321,0.73696,0.9212,1.8102,1.4317,0.33483,2.053,0.21725,0.0075923,-0.12791,0.43281,22.455,0.011084319,0.55372,0.85123,138.8087,3670.7673,88.7015,695.5497,25.1163,14.6507,36.924,201.7024,149.2059,326.3044,1835.7493,7342.4935,434.1287,889.4572,65.3154,2782.3308,1391.1416,153.614,1512.712977,451.8838964,1.0
1.2865,1150558.014,1.1254,-0.12161,-0.76218,0.76584,1.1585,0.26571,1.5553,0.22487,-0.93311,1.0834,0.2816,17.146,0.008834666,0.50686,0.80645,140.2994,4044.9871,97.5156,765.2881,27.5952,16.0547,40.555,220.7976,150.6966,358.6468,2017.0696,8084.8827,476.0615,980.4164,71.7279,3063.3941,1530.7543,168.785,1151.793998,442.7659555,1.0
