mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,class
1.554,1562235.645,1.1994,-0.37347,2.094,0.11639,-0.52603,0.22235,3.5387,0.24027,-0.50136,-0.95439,0.45091,0.015628,-192268.9485,-858323.2583,0.018337,0.020567,0.036928,0.020421,0.043583,-31742.8522,-77.5852,234.5982,-97450.2762,224.1965,245.0043,131.7286,255.4018,227.9149,-395299.0817,-20987.8639,0.035372,0.044957,0.023503,-1852054.861,-53079.9143,-3975079.066,0.018192,1.0
2.107,1664414.131,1.2111,0.043245,1.6692,-0.034282,-0.57921,0.34428,3.2668,0.20762,-0.62762,-1.0117,0.301,0.012341,-206200.7556,-863630.8001,0.014593,0.016317,0.035426,0.01919,0.035167,-41562.7927,-100.9875,234.9471,-110028.745,239.5502,245.3444,131.8125,255.7421,242.7462,-424449.761,-29041.7897,0.02582,0.035438,0.019136,-1863504.932,-64201.8143,-3999489.57,0.019396,1.0
1.7198,1648090.949,1.209,-2.4221,0.25033,1.0011,0.92283,0.26982,2.6067,0.14826,0.56116,0.86888,0.25603,0.015437,-220657.6112,-924372.3064,0.014641,0.017923,0.029039,0.016365,0.031797,-44221.2331,-87.8356,239.6509,-117572.9446,244.4884,250.0483,132.728,260.4464,247.9615,-454079.7568,-30867.8798,0.031723,0.033813,0.018414,-1993563.626,-68458.9034,-4276754.589,0.014576,1.0
1.4338,1723348.88,1.2383,-2.3046,0.7678,1.301,0.46561,0.28099,3.359,0.17055,-0.74181,-0.29448,0.22486,0.013703,-220747.8229,-924041.7005,0.017125,0.020183,0.036741,0.014896,0.028641,-44198.0505,-135.495,239.6426,-117536.246,244.5193,250.0398,132.7236,260.4372,248.0093,-454174.4527,-30842.3885,0.028359,0.040269,0.020712,-1992856.751,-68416.1806,-4275258.708,0.017497,1.0
1.6971,1579132.056,1.1948,-2.6195,0.094081,1.0006,0.77874,0.25364,2.7227,0.17099,-0.25349,-0.18184,0.24382,0.014113,-221478.4964,-927710.8506,0.017144,0.019454,0.035169,0.012905,0.024102,-44420.4379,-103.1566,239.9069,-118030.9781,244.7735,250.3042,132.777,260.7015,248.2538,-455810.6236,-31010.8772,0.02638,0.037664,0.018815,-2000711.297,-68743.4066,-4292001.238,0.020797,1.0
-0.095787,1303801.3,1.1582,-0.7393,0.8717,0.78866,-0.83549,0.25216,4.0227,0.21061,-1.2559,0.91367,0.31642,0.022065,-161951.9662,-674752.1847,0.018312,0.02277,0.035883,0.025149,0.048777,-33553.3376,-21.0026,220.111,-86925.5091,224.021,230.5146,128.4635,240.9435,226.4711,-332873.6122,-23582.845,0.040649,0.044479,0.021175,-1458638.986,-51228.7502,-3135031.582,0.017775,1.0
0.43346,1233597.134,1.1535,-0.51013,1.0307,0.50981,-0.6064,0.253,4.4103,0.2057,-0.86169,0.85509,0.22312,0.016771,-178276.9722,-756398.3258,0.016225,0.016682,0.030743,0.015161,0.030862,-33824.6035,-42.1613,226.3812,-93570.4187,230.1417,236.7836,130.0261,247.1893,232.3673,-369794.8521,-23080.001,0.034234,0.029719,0.017654,-1633700.119,-53474.2207,-3509117.854,0.016604,1.0
0.27581,1697702.58,1.1707,-0.49765,0.46629,0.23477,-0.245,0.27867,3.9355,0.17914,-1.0409,0.40084,0.22998,0.016115,-170636.4339,-723302.1995,0.017352,0.01992,0.033998,0.015722,0.032181,-31973.6649,-51.2551,223.5699,-89200.7066,227.0069,233.9732,129.4245,244.379,229.0302,-353670.1481,-21698.4461,0.036772,0.043052,0.018588,-1562749.333,-50789.4095,-3357793.048,0.017425,1.0
-1.5826,1738117.834,1.2994,0.32318,-0.33425,-1.0155,0.033628,0.396,0.20898,0.14962,-1.5907,-1.7153,0.52815,0.019517,-244501.8852,-1019885.674,0.027271,0.023671,0.062419,0.02758,0.070874,-48916.8571,-59.3969,251.0721,-129607.3895,256.4421,261.4713,134.0537,271.8693,260.5425,-502296.4322,-34118.2286,0.056624,0.06652,0.029139,-2197966.855,-75548.4757,-4712294.566,0.026666,1.0
-1.6927,1821931.711,1.2987,-0.66185,-0.28849,-0.89326,-0.80695,0.51545,0.90073,0.16441,-1.1644,-1.8064,0.47097,0.027637,-263373.774,-1106745.314,0.025507,0.024307,0.064619,0.023333,0.07236,-51963.5166,-47.7102,253.0082,-139872.8562,258.5741,263.4076,135.1544,273.8068,262.6068,-542906.2407,-36101.1221,0.067155,0.058477,0.026657,-2383726.087,-80952.2313,-5107947.996,0.022551,1.0
-1.8094,1480427.587,1.2902,-0.27543,-0.12832,-1.0552,-0.42358,0.46289,0.85561,0.17233,-1.37,-1.6065,0.38052,0.022092,-262300.3246,-1106713.98,0.019464,0.026202,0.049367,0.022631,0.050811,-50455.9461,-29.2204,253.1924,-138390.44,258.6842,263.5955,135.1519,273.9964,262.4328,-541864.9512,-34709.5115,0.052628,0.070744,0.024219,-2383561.012,-79368.1498,-5107453.379,0.018444,1.0
-0.83669,1550023.5,1.2405,1.0404,0.74422,1.0772,-1.2337,0.21212,1.0648,0.19701,-1.8566,-0.43889,0.26348,0.011483,-187511.9547,-787096.6588,0.012928,0.014677,0.02552,0.016974,0.041129,-37541.582,-161.5268,228.7587,-99876.3868,232.9207,239.156,130.5637,249.5532,235.7003,-386366.2066,-26155.1887,0.02333,0.031992,0.012347,-1699551.402,-58147.3933,-3649818.837,0.014351,1.0
-1.1165,1623290.452,1.2293,1.2968,0.91707,0.83698,-0.85752,0.18572,1.1264,0.15793,-1.9699,-0.50283,0.2404,0.010177,-188493.2648,-791525.3724,0.011464,0.012478,0.024563,0.021484,0.048974,-37620.746,-123.0145,229.1252,-100323.8281,233.2927,239.5224,130.6391,249.9197,236.0793,-388453.2909,-26183.0291,0.021392,0.028913,0.012269,-1709041.203,-58342.4406,-3670062.499,0.015587,1.0
-0.36849,1599371.346,1.2394,0.40814,0.92201,0.36379,-0.71155,0.24913,1.5916,0.16246,-1.03,-1.1348,0.29803,0.018699,-186538.1106,-783137.9621,0.015212,0.013132,0.031074,0.020717,0.042296,-37304.0165,-174.698,228.431,-99327.9594,232.5688,238.8282,130.4958,249.2254,235.3241,-384392.6889,-25977.1037,0.042195,0.025638,0.018346,-1691068.368,-57805.0001,-3631721.527,0.015531,1.0
-1.5712,1685658.057,1.259,-0.42889,-0.99329,-0.23726,-0.56546,0.31973,2.0498,0.20983,-0.61682,0.20277,0.30194,0.017194,-248272.2981,-1036467.476,0.016515,0.016263,0.045615,0.021421,0.049101,-50402.2305,-122.0381,247.9131,-132726.7553,253.3661,258.3103,134.2719,268.7075,257.4298,-510081.1627,-35365.7363,0.039931,0.039049,0.020007,-2233450.416,-77628.266,-4787931.288,0.017923,1.0
-1.5664,1610630.489,1.2078,-0.10907,-0.51464,-0.026238,-0.6347,0.25396,2.635,0.19556,-1.3237,0.048393,0.29093,0.021175,-253071.7187,-1056112.884,0.021415,0.020007,0.045661,0.020183,0.045037,-51444.1388,-120.4658,249.3105,-135346.3498,254.8597,259.7077,134.5253,270.105,259.0159,-519850.5981,-36117.7229,0.047871,0.041968,0.020953,-2275475.545,-79191.8411,-4877449.741,0.019866,1.0
-2.2186,1306840.961,1.217,-0.65155,-0.94052,-0.33794,-0.73331,0.3023,1.5651,0.21421,-1.5655,-0.71588,0.27008,0.018022,-255997.9227,-1067891.919,0.022162,0.020284,0.051479,0.018945,0.041688,-52087.0142,-105.427,250.1414,-136935.3804,255.7545,260.5387,134.6749,270.9361,259.9747,-525752.8212,-36584.3213,0.040708,0.047591,0.01599,-2300670.755,-80141.9842,-4931113.241,0.023044,1.0
2.1169,1650667.625,1.2527,-1.4203,0.092072,1.4502,-0.38321,0.28855,-0.44729,0.13662,-2.2937,-2.7488,0.26038,0.016271,-218095.0327,-913276.1765,0.015968,0.016537,0.035391,0.016752,0.036762,-43868.7749,-120.7733,238.8053,-116305.8068,243.6194,249.2025,132.5657,259.5998,247.0516,-448781.8133,-30654.9882,0.036289,0.038388,0.023943,-1969809.811,-67810.9689,-4226133.72,0.013419,1.0
1.9484,1466124.527,1.286,-1.4095,-0.1277,1.4671,-0.10383,0.24812,-0.54052,0.13114,-3.1747,-2.6333,0.22643,0.015244,-219412.4398,-918738.801,0.017552,0.0234,0.038405,0.016434,0.033792,-44119.2119,-130.2843,239.2235,-117010.3351,244.0667,249.6207,132.6461,260.018,247.5213,-451497.4094,-30824.1493,0.033965,0.054164,0.025998,-1981504.65,-68210.4812,-4251063.379,0.014442,1.0
3.0195,1650260.08,1.301,-1.7178,0.30234,1.225,-0.33434,0.27836,0.35469,0.13303,-2.385,-2.4965,0.24785,0.015611,-215374.4994,-901097.1077,0.020661,0.015583,0.045636,0.017665,0.041157,-43510.8633,-95.684,237.87,-114994.5152,242.6748,248.2673,132.3846,258.665,246.0791,-443064.8728,-30440.034,0.03897,0.036481,0.022376,-1943733.82,-67149.5843,-4170540.714,0.018347,1.0
1.5809,1485545.647,1.253,-1.8402,0.7147,2.1265,-0.43585,0.21603,0.60501,0.16509,-1.9943,-0.099108,0.23703,0.013326,-161132.0525,-678963.6414,0.017355,0.017767,0.035311,0.016093,0.035486,-31860.8166,-82.8512,219.4541,-85541.6617,222.9359,229.8517,128.5751,240.2533,225.0925,-332540.2821,-22084.2388,0.02691,0.040594,0.024865,-1467730.636,-49585.3712,-3155018.67,0.015597,1.0
1.6914,2017335.255,1.2527,-1.8844,0.45416,1.9108,-0.61345,0.24264,0.79078,0.16543,-2.5354,-0.59973,0.19834,0.014133,-175023.5947,-736312.943,0.014865,0.017178,0.032551,0.012264,0.025149,-34718.6814,-124.9222,224.4778,-93004.9095,228.3275,234.8751,129.6666,245.2723,230.7852,-361075.0321,-24092.0145,0.030946,0.036005,0.019595,-1590706.757,-53974.169,-3417575.526,0.01655,1.0
0.63258,1670929.584,1.2287,-1.713,0.95835,1.8862,-0.6922,0.24591,-0.05265,0.17895,-1.9073,-0.91766,0.28748,0.020239,-178743.8107,-751612.1896,0.018757,0.021133,0.034112,0.019006,0.046395,-35511.1306,-102.2926,225.7789,-95025.4246,229.7069,236.1762,129.9429,246.5739,232.2631,-368600.6513,-24665.2853,0.038458,0.048728,0.017501,-1623502.009,-55176.2829,-3487554.136,0.015441,1.0
-1.8116,1553581.909,1.491,-2.34,-1.4841,0.64768,-0.68209,0.22327,-0.44224,0.17934,-0.038336,-1.9829,0.20686,0.012742,-271562.9004,-1132238.828,0.013924,0.017787,0.028021,0.014095,0.027461,-55252.4971,-185.9326,254.5959,-145269.68,260.4805,264.9931,135.4649,275.3903,264.977,-557526.4555,-38827.0853,0.024298,0.039408,0.015465,-2438280.91,-85017.0988,-5224168.287,0.01467,1.0
-2.6561,1864513.691,1.3192,-2.2366,-0.90572,-0.098563,-0.6274,0.16746,-2.3871,0.15666,-0.12277,-1.3121,0.16788,0.013839,-273692.7665,-1141138.043,0.010607,0.014647,0.022228,0.012457,0.023829,-55657.5651,-143.4393,255.2013,-146389.7874,261.1174,265.5985,135.5706,275.9957,265.6494,-561883.6993,-39108.5552,0.03012,0.027518,0.016971,-2457308.769,-85656.9246,-5264682.695,0.013749,1.0
-1.8326,1527601.202,1.4808,-2.1366,-0.78019,0.26234,-0.13034,0.29615,0.99003,0.17925,-1.1917,-2.42,0.51178,0.01263,-267973.1648,-1117643.661,0.018092,0.018147,0.035124,0.016077,0.033118,-54475.0875,-160.7054,253.5983,-143313.3043,259.411,263.9955,135.2897,274.3927,263.838,-550243.929,-38267.3038,0.025303,0.044287,0.016645,-2407072.333,-83848.7897,-5157714.638,0.014911,1.0
0.61566,1384356.074,1.321,-1.1159,-0.19991,-0.53946,-0.50219,0.17046,-0.47292,0.13672,-1.2211,-0.29104,0.14062,0.0098618,-214730.337,-903062.2091,0.010487,0.0089788,0.023545,0.011187,0.021269,-42558.667,-59.2639,238.0555,-114113.291,242.7255,248.4534,132.4137,258.8512,245.9447,-443031.6391,-29571.8244,0.01925,0.021245,0.014542,-1947933.157,-66171.8362,-4179484.23,0.008728,1.0
0.17786,1564304.184,1.322,-0.59312,-0.36522,-0.74431,-0.24428,0.20139,-0.27045,0.14897,-1.705,-0.02902,0.24143,0.010493,-216277.7933,-904793.2656,0.014981,0.017484,0.031189,0.015633,0.034511,-43774.7753,-113.8188,238.1558,-115528.9564,242.9681,248.5531,132.44,258.9503,246.403,-444832.8338,-30653.2118,0.025034,0.04001,0.020936,-1951647.791,-67509.9847,-4187418.347,0.012961,1.0
0.64124,1454821.465,1.3507,-1.2048,-0.26427,-0.63723,-0.37092,0.15247,-0.99061,0.14973,-1.3438,-0.31346,0.16482,0.0071742,-217980.1107,-913241.1166,0.01136,0.010192,0.022976,0.010006,0.020083,-43726.3586,-97.0162,238.8035,-116168.84,243.5979,249.2008,132.5651,259.5983,247.0117,-448645.5609,-30525.8363,0.015742,0.021766,0.016416,-1969734.336,-67664.9585,-4225970.461,0.0079988,1.0
-0.89341,1651498.722,1.3761,-4.8415,-0.12465,-0.70452,-0.37972,0.22504,-1.1256,0.14826,-1.1931,-1.8208,0.20648,0.011042,-265137.5689,-1105883.588,0.011583,0.011527,0.025422,0.013469,0.032216,-53899.5257,-165.6036,252.7884,-141796.9761,258.5544,263.1856,135.1469,273.5829,262.9314,-544454.2163,-37857.6651,0.026097,0.024419,0.013723,-2381924.26,-82963.653,-5104162.6,0.011333,0.0
-1.1991,1047494.405,1.4084,-4.6319,0.156,-0.20012,-0.83088,0.23774,-1.0357,0.15606,-1.2598,-1.3851,0.31084,0.011327,-263618.7322,-1099363.251,0.013141,0.010688,0.03077,0.016181,0.034841,-53652.5678,-123.7564,252.3378,-141022.6623,258.0847,262.735,135.067,273.1323,262.4443,-541290.7529,-37698.0174,0.024002,0.024078,0.016833,-2367980.243,-82547.1919,-5074467.721,0.012844,0.0
-0.59823,1753271.053,1.3609,-4.916,-0.17631,-0.038286,-0.8152,0.16763,-1.4751,0.13937,-1.203,-1.7786,0.17208,0.011221,-265933.7478,-1109305.942,0.01135,0.012664,0.023405,0.012085,0.023389,-54020.6939,-164.3599,253.0244,-142199.7169,258.8008,263.4216,135.1886,273.8188,263.1863,-546118.0427,-37933.2881,0.021201,0.023464,0.013247,-2389242.873,-83176.9549,-5119747.596,0.010027,0.0
3.3116,1394776.728,1.2723,-2.3347,-0.16174,-1.6616,2.0753,0.34917,0.12871,0.13561,-1.8287,-0.95576,0.40718,0.024078,-186700.8948,-783472.2841,0.030813,0.030867,0.060617,0.029084,0.059286,-37426.384,-111.8069,228.461,-99476.8436,232.6228,238.8582,130.5015,249.2556,235.3894,-384682.2073,-26081.0149,0.047542,0.063021,0.037342,-1691784.557,-57937.9684,-3633246.996,0.025925,1.0
3.9266,1466841.085,1.1308,-2.7509,0.35643,-1.6351,2.1775,0.36681,-1.6085,0.11371,-1.9286,-0.78242,0.4176,0.022025,-188121.5031,-789400.0324,0.024957,0.031432,0.04789,0.026608,0.054006,-37689.4145,-139.3774,228.9503,-100223.9215,233.1329,239.3475,130.603,249.7448,235.937,-387550.606,-26265.4217,0.045454,0.061503,0.031398,-1704487.098,-58360.8345,-3660348.172,0.02318,1.0
3.6038,1336497.77,1.1432,-2.8047,0.045958,-1.7426,1.5907,0.36785,-1.0495,0.10742,-1.5746,-1.1139,0.42505,0.016101,-189897.2788,-796549.8187,0.023672,0.023019,0.049982,0.024529,0.052224,-38102.4697,-117.7574,229.5419,-101204.9935,233.7655,239.9391,130.7243,250.3365,236.6219,-391101.6611,-26572.4598,0.035457,0.047086,0.032921,-1719807.129,-58966.5986,-3693027.552,0.018831,1.0
0.38258,1675430.061,1.3123,-1.4904,0.92193,-0.12882,1.4278,0.30007,3.6369,0.19764,-1.135,-2.3784,0.27306,0.017797,-213520.546,-894930.7365,0.020493,0.01959,0.043017,0.022909,0.052803,-42782.0218,-97.6045,237.406,-113723.4629,242.1092,247.8033,132.2921,258.2009,245.439,-439545.6738,-29857.7841,0.036979,0.043001,0.01869,-1930530.683,-66223.3154,-4142396.216,0.018024,1.0
-0.72852,1771753.983,1.3154,-1.4277,0.57049,-0.27695,1.8709,0.31035,4.4624,0.16322,-1.9594,-1.9253,0.21216,0.014233,-214029.8064,-896062.3211,0.022689,0.015438,0.054601,0.01605,0.035936,-43164.6728,-137.9275,237.4864,-114221.5318,242.2265,247.8836,132.3093,258.2812,245.5997,-440341.0356,-30188.9864,0.031231,0.033466,0.022077,-1932954.089,-66660.0585,-4147563.185,0.015912,1.0
-0.39894,1732497.224,1.3627,-2.6016,0.68487,0.0328,1.0759,0.24109,3.0594,0.17953,-0.85859,-2.5051,0.31136,0.014678,-195058.2024,-815314.8549,0.019088,0.016327,0.033246,0.013684,0.029324,-39844.6296,-46.2735,232.2803,-104408.3945,236.836,242.6796,131.0261,253.0923,239.8881,-401487.921,-27915.3529,0.026912,0.033905,0.017614,-1759985.079,-61165.5105,-3778351.874,0.015775,1.0
0.30149,1704817.19,1.1981,0.071566,0.84483,0.36238,-0.43631,0.23876,3.3773,0.23099,-0.89059,-1.1825,0.26569,0.016865,-193217.2145,-810832.9501,0.016731,0.015772,0.034342,0.017077,0.035307,-38655.1725,-142.8275,230.7116,-102900.3007,234.994,241.1088,130.9635,251.506,237.8905,-398066.6996,-26930.3091,0.036544,0.03301,0.017753,-1750410.138,-59889.2349,-3758308.696,0.01462,1.0
1.4366,1544377.925,1.1335,0.81498,1.3256,0.32819,0.0069968,0.28186,3.8311,0.23779,-0.85616,-0.25268,0.36738,0.014224,-191944.7748,-805955.6883,0.019503,0.016354,0.045654,0.024611,0.047088,-38292.7623,-113.7622,230.313,-102145.4766,234.5524,240.7102,130.8822,251.1075,237.405,-395558.6787,-26649.7131,0.027533,0.033781,0.019925,-1739960.359,-59391.2952,-3736018.492,0.015195,1.0
1.6601,1582270.494,1.1281,1.0021,1.6173,0.47119,-1.2162,0.29169,3.8125,0.21707,-0.48127,-0.10191,0.31227,0.012622,-191064.4021,-801835.8175,0.017257,0.018656,0.03462,0.019995,0.038099,-38248.4252,-173.5304,229.9755,-101767.8606,234.2169,240.3728,130.8133,250.77,237.0688,-393655.8577,-26648.9247,0.029337,0.039529,0.018106,-1731133.476,-59245.1078,-3717190.577,0.014131,1.0
2.0249,1079093.55,1.2023,-0.7407,1.5865,2.0769,-0.81879,0.21752,0.27644,0.18341,-0.63175,0.15071,0.21147,0.011759,-168144.3275,-707278.493,0.015658,0.014794,0.032738,0.014736,0.030337,-33475.1268,-138.0703,221.9461,-89424.4789,225.66,232.3433,129.1258,242.7406,227.9802,-346883.6228,-23249.5113,0.024949,0.024301,0.02268,-1528456.959,-51970.0682,-3284712.893,0.015575,0.0
1.4871,1463179.66,1.2177,-1.0716,1.6242,2.0194,-0.8049,0.29601,1.0906,0.19445,-0.67987,-0.77592,0.29051,0.014582,-178050.392,-747685.5764,0.021406,0.014616,0.040561,0.018983,0.039002,-35643.14,-121.6541,225.4441,-94835.3803,229.4053,235.8413,129.8727,246.2385,231.986,-366961.75,-24819.3139,0.035411,0.032153,0.018628,-1615085.699,-55214.4236,-3469600.597,0.016332,0.0
1.6593,1223798.281,1.2148,-1.0646,1.5625,1.7627,-1.3006,0.31711,1.3681,0.16898,-1.4102,-0.17718,0.30518,0.018161,-182246.3169,-765607.1966,0.019565,0.021745,0.037414,0.021705,0.040995,-36380.2745,-143.1065,226.9629,-96998.6706,230.9967,237.3601,130.1913,247.7573,233.6464,-375677.9028,-25313.5053,0.03395,0.043968,0.021904,-1653498.694,-56414.9027,-3551565.798,0.015663,0.0
1.6611,1600565.44,1.1377,0.36683,1.2689,1.7964,1.1015,0.29493,1.4579,0.30572,-0.19166,-0.11668,0.36614,0.017288,-158598.5994,-668582.8658,0.020133,0.021096,0.044006,0.020967,0.043578,-31333.1151,-99.8721,218.4934,-84191.0074,221.9381,228.8907,128.3699,239.288,223.9963,-327537.8291,-21693.8226,0.038777,0.058118,0.020096,-1445467.875,-48795.4239,-3107538.95,0.018879,1.0
1.9647,1510520.542,1.1704,0.3209,1.3845,1.8062,0.46612,0.23296,1.2428,0.24119,0.15586,-0.7537,0.24927,0.014281,-158334.3757,-667294.3148,0.014812,0.020105,0.028796,0.016235,0.036987,-31299.7414,-102.0999,218.3757,-84051.7263,221.8142,228.7729,128.3438,239.1706,223.8834,-326908.456,-21679.206,0.03008,0.048048,0.016903,-1442703.675,-48728.4733,-3101632.292,0.014982,1.0
2.1256,1009567.771,1.1321,0.73696,0.9212,1.8102,1.4317,0.33483,2.053,0.21725,0.0075923,-0.12791,0.43281,0.024853,-159175.2275,-670653.4067,0.023722,0.026859,0.048656,0.022985,0.047112,-31465.1176,-139.4736,218.6818,-84509.1094,222.1552,229.0791,128.4115,239.4763,224.242,-328644.1618,-21789.7632,0.053935,0.051063,0.024849,-1449909.446,-48981.8814,-3117024.259,0.021394,1.0
1.2865,1150558.014,1.1254,-0.12161,-0.76218,0.76584,1.1585,0.26571,1.5553,0.22487,-0.93311,1.0834,0.2816,0.01903,-178177.9982,-749335.1149,0.017724,0.019752,0.032806,0.018299,0.037261,-35395.4597,-100.045,225.5852,-94719.3994,229.5001,235.9825,129.9022,246.38,232.0375,-367474.6067,-24582.8043,0.03822,0.040322,0.019569,-1618621.223,-54996.0904,-3477141.308,0.016515,1.0
0.79502,1413556.296,1.1906,-0.69014,-1.4922,0.39067,0.83765,0.30039,1.3717,0.18455,-1.1518,1.3951,0.67642,0.017739,-182630.0799,-767032.2296,0.020382,0.023804,0.045368,0.022401,0.041835,-36393.7584,-80.8262,227.0827,-97135.3824,231.1632,237.4808,130.2138,247.8855,233.7793,-376675.2585,-25283.1021,0.038178,0.052767,0.027036,-1656546.412,-56455.1284,-3557960.03,0.01901,1.0
-0.2145,1617290.417,1.1565,0.11898,-1.0768,0.94168,1.6102,0.26117,1.4488,0.16987,-1.1413,2.1764,0.37992,0.017854,-189299.6029,-794666.4746,0.017581,0.021189,0.034344,0.017201,0.03304,-37833.5998,-154.7441,229.3854,-100790.8302,233.5808,239.7826,130.6925,250.1798,236.391,-390067.9545,-26343.4717,0.034949,0.040567,0.023861,-1715771.933,-58641.9013,-3684421.786,0.022176,1.0
2.5187,1814443.71,1.2048,-0.35058,1.8323,0.24524,-1.4616,0.33648,-0.56251,0.18757,-0.9301,-2.424,0.46095,0.024151,-308317.7127,-1276948.964,0.019972,0.018961,0.044704,0.019436,0.045625,-64982.5028,-57.4974,267.0312,-166383.3175,273.7658,277.4293,137.0897,287.8304,279.1998,-630660.5106,-46281.2824,0.046926,0.042447,0.017534,-2747570.402,-98533.9946,-5882489.059,0.019454,0.0
2.7491,2118054.135,1.2087,-0.98714,1.5139,1.4495,-2.1092,0.2476,-0.61788,0.14329,-1.1963,-1.582,0.31771,0.017981,-226753.2439,-953668.6414,0.017586,0.018849,0.036757,0.019532,0.043106,-43432.4579,-32.3395,245.1508,-119468.2629,249.9107,255.5796,133.1273,266.0923,252.9162,-468938.9132,-29701.9026,0.040345,0.035694,0.022232,-2056137.807,-68426.8442,-4408478.488,0.019261,0.0
2.3642,1761348.398,1.1485,-0.81129,1.9785,0.73049,-2.4106,0.26394,-0.81605,0.13516,0.27577,-0.737,0.28567,0.016641,-159529.0616,-656771.7919,0.019182,0.01878,0.038081,0.019869,0.04335,-36616.5215,-23.537,230.4984,-87998.4546,235.0141,240.9085,128.1141,251.3126,238.2979,-325600.8539,-26839.5866,0.035641,0.038645,0.021286,-1419917.044,-53732.1463,-3052739.193,0.018179,0.0
-0.81895,1676945.225,1.3198,-0.87736,1.1349,1.0703,-0.86212,0.23568,0.81465,0.16705,-1.5201,-0.57444,0.19805,0.015477,-164077.216,-690629.6964,0.015918,0.014525,0.033161,0.012371,0.024493,-32584.432,-160.1064,220.4732,-87212.075,224.081,230.8704,128.8058,241.2677,226.2982,-338603.3103,-22607.2543,0.027333,0.029535,0.015634,-1492754.675,-50637.3588,-3208499.736,0.015121,0.0
-1.0614,1342629.544,1.2392,-0.40646,0.88232,0.96443,-0.7793,0.25859,1.0735,0.17092,-1.8626,-0.23287,0.24557,0.016659,-164286.8576,-691805.226,0.017674,0.016971,0.038245,0.017603,0.037392,-32558.7326,-111.809,220.5777,-87278.148,224.1723,230.975,128.8286,241.3723,226.3853,-339079.5737,-22575.5694,0.032737,0.038312,0.020029,-1495275.541,-50638.0458,-3213880.175,0.018086,0.0
-0.7551,1666794.823,1.2846,-0.76105,1.0865,0.91061,-0.83753,0.30299,0.91332,0.17869,-1.6411,-0.31861,0.22887,0.014137,-163364.1157,-687681.5674,0.018193,0.015265,0.035888,0.016512,0.029152,-32481.5844,-141.2282,220.211,-86860.1753,223.795,230.6082,128.7483,241.0055,226.0007,-337115.0446,-22548.2516,0.029275,0.027561,0.019195,-1486431.967,-50456.358,-3195000.328,0.018178,0.0
-1.1521,1635679.276,1.4725,-1.5189,1.0095,-0.16495,0.34725,0.3466,1.5814,0.1774,-1.4234,-1.0487,0.32201,0.010837,-217586.0378,-911389.9344,0.027144,0.022335,0.056123,0.026328,0.053819,-43477.2171,-104.1122,238.6829,-115823.865,243.4737,249.0802,132.5377,259.4776,246.8984,-447738.4078,-30324.9959,0.021056,0.043844,0.014916,-1965770.691,-67354.5564,-4217520.302,0.018034,1.0
-0.42996,1936819.217,1.5646,-1.589,0.26731,0.13462,0.052276,0.22759,0.65281,0.16412,-1.165,-1.3578,0.23901,0.012071,-219668.604,-919607.5937,0.01567,0.013911,0.032694,0.016425,0.031758,-44221.948,-128.1447,239.2895,-117178.7098,244.1398,249.6868,132.6588,260.0841,247.6119,-451944.5715,-30912.2708,0.027857,0.029169,0.016004,-1983364.575,-68339.604,-4255026.593,0.012407,1.0
-0.44195,1932604.843,1.415,-1.9178,0.19762,0.028398,-0.15424,0.27411,1.3503,0.18667,-1.436,-2.0955,0.22978,0.013039,-222797.7436,-932552.1673,0.022863,0.014609,0.052499,0.015456,0.03374,-44859.5527,-123.8831,240.2728,-118854.0485,245.1871,250.67,132.8472,261.0673,248.7186,-458352.8334,-31362.6429,0.028366,0.030585,0.015848,-2011075.534,-69318.1987,-4314092.898,0.012269,1.0
-0.77432,1480977.764,1.142,0.98959,0.62043,0.99876,-0.54293,0.2808,2.7191,0.26334,-0.7676,0.59693,0.25011,0.017963,-201973.7632,-846512.0674,0.01736,0.023582,0.037208,0.016345,0.031462,-40592.6857,-141.6782,233.5902,-107688.3954,238.081,243.9874,131.5432,254.3846,241.1847,-415838.2433,-28335.414,0.03394,0.043656,0.018973,-1826841.189,-62774.9788,-3921316.407,0.020807,1.0
