mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,meanHarmToNoiseHarmonicity,meanPeriodPulses,RPDE,DFA,app_LT_entropy_log_9_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_6_coef,f2,f1,class
-0.42719,1928087.802,1.2436,-3.0825,-0.45955,0.87865,0.058154,0.3122,-2.4499,0.15146,-1.2805,-0.49172,0.2627,0.010913,-219610.9428,-919972.1612,0.015147,0.01261,0.045362,0.012114,0.030788,-44048.5346,-96.4464,239.316,-117033.0075,244.1386,249.7133,132.6639,260.1111,247.5904,-451944.6878,-30754.2265,0.02704,0.032892,0.013846,-1984144.28,-68166.5885,-4256682.039,0.012464,23.725,0.005588998,0.45199,0.56441,143.0611,4859.8215,116.9944,918.9613,33.1314,19.344,48.7149,264.9294,153.4583,430.6748,2421.2561,9710.8962,571.8274,1177.1861,86.1506,3679.3871,1838.2106,202.7054,1499.938034,832.2561407,0.0
-1.1268,2419264.109,1.3219,-2.7538,-0.70048,0.69225,0.63888,0.18192,-1.7562,0.13063,-1.3754,-1.2785,0.16855,0.012392,-220727.0586,-924062.1432,0.012745,0.014177,0.023294,0.013427,0.025844,-44411.9505,-138.6134,239.6285,-117731.8738,244.5034,250.0258,132.7239,260.423,247.987,-454164.6324,-31036.396,0.022588,0.024606,0.018214,-1992900.908,-68647.7296,-4275355.077,0.013456,25.174,0.005470979,0.3122,0.56906,143.1212,4896.4056,118.3269,927.9442,33.4778,19.5108,49.226,267.9718,153.5184,435.0193,2449.1069,9794.661,577.9541,1188.3044,87.0165,3711.5719,1855.895,204.7182,1439.733926,833.5041572,0.0
-1.9488,1104888.475,1.3006,-3.1471,-0.76842,0.29354,0.017999,0.23021,-3.0986,0.13799,-0.91598,-1.8326,0.23533,0.010482,-254225.2529,-1062103.875,0.011773,0.011462,0.028161,0.012635,0.031272,-51305.8059,-96.7444,249.7337,-135697.4434,255.2529,260.131,134.6015,270.5284,259.3942,-522441.72,-35936.5938,0.030453,0.028453,0.012647,-2288289.949,-79195.857,-4904741.767,0.010334,27.077,0.003966989,0.46088,0.55428,144.9987,5534.4354,133.4295,1047.4909,37.7886,22.0212,55.5563,302.3004,155.3959,491.1742,2761.8078,11064.2891,652.9485,1340.4446,98.2394,4192.3807,2095.1937,231.1599,1501.042741,854.6930022,0.0
-1.363,1438116.614,1.2911,-2.2483,1.0309,-0.55506,0.51029,0.34466,-1.8149,0.14387,-0.2768,-1.4698,0.39795,0.01288,-233260.8239,-976291.5061,0.019924,0.023105,0.047918,0.024902,0.061175,-46851.2596,-87.6401,243.5406,-124357.7094,248.6343,253.938,133.4648,264.3359,252.3574,-479798.806,-32742.7062,0.027589,0.04859,0.025549,-2104691.944,-72463.2444,-4513593.682,0.013103,26.119,0.004889832,0.33386,0.56865,143.862,5122.5903,123.3457,968.5422,34.9193,20.3713,51.3542,279.2496,154.2592,453.9205,2551.5232,10235.7317,602.64,1240.5342,90.7879,3878.1979,1937.4119,213.64,1543.933095,938.1663918,0.0
-0.98943,1455569.91,1.3559,-2.1293,1.5045,-0.2433,0.99815,0.32124,-3.0651,0.13878,-0.83737,-2.0392,0.23978,0.0081661,-232353.257,-971760.3712,0.011441,0.016867,0.024742,0.016665,0.032919,-46836.5908,-120.1022,243.2066,-123989.1357,248.3127,253.6039,133.4023,264.0013,252.0463,-477769.6274,-32770.2993,0.017062,0.037073,0.018237,-2094995.934,-72339.1241,-4492939.853,0.012698,27.366,0.004863488,0.41415,0.54532,143.7995,5116.4223,123.428,968.1483,34.9202,20.3708,51.3414,279.5168,154.1968,453.8647,2552.5594,10226.3526,603.0889,1239.5985,90.7826,3874.8418,1936.4618,213.6103,1391.650135,962.5338894,0.0
-2.3766,1870820.732,1.2916,-1.3296,0.98318,-0.52064,0.53903,0.20294,-1.7312,0.16773,-0.35376,-1.8227,0.24572,0.012851,-228449.958,-955233.9063,0.014033,0.017444,0.027848,0.016245,0.036713,-46196.48,-137.0535,241.9782,-122001.3852,247.0304,252.3755,133.1711,262.7727,250.6964,-469748.6402,-32350.6081,0.028135,0.041126,0.019148,-2059625.68,-71261.5571,-4417567.065,0.011737,24.473,0.004985703,0.31278,0.56677,143.5683,5052.1571,121.8134,957.2924,34.5003,20.1129,50.7692,275.9573,153.9656,448.6666,2526.5895,10104.2834,595.809,1226.6147,89.7156,3828.8489,1914.5403,211.1298,1491.876155,888.6825924,0.0
0.41618,1755759.03,1.2749,-2.9854,-0.58837,0.099018,-0.57535,0.34842,-0.61717,0.15262,-1.5622,-2.102,0.24532,0.01342,-235262.3983,-976928.6057,0.018671,0.01585,0.041133,0.019639,0.04159,-49220.1695,-36.6806,244.7977,-126721.2169,250.2368,255.1972,133.4671,265.6002,254.268,-482228.8387,-34859.032,0.033167,0.036945,0.015601,-2106024.522,-74911.5486,-4516292.641,0.015297,23.591,0.00409149,0.59179,0.60866,143.8644,5282.7771,127.7996,1006.1669,36.2208,21.3724,54.5489,290.7038,154.262,471.7941,2672.3988,10584.6202,629.3891,1290.7461,94.3242,4009.9519,2011.2053,221.8973,1520.21452,740.7193539,1.0
1.2563,1601793.332,1.2245,-2.902,-0.76148,-0.55119,-0.32087,0.33241,1.6475,0.18265,-0.93979,-1.2149,0.38627,0.018421,-234397.3249,-981146.3162,0.018584,0.018612,0.041553,0.018527,0.049112,-47139.3712,-100.851,243.909,-124999.4709,249.0355,254.3064,133.532,264.7037,252.7604,-482254.7473,-32952.2297,0.040381,0.042053,0.018116,-2115081.821,-72871.6965,-4535742.415,0.016966,25.234,0.004817866,0.47747,0.72388,143.9292,5154.6388,124.2569,977.0796,35.2411,20.4001,51.7129,281.2123,154.3264,457.882,2578.1963,10313.6766,607.3433,1251.884,91.5577,3908.2729,1954.1592,215.423,1170.898834,553.7148506,1.0
0.9177,1599440.116,1.2718,-2.852,-0.79178,0.075677,0.27452,0.40337,0.51367,0.12168,-1.8064,-1.7421,0.26459,0.016486,-241449.002,-1004980.262,0.016654,0.017083,0.054253,0.013342,0.031974,-49671.459,-46.7528,245.6425,-129546.2235,251.1045,256.0413,133.8516,266.4462,255.1399,-495509.8224,-34980.2117,0.046269,0.050423,0.021327,-2166070.085,-76097.074,-4644263.046,0.013939,20.45,0.00413891,0.5572,0.66496,144.2489,5378.2456,131.5911,1025.366,37.214,21.6445,54.7016,300.8512,154.6463,481.9367,2724.1267,10785.3769,645.0412,1308.9554,96.6164,4086.9846,2049.7942,226.8926,1264.688098,682.1906095,1.0
0.29751,1996632.776,1.2739,0.41424,0.70024,1.0098,-0.57902,0.25621,2.1354,0.19877,-3.5256,-0.83056,0.22,0.017365,-194682.5918,-816539.2742,0.016605,0.022553,0.038072,0.015851,0.032995,-39024.5616,-129.114,231.1769,-103731.8276,235.5091,241.5741,131.0578,251.9714,238.4479,-401000.6252,-27204.8603,0.038269,0.047139,0.023643,-1762635.404,-60412.6713,-3784383.285,0.020711,20.702,0.007200674,0.53044,0.65579,141.455,4390.6755,106.235,832.6655,30.0567,17.5276,44.2419,240.8364,151.8522,390.5505,2199.3189,8785.5191,519.5397,1065.5565,78.1415,3329.2789,1665.2638,183.8254,944.7796439,557.1992552,1.0
-0.094956,1907154.537,1.2744,1.3323,0.34235,1.9783,-1.2055,0.30005,1.8623,0.19005,-3.9381,-0.72323,0.34806,0.013834,-196710.3987,-825249.0903,0.014209,0.02029,0.029774,0.019861,0.039617,-39388.2048,-138.2296,231.8835,-104780.7342,236.2473,242.2808,131.2007,252.678,239.2152,-405225.9649,-27450.8187,0.031009,0.038414,0.029019,-1781294.475,-61001.9003,-3824181.082,0.019442,21.651,0.007079339,0.60602,0.67006,141.5979,4426.4619,107.0066,839.3136,30.2833,17.6324,44.5653,242.3249,151.9951,393.5368,2216.1096,8856.9426,523.1303,1074.592,78.7271,3356.3272,1678.5974,185.1992,939.7501787,531.094755,1.0
0.025571,2139361.83,1.3272,0.51919,0.25809,1.2927,-0.97464,0.18532,1.2149,0.20079,-2.9315,-1.1903,0.2586,0.022725,-197266.5756,-827343.0139,0.016124,0.020258,0.033705,0.01683,0.0408,-39553.6184,-142.1948,232.0547,-105114.2781,236.4275,242.4519,131.2347,252.8493,239.4267,-406250.8336,-27586.4659,0.048647,0.0427,0.022813,-1785780.04,-61222.797,-3833746.095,0.02084,19.651,0.006995704,0.54717,0.65929,141.632,4430.893,106.5271,838.3843,30.1904,17.6675,44.5394,241.5608,152.0292,392.7617,2210.0732,8855.4886,521.2568,1074.8502,78.5379,3355.379,1676.8773,184.8026,1000.547036,565.9401384,1.0
-1.2664,2027778.653,1.2357,-2.4378,-0.5712,-0.26716,1.2539,0.23344,-0.66911,0.17642,-1.4217,-1.5648,0.2207,0.011767,-244170.8441,-1019907.551,0.011904,0.011116,0.027572,0.013473,0.029776,-49467.4339,-189.0891,246.7242,-130465.6084,252.0855,257.1214,134.0546,267.5186,256.0613,-501783.9818,-34681.8706,0.025496,0.023022,0.020618,-2198022.1,-76250.3166,-4712458.204,0.012495,23.336,0.004278216,0.31108,0.63369,144.4518,5355.2546,129.1981,1014.5915,36.5758,21.3228,53.7838,292.5319,154.849,475.5162,2677.3498,10710.0338,631.4991,1299.9145,95.0807,4058.3538,2029.1626,223.7411,1276.800387,815.7579004,0.0
-0.8089,2103641.991,1.2386,-2.5094,-0.582,0.32915,1.8879,0.24146,-0.91628,0.16176,-1.2073,-1.4659,0.20489,0.013626,-239673.8062,-1001540.248,0.013789,0.016635,0.028221,0.014517,0.032872,-48499.7848,-152.8389,245.3932,-128024.4881,250.6674,255.7904,133.8095,266.1876,254.5462,-492682.0954,-33982.4486,0.028594,0.0325,0.026594,-2158722.94,-74791.9524,-4628729.95,0.01392,23.854,0.004481776,0.40481,0.62775,144.2067,5271.3922,127.3377,999.5292,36.0477,21.0268,53.0065,288.5269,154.6039,468.5809,2639.2638,10547.0991,622.6167,1280.1279,93.7226,3996.7883,1998.9782,220.5016,1279.730454,888.9304437,0.0
-1.181,1752303.699,1.234,-3.3901,-0.42916,-0.15855,0.71756,0.32837,-0.82794,0.17683,-1.8197,-1.9821,0.34118,0.011751,-246594.2526,-1029575.689,0.017783,0.021765,0.044113,0.01352,0.02992,-50001.7306,-112.9922,247.4198,-131793.6013,252.8431,257.817,134.1818,268.2144,256.8711,-506684.2519,-35065.4567,0.021869,0.058538,0.02043,-2218706.388,-77045.8228,-4756520.236,0.013391,27.794,0.004172868,0.28857,0.56678,144.579,5410.9446,131.1094,1026.3859,37.0664,21.619,54.5193,297.0256,154.9763,481.4459,2711.5887,10828.0485,640.6683,1313.2845,96.3407,4103.3188,2052.6511,226.6084,1168.946286,885.5997723,0.0
-0.89906,1496706.865,1.2368,-1.7118,-1.1548,-0.13608,0.75729,0.2585,0.37997,0.17103,-1.5776,-0.093777,0.36831,0.012907,-237975.1992,-994645.4948,0.010939,0.013045,0.023042,0.013939,0.029246,-48109.0055,-184.5387,244.8906,-127077.2295,250.1235,255.2878,133.7163,265.685,253.9706,-489211.4931,-33697.1283,0.03164,0.033956,0.018667,-2143969.726,-74220.1931,-4597296.922,0.014977,22.492,0.004566867,0.37494,0.78653,144.1135,5233.4874,126.361,991.5333,35.7607,20.8718,52.635,285.8347,154.5107,464.8362,2616.5702,10466.8848,617.7266,1269.6785,92.9625,3966.2312,1983.0752,218.7416,1440.10496,771.6196251,0.0
0.012389,2198824.025,1.2251,-0.67501,-1.6395,0.12091,1.2451,0.21415,-0.156,0.17482,-1.8397,0.27826,0.18735,0.011334,-236797.4245,-989660.6393,0.013084,0.012091,0.0242,0.012931,0.030317,-47888.3042,-146.8256,244.5256,-126462.0741,249.7369,254.9228,133.6486,265.32,253.5694,-486756.6441,-33547.5662,0.023505,0.025487,0.017669,-2133302.818,-73865.4492,-4574568.363,0.012959,27.53,0.004611329,0.36368,0.82139,144.0458,5209.6015,125.5524,986.4841,35.5591,20.7882,52.3328,284.5233,154.443,462.4061,2602.3299,10415.9123,614.318,1263.4936,92.472,3946.8039,1973.0139,217.6057,1513.234852,857.1277739,0.0
0.61609,1851773.098,1.1871,-0.86332,-0.74182,0.51183,0.96643,0.24178,2.3489,0.21454,-0.19598,0.12044,0.22235,0.012058,-225375.8568,-943091.1786,0.013091,0.016795,0.032123,0.015058,0.0323,-45444.6919,-115.1409,241.0678,-120268.6473,246.0292,251.4651,132.9985,261.8628,249.6232,-463544.2354,-31794.8082,0.024271,0.04088,0.014143,-2033634.758,-70183.0308,-4362168.301,0.012979,27.223,0.005186792,0.3334,0.83561,143.3957,4977.6853,119.4945,941.1476,33.871,19.7594,49.835,270.4354,153.793,440.7419,2479.4278,9944.5662,584.2497,1207.393,88.0843,3767.8753,1882.4716,207.3453,1503.879197,821.7928639,0.0
-0.031048,1791814.123,1.1559,0.48282,-0.81486,1.6174,0.65499,0.20423,2.571,0.17387,-1.0865,-0.81325,0.27537,0.015677,-195888.9203,-821888.9513,0.016537,0.016826,0.033698,0.018936,0.039508,-39186.0578,-119.4428,231.6131,-104314.8606,235.9476,242.0103,131.1457,252.4077,238.9076,-403494.2648,-27305.932,0.032217,0.041872,0.023939,-1774096.053,-60714.2954,-3808826.149,0.018342,11.993,0.00717266,0.67901,0.77192,141.5429,4401.363,106.1946,832.8125,30.0408,17.5692,44.21,240.1799,151.9401,390.3257,2195.4384,8797.0366,518.7539,1066.7976,78.0884,3333.2478,1665.781,183.6463,1361.085117,736.9832861,1.0
0.99701,2062285.926,1.1756,-0.10067,0.10003,1.6052,0.14743,0.27454,3.5601,0.25518,-0.92237,-0.52947,0.29431,0.017387,-207477.0968,-868966.0032,0.019485,0.024027,0.043085,0.020676,0.045651,-41799.1881,-135.428,235.369,-110695.0147,239.9829,245.7662,131.8957,256.1634,243.216,-426992.9803,-29210.6709,0.038798,0.065511,0.022117,-1874931.337,-64579.0626,-4023861.378,0.015552,12.998,0.006224908,0.57411,0.80404,142.2929,4640.1684,111.7463,878.8197,31.6519,18.4781,46.6121,253.2126,152.6901,411.7305,2318.495,9277.7512,546.4404,1126.731,82.3106,3515.5327,1757.6079,193.7035,1318.329883,722.8041993,1.0
-0.82096,1307953.828,1.2373,-1.3717,-0.86688,1.9942,0.6067,0.22207,1.8723,0.18866,-1.0329,-1.1121,0.21185,0.012767,-200685.2122,-841160.6107,0.015563,0.018237,0.03568,0.015539,0.031863,-40352.5702,-131.175,233.1634,-107006.9237,237.6195,243.5606,131.4577,253.958,240.7057,-413150.7503,-28175.1437,0.024322,0.035009,0.020593,-1815378.511,-62396.9673,-3896869.393,0.01605,13.03,0.006693799,0.70711,0.62471,141.855,4500.254,108.2895,851.3221,30.6633,17.892,45.0889,244.6058,152.2522,398.7674,2244.0627,8992.5542,529.0228,1091.9166,79.7022,3407.2891,1702.7333,187.6051,1318.896561,737.1284495,1.0
0.41473,1139884.676,1.2115,-0.77389,1.1628,1.2827,-0.21415,0.25988,1.9811,0.20911,-2.3032,-0.70049,0.22136,0.012045,-216868.1099,-907568.6441,0.018142,0.01686,0.037052,0.015278,0.031868,-43777.1317,-114.6768,238.3677,-115767.9055,243.1894,248.7649,132.4812,259.1623,246.6137,-446174.9314,-30621.0589,0.021953,0.032344,0.016094,-1957590.092,-67581.1322,-4200083.587,0.016237,21.949,0.005610134,0.32865,0.73685,142.8784,4831.7649,116.8247,916.5283,33.0558,19.2653,48.6106,264.6346,153.2756,429.6457,2421.0631,9668.901,570.8619,1174.1325,85.9326,3664.048,1832.9158,202.1745,970.7907348,607.5562278,1.0
0.46742,967230.1946,1.2793,-0.91338,0.96892,0.994,-0.12475,0.24465,2.3649,0.17633,-1.9419,-0.66944,0.22595,0.014541,-214286.149,-897169.0767,0.017381,0.016953,0.03374,0.014262,0.030251,-43168.3805,-142.1845,237.5665,-114326.4177,242.3219,247.9637,132.326,258.361,245.6874,-440941.4222,-30172.9778,0.0272,0.031614,0.018082,-1935324.099,-66693.6063,-4152619.828,0.015005,17.32,0.006755357,0.43302,0.73327,142.7232,4775.2399,115.2808,905.1164,32.6331,19.0416,47.9994,261.1795,153.1204,424.2742,2389.3461,9552.2762,563.6688,1159.3576,84.8449,3619.7213,1810.1711,199.637,974.3419212,622.0954304,1.0
1.0213,1337519.838,1.2602,-0.71885,-0.061253,1.6329,0.40135,0.29778,1.6711,0.16569,-2.0184,-1.0344,0.25876,0.017376,-208410.3543,-875826.5601,0.016219,0.01995,0.036203,0.018365,0.036674,-40729.5031,-46.811,236.1335,-110225.626,240.6234,246.5325,131.9915,256.9444,243.8495,-429165.119,-28203.3651,0.032702,0.041059,0.019598,-1889591.991,-63571.0751,-4054797.976,0.016061,14.239,0.011801058,0.68507,0.72633,142.3888,4575.9031,111.5114,853.7137,31.1253,20.2581,47.596,250.9094,152.787,401.7234,2232.5229,9080.1612,541.6893,1087.5906,80.6792,3435.7681,1709.2674,189.5253,1030.53847,628.3002979,1.0
2.0022,1746767.246,1.2472,-0.14076,1.9068,-0.087072,-0.81509,0.31227,2.9952,0.20458,-0.6036,-1.3013,0.34947,0.01426,-203882.0257,-854292.6109,0.01907,0.018833,0.041085,0.022582,0.046403,-41053.339,-113.1302,234.2091,-108755.0717,238.7561,244.6064,131.6661,255.0041,241.8923,-419780.5574,-28672.761,0.03199,0.046284,0.021539,-1843505.312,-63439.7005,-3956843.698,0.018901,17.78,0.006458257,0.49774,0.78105,142.0634,4580.3893,110.7384,869.8549,31.3622,18.3238,46.1667,250.8272,152.4606,407.8256,2299.7343,9171.518,541.941,1114.21,81.559,3475.7413,1739.4724,191.9114,958.8832385,438.2959182,1.0
1.554,1562235.645,1.1994,-0.37347,2.094,0.11639,-0.52603,0.22235,3.5387,0.24027,-0.50136,-0.95439,0.45091,0.015628,-192268.9485,-858323.2583,0.018337,0.020567,0.036928,0.020421,0.043583,-31742.8522,-77.5852,234.5982,-97450.2762,224.1965,245.0043,131.7286,255.4018,227.9149,-395299.0817,-20987.8639,0.035372,0.044957,0.023503,-1852054.861,-53079.9143,-3975079.066,0.018192,11.937,0.009391621,0.69633,0.78507,142.1263,4591.7096,122.5311,874.3224,37.718,22.4914,54.1537,265.6692,152.5235,437.9174,2280.4496,9187.6548,571.552,1166.9476,91.6671,3482.7138,1741.1042,205.9727,969.5134327,398.1311835,1.0
2.107,1664414.131,1.2111,0.043245,1.6692,-0.034282,-0.57921,0.34428,3.2668,0.20762,-0.62762,-1.0117,0.301,0.012341,-206200.7556,-863630.8001,0.014593,0.016317,0.035426,0.01919,0.035167,-41562.7927,-100.9875,234.9471,-110028.745,239.5502,245.3444,131.8125,255.7421,242.7462,-424449.761,-29041.7897,0.02582,0.035438,0.019136,-1863504.932,-64201.8143,-3999489.57,0.019396,16.978,0.006302489,0.47545,0.79558,142.2097,4627.5445,111.9901,878.6898,31.6924,18.5068,46.6217,253.7587,152.607,411.9916,2323.0081,9264.9673,547.6167,1125.3219,82.402,3511.1051,1757.1307,193.8627,933.8729212,389.7378738,1.0
1.7198,1648090.949,1.209,-2.4221,0.25033,1.0011,0.92283,0.26982,2.6067,0.14826,0.56116,0.86888,0.25603,0.015437,-220657.6112,-924372.3064,0.014641,0.017923,0.029039,0.016365,0.031797,-44221.2331,-87.8356,239.6509,-117572.9446,244.4884,250.0483,132.728,260.4464,247.9615,-454079.7568,-30867.8798,0.031723,0.033813,0.018414,-1993563.626,-68458.9034,-4276754.589,0.014576,13.651,0.005553621,0.53232,0.82582,143.1252,4876.585,117.4445,921.541,33.234,19.448,48.8972,265.9138,153.5225,431.8835,2427.0001,9741.245,573.4024,1180.4105,86.4147,3690.7409,1843.4512,203.3036,1325.851504,939.5674928,1.0
1.4338,1723348.88,1.2383,-2.3046,0.7678,1.301,0.46561,0.28099,3.359,0.17055,-0.74181,-0.29448,0.22486,0.013703,-220747.8229,-924041.7005,0.017125,0.020183,0.036741,0.014896,0.028641,-44198.0505,-135.495,239.6426,-117536.246,244.5193,250.0398,132.7236,260.4372,248.0093,-454174.4527,-30842.3885,0.028359,0.040269,0.020712,-1992856.751,-68416.1806,-4275258.708,0.017497,16.751,0.006624049,0.48461,0.80043,143.1208,4899.9829,120.6119,929.5596,33.7775,19.7742,50.3508,271.5638,153.518,437.5147,2456.9497,9807.5701,588.2168,1183.5108,87.7748,3716.6751,1859.2095,206.0896,1244.608778,757.7253706,1.0
1.6971,1579132.056,1.1948,-2.6195,0.094081,1.0006,0.77874,0.25364,2.7227,0.17099,-0.25349,-0.18184,0.24382,0.014113,-221478.4964,-927710.8506,0.017144,0.019454,0.035169,0.012905,0.024102,-44420.4379,-103.1566,239.9069,-118030.9781,244.7735,250.3042,132.777,260.7015,248.2538,-455810.6236,-31010.8772,0.02638,0.037664,0.018815,-2000711.297,-68743.4066,-4292001.238,0.020797,16.625,0.005501226,0.51802,0.79539,143.1742,4902.151,118.3682,928.3738,33.505,19.5567,49.2468,268.1813,153.5714,435.3549,2448.954,9803.5291,578.5399,1188.1032,87.1164,3714.8332,1856.9033,204.9615,1281.571761,761.6872459,1.0
-0.095787,1303801.3,1.1582,-0.7393,0.8717,0.78866,-0.83549,0.25216,4.0227,0.21061,-1.2559,0.91367,0.31642,0.022065,-161951.9662,-674752.1847,0.018312,0.02277,0.035883,0.025149,0.048777,-33553.3376,-21.0026,220.111,-86925.5091,224.021,230.5146,128.4635,240.9435,226.4711,-332873.6122,-23582.845,0.040649,0.044479,0.021175,-1458638.986,-51228.7502,-3135031.582,0.017775,2.435,0.007597328,0.81928,0.75667,138.861,3890.9236,101.5988,748.3656,27.7507,17.4,44.7063,224.4513,149.2602,355.0178,2016.2275,7829.2977,489.3029,950.2741,71.3602,2963.6049,1495.3731,167.5513,1164.720995,526.8821489,1.0
0.43346,1233597.134,1.1535,-0.51013,1.0307,0.50981,-0.6064,0.253,4.4103,0.2057,-0.86169,0.85509,0.22312,0.016771,-178276.9722,-756398.3258,0.016225,0.016682,0.030743,0.015161,0.030862,-33824.6035,-42.1613,226.3812,-93570.4187,230.1417,236.7836,130.0261,247.1893,232.3673,-369794.8521,-23080.001,0.034234,0.029719,0.017654,-1633700.119,-53474.2207,-3509117.854,0.016604,2.251,0.008123518,0.806,0.78076,140.4237,4044.1864,101.8397,777.2889,28.8628,18.6665,44.0178,231.3113,150.8216,368.5384,2074.363,8152.0153,499.5101,985.1557,74.2102,3091.7808,1553.3938,173.9296,1158.661091,501.9487276,1.0
0.27581,1697702.58,1.1707,-0.49765,0.46629,0.23477,-0.245,0.27867,3.9355,0.17914,-1.0409,0.40084,0.22998,0.016115,-170636.4339,-723302.1995,0.017352,0.01992,0.033998,0.015722,0.032181,-31973.6649,-51.2551,223.5699,-89200.7066,227.0069,233.9732,129.4245,244.379,229.0302,-353670.1481,-21698.4461,0.036772,0.043052,0.018588,-1562749.333,-50789.4095,-3357793.048,0.017425,1.751,0.009241015,0.8498,0.75583,139.8222,3872.9102,99.7957,741.1779,28.158,16.7315,41.392,224.1447,150.2198,356.3704,1979.2536,7793.9767,496.1934,947.6511,72.8773,2955.8663,1482.3894,170.5949,1129.639962,504.1815757,1.0
-1.5826,1738117.834,1.2994,0.32318,-0.33425,-1.0155,0.033628,0.396,0.20898,0.14962,-1.5907,-1.7153,0.52815,0.019517,-244501.8852,-1019885.674,0.027271,0.023671,0.062419,0.02758,0.070874,-48916.8571,-59.3969,251.0721,-129607.3895,256.4421,261.4713,134.0537,271.8693,260.5425,-502296.4322,-34118.2286,0.056624,0.06652,0.029139,-2197966.855,-75548.4757,-4712294.566,0.026666,19.087,0.003496023,0.50633,0.69771,144.4509,5370.5813,137.6599,1022.0024,39.8136,26.1014,65.8718,311.8561,154.8483,491.3533,2718.5454,10768.9299,700.9201,1321.3348,101.692,4082.0575,2044.8092,234.8577,1446.439948,700.7217617,1.0
-1.6927,1821931.711,1.2987,-0.66185,-0.28849,-0.89326,-0.80695,0.51545,0.90073,0.16441,-1.1644,-1.8064,0.47097,0.027637,-263373.774,-1106745.314,0.025507,0.024307,0.064619,0.023333,0.07236,-51963.5166,-47.7102,253.0082,-139872.8562,258.5741,263.4076,135.1544,273.8068,262.6068,-542906.2407,-36101.1221,0.067155,0.058477,0.026657,-2383726.087,-80952.2313,-5107947.996,0.022551,20.079,0.003445212,0.47168,0.70809,145.5518,5652.7373,140.6371,1073.2373,40.1916,23.5977,59.1853,321.1533,155.9491,503.6653,2835.9207,11332.6152,676.446,1377.6899,103.0132,4295.1006,2147.1275,239.2742,1293.120157,603.9245079,1.0
-1.8094,1480427.587,1.2902,-0.27543,-0.12832,-1.0552,-0.42358,0.46289,0.85561,0.17233,-1.37,-1.6065,0.38052,0.022092,-262300.3246,-1106713.98,0.019464,0.026202,0.049367,0.022631,0.050811,-50455.9461,-29.2204,253.1924,-138390.44,258.6842,263.5955,135.1519,273.9964,262.4328,-541864.9512,-34709.5115,0.052628,0.070744,0.024219,-2383561.012,-79368.1498,-5107453.379,0.018444,20.384,0.003428516,0.40286,0.71427,145.5498,5618.4309,144.8134,1075.1695,42.0752,23.9908,60.6534,335.3847,155.9474,510.0137,2865.8489,11311.9441,711.3761,1369.944,107.3304,4290.1306,2150.1024,245.8851,1389.621053,622.1251046,1.0
-0.83669,1550023.5,1.2405,1.0404,0.74422,1.0772,-1.2337,0.21212,1.0648,0.19701,-1.8566,-0.43889,0.26348,0.011483,-187511.9547,-787096.6588,0.012928,0.014677,0.02552,0.016974,0.041129,-37541.582,-161.5268,228.7587,-99876.3868,232.9207,239.156,130.5637,249.5532,235.7003,-386366.2066,-26155.1887,0.02333,0.031992,0.012347,-1699551.402,-58147.3933,-3649818.837,0.014351,22.872,0.007786524,0.45174,0.67677,140.9609,4242.1158,102.1835,803.4101,28.9478,16.9118,42.5957,231.5018,151.3581,376.4709,2119.5003,8482.2046,499.7316,1029.7076,75.276,3214.1088,1606.8303,177.1451,1159.384902,562.7192749,1.0
