tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,meanHarmToNoiseHarmonicity,meanPeriodPulses,RPDE,DFA,app_LT_entropy_log_9_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_8_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_std_7_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_mean_6_coef,f2,f1,class
-0.17693,-3378.7086,1.04e-20,104.1713,-2792.9613,-90540.7545,-8365.941,0.060418,-0.17389,-215579.8734,-9193.288,0.17403,-3943.5059,-152426.59,-112765.5851,-0.16189,1.22e-22,-267067.954,42.4483,0.025574,234.8567,-7.930000000000001e-21,0.050844,0.1681,78.7871,0.17693,-8.19e-20,0.22143,0.039715,0.16521,-3544.3116,-0.17403,-0.026802,1950778.693,1.3746,-0.91518,-0.18644,0.03104,0.12457,0.24359,0.56594,0.17184,-1.0653,-1.8064,0.33944,14.866,0.005605112,0.64706,0.66967,143.2693,4928.1525,127.1973,933.5189,34.5638,21.1802,50.5976,281.5655,153.6665,439.4175,2464.3732,9858.0321,589.8723,1187.8371,88.7044,3735.5012,1867.4038,207.2873,1182.162006,651.571989,1.0
-0.18489,-3331.7419,2.04e-20,147.7382,-2930.6329,-80275.3093,-8304.4947,0.075719,-0.14931,-203108.8925,-8853.3908,0.16662,-4086.0779,-144720.2097,-104615.5137,-0.15729,3.2600000000000002e-21,-242782.6546,3.1932,0.02831,266.7854,3.9e-21,0.062267,0.16653,110.12,0.18489,2.43e-20,0.19401,0.047879,0.16519,-3757.2888,-0.16662,0.10492,1883821.417,1.2165,-0.5702,-1.1812,0.0087306,0.5221,0.25451,1.7124,0.17751,-0.97272,-1.4287,0.2694,15.032,0.006247534,0.69055,0.7303,142.0931,4682.4566,121.2183,893.8118,33.0613,18.4918,51.2412,267.2154,152.4907,420.4576,2378.5849,9394.1381,564.709,1139.543,84.2514,3559.3859,1786.5098,197.698,1203.28285,526.4833249,1.0
-0.8718,-2790.5239,6.58e-20,618.9873,-2266.4329,-60316.9941,-3865.7677,0.30157,-0.39355,-188836.0334,-10997.3033,0.46034,-3833.0367,-116782.5657,-76798.4154,-0.34507,-2.32e-21,-233594.4556,3.2549,0.18907,345.3897,4.37e-20,0.16421,0.32827,281.6013,0.91522,-3.790000000000001e-21,0.78328,0.089047,0.38923,-3287.7533,-0.46345,0.56313,1479839.676,1.3252,-1.6182,0.30649,-0.74972,-0.058185,0.2697,0.033064,0.15288,0.014682,-1.6588,0.56355,21.446,0.005713689,0.55504,0.68074,142.9761,4796.7133,113.3779,900.3398,32.2717,18.4996,48.0196,257.0293,153.3737,420.735,2359.4522,9546.5853,555.2021,1159.2574,83.9788,3614.9772,1801.5793,197.8576,1421.728684,673.4743609,1.0
-0.8276,-2622.4279,5.37e-20,614.2769,-2277.0385,-65669.9285,-1633.8717,0.24238,-0.2779,-205300.9202,-8351.0774,0.47104,-3182.2453,-135009.084,-89878.7341,-0.36041,-1.0100000000000002e-21,-231975.4767,3.871,0.10246,297.2848,-9.950000000000001e-21,0.16253,0.36247,358.9487,0.83996,-4.85e-19,0.68174,0.10196,0.29471,-2800.4611,-0.48143,0.78117,1458529.254,1.3527,-1.436,1.0854,0.15092,-0.068683,0.25348,1.5505,0.17078,0.33159,-1.228,0.25218,12.686,0.007029576,0.56571,0.74653,142.428,4656.909,112.2272,880.569,31.7664,18.5944,46.7401,254.3972,152.8252,412.8319,2320.0913,9305.5852,548.6775,1127.0797,82.5958,3525.7929,1761.4424,194.3265,1366.179461,713.5175337,1.0
-0.83262,-2348.0224,4.09e-20,384.6896,-1909.4621,-79441.7933,-1744.7535,0.2115,-0.28789,-226139.8044,-6905.5388,0.54029,-2796.4306,-150699.3609,-103802.7551,-0.3807,-1.36e-20,-257112.8338,3.2123,0.06955,464.6153,-1.18e-20,0.12431,0.39886,168.9861,0.92681,1.7e-19,0.78861,0.065887,0.3097,-2439.2299,-0.51846,1.7544,1491706.122,1.343,-2.0609,0.60366,-0.31962,0.036702,0.28259,2.797,0.17047,-0.4146,-0.61456,0.31371,14.108,0.006240237,0.58278,0.76699,142.8694,4795.7703,116.0183,908.9341,32.8427,19.1422,48.1725,262.6697,153.2666,426.4284,2398.6939,9596.1224,567.1384,1162.426,85.3524,3636.4225,1818.0518,200.7822,1378.526597,647.1439653,1.0
-0.2293,-3556.9374,-1.67e-20,29.6345,-3107.7571,-124410.8881,-8280.5045,0.046664,-0.033458,-229454.0304,-3103.7958,0.092111,-4927.5994,-206636.1271,-161471.3688,-0.050421,-3.36e-22,-275312.2104,14.3145,0.032806,64.9438,-1.9300000000000003e-21,0.024214,0.051697,10.3641,0.2293,7.13e-20,0.1473,0.011941,0.031041,-4147.8638,-0.092111,-0.11229,1414739.643,1.1752,1.3418,0.77937,-0.45203,-0.33119,0.28912,3.3611,0.21122,-0.96518,0.052739,0.2449,18.684,0.010001174,0.6768,0.79407,139.4664,3826.1015,92.1297,723.3469,26.0657,15.2062,38.3548,208.7878,149.8637,338.8426,1905.5788,7644.143,449.2957,927.494,67.7985,2896.2822,1446.9031,159.4886,1089.487205,515.476287,1.0
-0.35343,-3505.7741,-1.13e-20,45.8107,-2906.0605,-116149.842,-7192.6155,0.063643,-0.046309,-253259.2333,-3461.6439,0.1378,-4636.2692,-215291.8696,-160524.6847,-0.079949,3.06e-23,-299229.1681,5.4559,0.074369,77.4125,-1.98e-21,0.032734,0.1037,20.9841,0.35343,7.28e-20,0.25898,0.018315,0.054756,-4020.7002,-0.1378,0.18163,1497210.786,1.1974,0.46613,0.26696,0.74112,-0.30629,0.27081,3.416,0.18589,-1.6875,-0.37441,0.3201,18.046,0.011292905,0.71831,0.72515,138.8911,3660.6173,88.021,690.4522,24.9278,14.4636,36.6192,199.778,149.2884,323.7523,1815.8475,7306.3114,430.3918,883.1155,64.785,2767.745,1381.4076,152.4044,1133.495877,601.5348392,1.0
-0.33513,-3456.9173,1.28e-20,45.2879,-3109.3376,-113614.1642,-7595.8664,0.059039,-0.083086,-236926.3854,-3124.6167,0.16712,-4006.3745,-207260.3899,-153076.9705,-0.093264,-2.5000000000000002e-22,-283981.9857,24.1155,0.060589,63.606,-2.98e-21,0.031353,0.12624,21.6701,0.33513,1.82e-20,0.21007,0.018441,0.069228,-3512.367,-0.16712,0.8831,1449250.737,1.1462,-0.06941,0.42829,-0.026978,0.18809,0.24214,2.8407,0.21575,-0.92294,-0.34126,0.28039,14.073,0.010648426,0.72058,0.75134,139.0539,3727.9949,89.8216,705.7583,25.4696,14.8487,37.5131,203.7921,149.4511,331.0243,1861.3963,7453.4818,440.5528,902.8374,66.2352,2824.2579,1411.6419,155.7974,1187.778159,583.2563355,1.0
-0.26701,-4056.2925,3.47e-21,179.1588,-3355.2127,-85727.8057,-11642.1818,0.10373,-0.1262,-242461.2769,-10420.0783,0.1716,-5487.3133,-162277.1455,-112949.5535,-0.14242,-9.179999999999999e-23,-327741.4571,34.1255,0.16925,73.3027,-8.1e-21,0.069982,0.14684,98.3803,0.26701,1.97e-20,0.24507,0.044556,0.13023,-4730.0536,-0.1716,-0.16546,1183355.459,1.1922,0.7638,0.79567,0.006948,-0.79881,0.18846,4.4799,0.24497,-0.83118,-0.24362,0.17151,23.914,0.007434363,0.2656,0.76934,141.2826,4330.9482,104.4082,820.2751,29.5681,17.2444,43.4942,236.5577,151.6798,384.4385,2163.9949,8660.46,510.4076,1050.9344,76.881,3281.6718,1640.5846,180.9153,1216.648404,601.5882003,1.0
-0.3471,-3993.9627,-5.2500000000000005e-21,298.1121,-3415.3109,-75838.7732,-10561.3245,0.13442,-0.26779,-216717.0785,-10277.0486,0.27509,-5687.2511,-140713.9412,-97702.293,-0.26025,1.53e-23,-296885.9048,3.1923,0.15819,130.0534,5.350000000000001e-21,0.098342,0.25439,187.8724,0.3471,-2.73e-20,0.33504,0.068177,0.26556,-4755.7934,-0.27509,0.17109,1424717.489,1.1937,0.69281,0.82252,0.41952,-0.51802,0.24728,4.1583,0.22302,-1.2041,-0.52771,0.2144,21.709,0.007528836,0.30971,0.75683,141.1734,4300.652,103.6554,814.1814,29.3438,17.1039,43.1373,234.7552,151.5706,381.5405,2147.2783,8597.5157,506.6163,1043.2491,76.2826,3257.7237,1628.4038,179.5124,1083.9612,541.7804846,1.0
-0.24898,-4077.4529,-5.25e-22,128.653,-3310.8324,-91529.5819,-10101.4703,0.093837,-0.095289,-245980.5941,-9823.3624,0.14474,-5362.0776,-167096.4342,-118955.6949,-0.12344,-9.179999999999999e-23,-328923.5762,41.895,0.13278,104.94,1.8700000000000002e-21,0.057097,0.10789,70.0733,0.24898,-2.67e-20,0.20839,0.036168,0.11622,-4826.994,-0.14474,0.54811,1167541.144,1.2205,0.48211,0.65933,0.1358,-0.48519,0.25299,4.1983,0.24255,-1.1718,-0.93712,0.19497,23.029,0.007594052,0.32604,0.73701,141.2186,4306.3865,103.9751,815.4729,29.4258,17.1806,43.2764,235.5933,151.6158,382.3842,2151.0544,8611.2279,508.2733,1043.7117,76.5029,3263.0037,1631.0643,179.9943,1102.324314,538.0236462,1.0
-1.1134,-3807.2376,-2.92e-19,932.7577,-3285.8639,-65910.978,-7040.1221,0.39507,-0.2567,-158320.8269,-10037.6871,0.72462,-4817.9677,-157071.8937,-102158.3709,-0.4178,1.05e-20,-186632.9664,40.3348,0.33618,239.8372,-6.5200000000000004e-21,0.23346,0.48298,560.3628,1.1319,-5.46e-20,1.1034,0.13487,0.23387,-4366.8938,-0.72225,0.63887,669940.9546,1.3392,-2.8298,-0.21923,-2.8264,1.3267,0.52216,-0.81072,0.12091,-1.6294,-1.3281,0.48277,11.172,0.003362452,0.53729,0.70506,145.8737,5880.1847,142.7698,1113.9145,40.2442,23.4673,59.5933,321.6762,156.2709,522.0581,2939.0824,11759.9783,692.7895,1427.4,104.4571,4456.2481,2227.8845,245.721,1480.159022,636.5019597,1.0
-0.97116,-3847.549,1.75e-20,557.3902,-3207.9022,-69173.954,-7038.5066,0.26668,-0.24984,-173409.3256,-9989.09,0.58989,-4862.6194,-160155.7595,-102309.5034,-0.33867,9.48e-22,-208579.9445,8.0373,0.23141,316.5484,-1.3400000000000002e-21,0.15771,0.3408,425.0765,0.91819,-1.21e-20,0.84043,0.11084,0.24326,-4463.8495,-0.59585,0.87292,1449156.165,1.2918,-2.7463,-0.86022,-2.7321,0.88142,0.49179,-1.0024,0.12152,-2.3014,-0.37223,0.45322,11.479,0.00336451,0.53014,0.72366,146.0382,5920.2098,143.2694,1122.6686,40.5784,24.176,60.4786,324.9418,156.4354,526.7868,2963.0447,11850.3665,702.0135,1434.9788,105.573,4490.7154,2245.5763,247.9949,1544.384103,571.9407645,1.0
-1.1287,-3786.3311,2.15e-20,747.0694,-3190.0233,-70363.0135,-5892.4634,0.35474,-0.30513,-179136.6811,-10008.3552,0.65569,-4904.3804,-161190.1651,-102831.2263,-0.43386,3.36e-21,-207467.1366,120.3172,0.26848,351.5818,2.68e-20,0.19992,0.41668,485.3054,1.1035,-3.03e-20,1.0523,0.1244,0.3447,-4556.2611,-0.65886,1.3694,1401615.479,1.2887,-2.7994,-0.44947,-2.8508,0.59474,0.29487,0.25443,0.11463,-1.3985,-0.96841,0.35996,13.75,0.003525235,0.39771,0.75823,145.3722,5712.5181,137.6955,1082.8947,38.992,22.8083,57.2054,311.4811,155.7694,507.236,2859.1641,11426.1312,672.8685,1389.2937,101.3715,4329.7356,2165.5528,238.5889,1552.956346,547.4234803,1.0
-0.38862,-3912.7594,1.1e-20,1198.3111,-3534.2707,-72493.2598,-13487.4114,0.23873,-0.19024,-202630.0102,-9758.5072,0.66974,-4743.1981,-144618.2767,-103250.0689,-0.38671,-1.5300000000000002e-21,-238292.0113,95.0425,0.21443,164.9683,3.52e-21,0.26759,0.38167,736.5019,0.38862,4.09e-20,0.68527,0.15755,0.20538,-4235.7629,-0.66974,-2.4868,1354956.865,1.2955,-1.1182,-0.14365,0.78573,-0.60851,0.36235,0.42197,0.1771,-1.4998,-1.6867,0.3859,22.477,0.004508027,0.42443,0.63061,144.1822,5245.8242,126.0182,991.4011,35.7036,20.8353,52.5473,285.5371,154.5794,464.434,2611.4139,10477.5474,616.2226,1271.0082,92.8633,3969.733,1983.0502,218.545,1372.676254,850.4757319,1.0
-0.23021,-4032.3111,-5.65e-20,556.4601,-3633.8228,-80473.7765,-11432.3913,0.14428,-0.17315,-193677.7434,-9902.2783,0.40428,-4933.3234,-140037.7914,-101931.0559,-0.24067,-4.5899999999999996e-23,-235542.7925,96.4859,0.12561,118.9873,4.9300000000000006e-21,0.14707,0.26795,272.2639,0.23021,-2.06e-19,0.39736,0.081653,0.17697,-4226.7686,-0.40428,-2.3819,1501027.503,1.2491,-0.34579,-0.86574,0.85164,-0.63886,0.24123,-0.31291,0.18985,-1.4324,-0.67469,0.22189,16.659,0.004648345,0.48237,0.74008,144.0429,5198.366,125.0819,982.9886,35.4136,20.6762,52.0759,283.3906,154.4402,460.5112,2590.2002,10386.1419,610.9659,1260.2107,92.0926,3935.2349,1966.1827,216.7053,1496.273083,818.2024479,1.0
-0.52994,-3822.4934,-3.11e-20,416.4822,-3475.1723,-93845.3952,-8149.3338,0.16131,-0.091971,-227336.5045,-9785.5959,0.34488,-4556.8626,-174088.1615,-126085.0283,-0.18533,-6.73e-22,-261760.7485,92.5724,0.13201,107.8615,-1.2e-20,0.1202,0.18334,154.5548,0.52994,2.12e-20,0.54994,0.057069,0.10729,-3947.3643,-0.34488,-1.9561,1541597.37,1.288,-0.027931,-0.053772,0.19295,-0.56398,0.24894,1.8598,0.23374,-1.6223,-1.2632,0.23274,21.295,0.004878028,0.47555,0.74535,143.7542,5102.3613,122.8818,965.3378,34.7849,20.2865,51.1606,278.2537,154.1514,452.3285,2544.7188,10197.0694,600.304,1237.1556,90.4501,3863.7058,1930.813,212.8587,1277.373568,682.0682608,1.0
-0.065584,-3833.4359,1.79e-21,6.7705,-3497.9513,-141226.9033,-8576.3851,0.013091,-0.013038,-284857.1779,-5836.1697,0.046621,-3596.8682,-251073.4815,-193419.6252,-0.030754,-7.800000000000001e-22,-334038.4701,3.4013,0.042448,7.6426,2.2e-23,0.010478,0.030458,3.7337,0.064846,-3.0300000000000003e-21,0.057123,0.006701,0.013393,-3617.9396,-0.052584,3.3292,1423861.193,1.2271,-2.5715,2.095,0.55003,-0.51931,0.33762,2.2243,0.15524,-0.8746,0.71576,0.38384,8.294,0.008160284,0.69376,0.77328,140.6112,4113.1215,102.3654,785.7837,28.8046,17.6559,42.9747,230.9078,151.0086,369.809,2085.0626,8266.6665,494.0338,1000.5466,74.1591,3133.957,1571.0634,174.2994,1024.207723,506.5357993,1.0
-0.12207,-3815.6726,1.83e-22,20.794,-3305.7728,-118322.4296,-6535.3703,0.026487,-0.02549,-261796.496,-4712.3032,0.087517,-3579.6682,-232528.0023,-168711.1418,-0.052729,2.48e-21,-308201.9315,22.4128,0.050019,20.5989,1.1700000000000001e-21,0.0201,0.051015,14.8367,0.12199,4.25e-20,0.10883,0.014545,0.026106,-3654.0609,-0.080486,2.7474,1517682.263,1.2373,-2.0912,1.8448,0.46269,-0.27396,0.34138,1.5821,0.16711,-0.73364,0.55075,0.37205,14.116,0.008065648,0.65634,0.77695,140.7433,4186.2441,101.2178,794.0471,28.6399,16.7698,42.1462,229.356,151.1405,372.2619,2097.1808,8377.4038,494.7398,1016.8283,74.4586,3174.6222,1587.9953,175.1688,1012.476764,555.8040668,1.0
-0.069601,-3946.8429,1.5300000000000002e-21,6.6718,-3561.3331,-136550.4634,-8264.2048,0.013145,-0.013841,-291532.2139,-5755.2582,0.048367,-4437.7452,-253456.8721,-189160.6166,-0.028828,-3.2700000000000004e-21,-346449.4037,34.4014,0.035787,11.7182,6.17e-22,0.010493,0.029518,4.7493,0.071406,1.82e-20,0.064835,0.0076824,0.015296,-3960.9315,-0.045356,3.1075,1456246.572,1.2193,-2.2971,1.5771,0.16458,-0.068153,0.3069,2.6283,0.16232,-0.77815,0.23644,0.34332,15.725,0.008142773,0.60196,0.77757,140.7008,4166.6475,100.3681,788.8111,28.4183,16.5692,41.828,227.2928,151.098,369.5835,2080.3373,8329.7112,490.4071,1011.224,73.9038,3156.2689,1577.6724,173.9102,1017.72594,476.572697,1.0
-0.12762,-3782.4095,-3.83e-20,110.0127,-3480.6127,-84869.9985,-13849.4945,0.049147,-0.10129,-224531.1995,-9901.7141,0.1516,-4079.8363,-154637.0583,-108727.5882,-0.11235,4.05e-22,-314716.436,10.1983,0.082378,62.2906,1.89e-21,0.051971,0.11813,83.125,0.12762,-1.06e-20,0.12769,0.039324,0.10862,-3773.5007,-0.1516,-0.36492,1924644.85,1.377,-0.14763,-0.17682,0.15044,0.95617,0.20816,1.1543,0.17608,-1.3991,-1.8257,0.18742,19.31,0.008538366,0.62918,0.63853,140.3246,4071.3,97.9688,771.3529,27.771,16.2221,40.8567,222.0464,150.7218,361.3599,2035.5304,8141.7981,479.4218,989.1566,72.2335,3085.1545,1542.6396,170.0088,1180.72673,645.75921,0.0
-0.55978,-3972.1958,-9.24e-20,728.588,-3567.2489,-53490.7337,-13891.2118,0.22239,-0.49967,-172506.1139,-9238.8825,0.70495,-3914.8732,-105254.2419,-68728.7321,-0.50712,0.0,-275793.4143,91.0898,0.16052,206.7564,-3.6100000000000005e-21,0.19907,0.48213,579.9093,0.55978,6.67e-20,0.63261,0.14279,0.54766,-3896.8417,-0.70495,1.0693,1229902.949,1.3617,-0.50985,0.85494,0.73146,0.64909,0.27276,2.3303,0.16988,-1.3415,-1.1651,0.20384,19.278,0.008156738,0.55794,0.70036,140.6093,4149.6439,99.912,786.1169,28.311,16.5112,41.6853,226.191,151.0066,368.3008,2074.4366,8297.9674,488.7301,1008.0174,73.6253,3144.3241,1572.1774,173.2801,1101.678214,621.3373497,0.0
-0.45488,-3985.137,-6.8e-20,695.7735,-3671.8804,-70423.9019,-13660.0878,0.24822,-0.2913,-181040.2351,-9817.1216,0.48197,-4143.0781,-122522.0168,-87201.7286,-0.37544,1.9600000000000003e-21,-245641.4661,91.9865,0.29323,156.132,1.04e-20,0.17993,0.3838,411.5486,0.45488,3.64e-20,0.57184,0.11025,0.28554,-4093.8848,-0.48197,0.88857,1243400.304,1.3549,-0.15888,0.17337,0.46624,0.27062,0.25635,2.2077,0.20451,-0.88036,-1.9564,0.20608,21.409,0.008221682,0.53644,0.68926,140.6079,4155.9165,100.6224,789.0742,28.4816,16.6174,41.9279,228.2143,151.0051,370.1212,2086.0498,8320.7021,492.3691,1009.8214,74.0524,3153.2832,1577.9698,174.2011,1169.238141,623.014629,0.0
-0.63149,-3635.6984,5.53e-21,360.3572,-3232.8365,-79340.0195,-5418.5528,0.18685,-0.17839,-283212.6038,-9672.5318,0.40256,-5354.0913,-197720.0128,-121856.2845,-0.29055,-5.05e-22,-358802.7384,29.8935,0.1621,307.2976,6.65e-21,0.11479,0.29679,263.7622,0.63149,6.0700000000000005e-21,0.49903,0.082741,0.17903,-4404.2331,-0.40256,-0.26992,1859872.258,1.3317,-2.1164,0.13093,-0.14647,0.17016,0.22587,4.67,0.19227,-1.3169,-2.2987,0.22435,16.19,0.006862141,0.62128,0.68605,143.0635,4868.5384,117.6483,921.6032,33.2559,19.4909,48.9657,266.702,153.4607,432.1551,2430.2674,9733.4901,574.6765,1179.2364,86.4719,3688.1448,1843.3632,203.4029,993.6082397,614.7685488,1.0
-0.52449,-3642.7786,-1.39e-20,324.5998,-3129.8714,-89488.4126,-5097.9651,0.16636,-0.1927,-278236.7892,-9526.7552,0.40353,-5171.3217,-205335.8308,-134801.1546,-0.25867,0.0,-352631.9131,42.2951,0.18479,205.9509,1.0600000000000001e-21,0.10822,0.31016,180.0306,0.52449,-1.82e-20,0.57649,0.065259,0.20618,-4254.5239,-0.40353,0.35652,1964462.746,1.3797,-1.9945,0.53242,0.080388,-0.37034,0.2417,3.5544,0.19023,-0.6793,-2.5173,0.21926,13.184,0.008248553,0.642,0.67737,142.9035,4808.2478,115.7553,909.6393,32.8014,19.0899,48.2625,262.1046,153.3007,426.3616,2397.3704,9610.5588,566.1073,1164.9291,85.2674,3641.4596,1819.5202,200.6596,984.6045914,622.0996555,1.0
-0.61869,-3580.6003,9.860000000000001e-21,480.3094,-2973.5673,-74273.7614,-4816.2954,0.20253,-0.23087,-262645.2595,-8850.1822,0.46367,-4873.2145,-187758.5819,-116349.9601,-0.35843,3.0900000000000003e-21,-324362.6717,10.16,0.14209,350.9143,2.11e-21,0.14106,0.40951,380.0795,0.61869,-5.91e-20,0.5587,0.10546,0.23758,-4298.3889,-0.46367,0.19919,1937055.2,1.4437,-1.9548,0.47623,0.12755,-0.1333,0.34151,3.3843,0.21012,-1.0388,-2.2055,0.25224,18.782,0.005700694,0.53673,0.69588,143.2326,4905.892,118.351,927.4119,33.477,19.4517,49.1883,267.6269,153.6298,434.8105,2442.9594,9802.6055,577.6298,1187.0316,86.9902,3714.0585,1855.2181,204.6905,1028.834973,609.6194672,1.0
-0.21791,-3658.6823,6.53e-21,6.5777,-3181.7529,-138180.0188,-10564.7658,0.020256,-0.099133,-297199.5471,-8095.0896,0.1243,-4947.4148,-230407.2297,-174991.9291,-0.080541,0.0,-371365.062,4.1067,0.10286,4.3977,-1.9600000000000003e-21,0.011373,0.077543,3.4392,0.21791,-2.12e-20,0.20432,0.0070369,0.083566,-4323.8991,-0.1243,-1.1541,1175622.552,1.1618,0.18058,-0.13685,-0.27576,0.45614,0.35869,3.2724,0.14735,-0.14759,-0.52965,0.27521,2.134,0.00561667,0.87123,0.733,140.7389,4085.5516,96.4246,744.7231,26.7327,18.1952,43.9355,207.5943,151.1407,344.6117,1923.8123,7987.4925,448.6564,995.3907,68.3649,3013.245,1491.5974,161.6429,1350.766621,555.5110496,1.0
-0.43945,-3773.8586,1.09e-20,106.8163,-3216.8424,-92611.4024,-7125.7327,0.10045,-0.16204,-252798.4207,-5330.6676,0.21266,-5170.6014,-169573.2738,-119584.8246,-0.14926,-1.01e-22,-305430.1476,64.6412,0.12248,86.2604,-1.02e-21,0.053764,0.14384,50.8097,0.43945,9.1e-21,0.35622,0.03112,0.13788,-4701.7927,-0.21266,-0.66983,1307418.835,1.1857,-0.82987,-0.51016,0.05551,0.78884,0.2467,2.5223,0.16088,-1.0071,-0.97972,0.25991,7.434,0.009958294,0.83083,0.72217,139.2117,3789.3571,92.1475,714.9228,25.8031,15.6231,37.9839,208.363,149.609,334.7559,1881.7885,7557.6232,444.8403,917.2556,67.0261,2863.0189,1429.8341,157.4154,1273.903318,635.5068047,1.0
-0.38806,-3550.2066,-4.13e-20,96.4362,-3246.2111,-94195.1215,-7381.3117,0.089491,-0.12124,-245284.4254,-5823.1124,0.17479,-5150.51,-165623.8935,-118409.3058,-0.1264,2.0200000000000003e-21,-328447.4007,35.3807,0.083524,105.0127,-4.8e-21,0.049696,0.12122,40.2869,0.38806,1.21e-20,0.30145,0.026905,0.13746,-4243.4427,-0.17479,-0.47722,1698009.263,1.1645,-0.76835,-0.80416,-0.31419,0.41018,0.2324,2.5052,0.19453,-0.49016,-1.1733,0.2801,12.491,0.009927233,0.77737,0.74697,141.813,4278.254,98.0116,778.5361,27.8385,15.7224,44.6232,220.9004,152.2176,360.785,2011.4089,8398.2783,474.6828,1018.943,71.8567,3155.5338,1562.0371,169.3126,1364.286314,630.280827,1.0
-1.6196,-3587.6692,3.73e-19,1741.1287,-3019.4295,-54245.8243,-1346.0513,0.6617,-0.45868,-146706.5955,-8415.6742,1.083,-4703.461,-120671.5666,-77188.0053,-0.64152,-1.03e-20,-163228.5427,95.8868,0.24154,611.2385,3.03e-20,0.44398,0.64948,1041.1756,1.7203,5.1e-19,1.5898,0.21823,0.44525,-4217.9387,-1.083,-1.6299,1668563.004,1.2562,0.075152,0.81902,1.474,-0.96927,0.23133,0.32601,0.14591,-1.9654,-0.52514,0.20755,24.913,0.006202193,0.45816,0.65177,142.5123,4687.6074,113.2683,887.6982,32.0477,18.7142,47.2253,256.6072,152.9095,416.3684,2341.4826,9374.6324,553.7204,1135.6136,83.327,3552.305,1775.5972,196.0369,1226.211204,692.1469586,1.0
-1.4674,-3723.7307,-1.16e-19,1653.9175,-3102.7611,-57701.6326,-1114.0255,0.57973,-0.40522,-161381.5081,-8290.4568,0.9833,-5052.0385,-123895.4359,-79576.1218,-0.60915,-4.78e-23,-181297.8096,4.657,0.23657,479.1155,2.83e-20,0.40236,0.59539,882.8582,1.4674,-2.43e-20,1.5765,0.19255,0.41245,-4359.8147,-0.9833,-1.4047,1497848.527,1.2622,-0.10589,0.66731,1.6339,-0.61966,0.23422,0.96566,0.20578,-1.6365,-0.52995,0.18197,24.344,0.00624937,0.46677,0.67243,142.3069,4632.2682,111.2668,876.0714,31.5361,18.3927,46.386,252.221,152.7042,410.3296,2308.6191,9255.5804,544.051,1123.6266,82.0189,3506.8878,1752.2745,193.0617,1279.477751,714.3119137,1.0
-1.5252,-3747.2976,3.4e-20,1792.0663,-3237.091,-59077.1955,-1968.9777,0.63195,-0.39987,-181491.2329,-8654.0761,0.92788,-4972.5029,-126461.0327,-84038.8912,-0.50233,1.84e-22,-210570.5238,84.6578,0.26267,402.9471,1.53e-20,0.42321,0.52269,1000.7904,1.5252,-1.61e-19,1.5635,0.20245,0.42373,-4346.2714,-0.92788,-1.0599,1296763.611,1.2781,-0.62039,0.63229,1.2598,-0.13782,0.23889,1.0018,0.21798,-1.961,-1.0955,0.31191,22.95,0.006124003,0.49621,0.64623,142.4318,4675.417,112.7116,885.0849,31.8978,18.5728,46.8508,254.9714,152.829,414.73,2334.1577,9346.629,550.4437,1134.3945,82.922,3541.5844,1770.2302,195.1377,1209.97117,698.412192,1.0
