tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,class
-0.97395,-1963.2868,-7.16e-20,286.9393,-1816.3648,-92271.6273,-895.9766,0.21223,-0.1335,-164119.3258,-8958.9879,0.31542,-2338.892,-167905.1319,-127755.6996,-0.19584,5.7500000000000005e-21,-199842.346,5.601,0.033248,790.3467,-6.87e-21,0.09767,0.18836,118.6989,0.92497,-3.88e-19,0.63171,0.049623,0.12409,-2013.8454,-0.309,1.9048,430789.4051,1.1937,-0.021441,0.24947,0.056871,-1.0004,0.23242,2.3543,0.19873,-1.8424,-0.23563,0.19903,0.010524,-211467.9736,-885821.6482,0.017569,0.012996,0.036163,0.014095,0.028554,-42517.0971,-170.8898,236.6866,-112768.946,241.3731,247.0839,132.1545,257.4811,244.6696,-435255.6355,-29693.9095,0.021872,0.025381,0.019277,-1911026.697,-65739.9488,-4100820.147,0.013658,0.0
-0.93626,-1850.2591,-1.61e-20,375.9577,-1413.6212,-89010.3146,-656.4882,0.25013,-0.18923,-198879.8104,-7532.0817,0.3118,-2405.8765,-180355.9823,-136039.6771,-0.26663,-1.55e-20,-235827.3281,10.0414,0.044376,866.9741,-1e-20,0.11561,0.19263,181.1782,0.96073,9.95e-19,0.54008,0.063205,0.1092,-2087.6907,-0.34193,2.0528,1310940.645,1.1999,0.046446,0.43955,0.35597,-1.118,0.17656,2.1666,0.25145,-1.7654,-0.71351,0.17943,0.020248,-210064.086,-880151.8099,0.011371,0.01268,0.022478,0.011935,0.023315,-42189.8882,-153.7892,236.2447,-111984.2864,240.897,246.6419,132.068,257.0391,244.1596,-432417.8603,-29453.1083,0.035371,0.021425,0.024025,-1898885.554,-65259.0338,-4074934.981,0.017417,0.0
-0.63268,-3858.8989,2.46e-19,1716.9507,-3080.0942,-51901.7327,-6263.6207,0.42902,-0.58748,-154976.6884,-12484.8754,0.97481,-5510.3794,-94686.5113,-63710.731,-0.67101,-3.79e-20,-200383.1163,13.7559,0.24523,133.5437,-3.35e-20,0.4264,0.68035,1318.5318,0.65756,-1.29e-19,1.0474,0.25263,0.62026,-4649.3944,-0.99373,-0.42719,1928087.802,1.2436,-3.0825,-0.45955,0.87865,0.058154,0.3122,-2.4499,0.15146,-1.2805,-0.49172,0.2627,0.010913,-219610.9428,-919972.1612,0.015147,0.01261,0.045362,0.012114,0.030788,-44048.5346,-96.4464,239.316,-117033.0075,244.1386,249.7133,132.6639,260.1111,247.5904,-451944.6878,-30754.2265,0.02704,0.032892,0.013846,-1984144.28,-68166.5885,-4256682.039,0.012464,0.0
-0.69929,-3673.9517,-1.87e-19,1671.3116,-3011.1523,-46783.8219,-6450.8145,0.41566,-0.64452,-162712.3929,-12683.9787,0.95792,-5583.0809,-93264.7329,-59567.0854,-0.75717,1.7e-20,-209714.8356,18.2447,0.21953,182.5799,-7.4e-21,0.41117,0.77386,1386.1662,0.69933,-6.0700000000000005e-21,0.93655,0.27274,0.64176,-4668.4205,-0.97322,-1.1268,2419264.109,1.3219,-2.7538,-0.70048,0.69225,0.63888,0.18192,-1.7562,0.13063,-1.3754,-1.2785,0.16855,0.012392,-220727.0586,-924062.1432,0.012745,0.014177,0.023294,0.013427,0.025844,-44411.9505,-138.6134,239.6285,-117731.8738,244.5034,250.0258,132.7239,260.423,247.987,-454164.6324,-31036.396,0.022588,0.024606,0.018214,-1992900.908,-68647.7296,-4275355.077,0.013456,0.0
-0.75837,-3826.8589,-4.68e-20,1570.022,-2930.4136,-35384.7288,-18149.0501,0.49316,-0.91271,-122876.3363,-12738.9015,0.99754,-5951.4121,-65038.2253,-38745.974,-0.78457,-2.36e-20,-173668.2492,3.1462,0.17509,254.4279,-9.69e-20,0.41604,0.78355,1804.1493,0.74669,-3.0300000000000003e-21,1.0042,0.33074,0.95199,-4892.5921,-0.97295,-1.9488,1104888.475,1.3006,-3.1471,-0.76842,0.29354,0.017999,0.23021,-3.0986,0.13799,-0.91598,-1.8326,0.23533,0.010482,-254225.2529,-1062103.875,0.011773,0.011462,0.028161,0.012635,0.031272,-51305.8059,-96.7444,249.7337,-135697.4434,255.2529,260.131,134.6015,270.5284,259.3942,-522441.72,-35936.5938,0.030453,0.028453,0.012647,-2288289.949,-79195.857,-4904741.767,0.010334,0.0
-0.4788,-2734.7693,1.75e-20,1466.7426,-2193.7331,-47837.8052,-9603.4018,0.34069,-0.59533,-158546.2344,-8649.0409,1.0796,-4308.8601,-112588.2692,-79158.0702,-0.81911,-1.5600000000000002e-21,-186063.4279,5.6634,0.16459,165.9848,-4.56e-20,0.41998,0.83028,1839.1103,0.47968,7.73e-20,0.80802,0.35162,0.59272,-3495.9477,-1.083,-1.363,1438116.614,1.2911,-2.2483,1.0309,-0.55506,0.51029,0.34466,-1.8149,0.14387,-0.2768,-1.4698,0.39795,0.01288,-233260.8239,-976291.5061,0.019924,0.023105,0.047918,0.024902,0.061175,-46851.2596,-87.6401,243.5406,-124357.7094,248.6343,253.938,133.4648,264.3359,252.3574,-479798.806,-32742.7062,0.027589,0.04859,0.025549,-2104691.944,-72463.2444,-4513593.682,0.013103,0.0
-0.31805,-3042.3421,1.66e-19,1482.354,-2421.4463,-46215.8066,-11031.8423,0.22919,-0.55226,-171865.6964,-11053.1547,0.91638,-4894.4492,-121016.9572,-78784.5964,-0.80003,-1.72e-20,-202233.4607,24.0951,0.098697,91.9873,6.93e-20,0.36473,0.83134,1912.5685,0.312,-1.33e-19,0.59886,0.34862,0.55115,-3804.7257,-0.96558,-0.98943,1455569.91,1.3559,-2.1293,1.5045,-0.2433,0.99815,0.32124,-3.0651,0.13878,-0.83737,-2.0392,0.23978,0.0081661,-232353.257,-971760.3712,0.011441,0.016867,0.024742,0.016665,0.032919,-46836.5908,-120.1022,243.2066,-123989.1357,248.3127,253.6039,133.4023,264.0013,252.0463,-477769.6274,-32770.2993,0.017062,0.037073,0.018237,-2094995.934,-72339.1241,-4492939.853,0.012698,0.0
-0.52401,-2516.9623,-1.53e-19,1451.1731,-1930.9503,-52020.4236,-8948.8682,0.38923,-0.57659,-156186.9436,-9389.1245,0.99445,-4011.9323,-108468.4163,-76219.0663,-0.72084,-9.050000000000001e-21,-175929.5973,9.4326,0.2126,160.7667,1.39e-19,0.41481,0.72099,1631.8292,0.54899,6.07e-20,0.88837,0.31049,0.58552,-3233.8346,-0.9888,-2.3766,1870820.732,1.2916,-1.3296,0.98318,-0.52064,0.53903,0.20294,-1.7312,0.16773,-0.35376,-1.8227,0.24572,0.012851,-228449.958,-955233.9063,0.014033,0.017444,0.027848,0.016245,0.036713,-46196.48,-137.0535,241.9782,-122001.3852,247.0304,252.3755,133.1711,262.7727,250.6964,-469748.6402,-32350.6081,0.028135,0.041126,0.019148,-2059625.68,-71261.5571,-4417567.065,0.011737,0.0
-1.2815,-3105.2539,4.68e-20,1649.5635,-2529.0401,-67801.2967,-15050.8574,0.66593,-0.47203,-181619.3531,-10238.1175,0.99435,-4105.2175,-121655.2608,-88296.2,-0.5956,1.02e-20,-219008.8791,79.8961,0.36632,534.1486,3.12e-20,0.41526,0.57846,824.2151,1.2733,0.0,1.3811,0.18136,0.54544,-3662.1416,-1.0049,0.41618,1755759.03,1.2749,-2.9854,-0.58837,0.099018,-0.57535,0.34842,-0.61717,0.15262,-1.5622,-2.102,0.24532,0.01342,-235262.3983,-976928.6057,0.018671,0.01585,0.041133,0.019639,0.04159,-49220.1695,-36.6806,244.7977,-126721.2169,250.2368,255.1972,133.4671,265.6002,254.268,-482228.8387,-34859.032,0.033167,0.036945,0.015601,-2106024.522,-74911.5486,-4516292.641,0.015297,1.0
-1.0353,-2711.439,2.78e-20,596.5348,-2155.4482,-63551.7579,-7862.9169,0.30711,-0.31103,-200098.4608,-9380.8536,0.55616,-3210.8926,-145782.2536,-93316.4535,-0.40475,-3.44e-20,-266337.9325,14.0905,0.098163,813.9424,-2.22e-20,0.16639,0.43925,480.8002,1.0475,2.47e-19,0.91468,0.12523,0.31892,-2980.1675,-0.57731,1.2563,1601793.332,1.2245,-2.902,-0.76148,-0.55119,-0.32087,0.33241,1.6475,0.18265,-0.93979,-1.2149,0.38627,0.018421,-234397.3249,-981146.3162,0.018584,0.018612,0.041553,0.018527,0.049112,-47139.3712,-100.851,243.909,-124999.4709,249.0355,254.3064,133.532,264.7037,252.7604,-482254.7473,-32952.2297,0.040381,0.042053,0.018116,-2115081.821,-72871.6965,-4535742.415,0.016966,1.0
-1.1128,-2920.6822,6.56e-20,1197.1913,-2430.1536,-53036.0534,-13940.5311,0.45191,-0.77098,-189076.1836,-9571.3416,0.73599,-3444.2414,-132105.2873,-81008.1089,-0.7674,-1.64e-20,-222253.5762,4.7872,0.20556,571.9805,1.8e-20,0.28937,0.73699,919.4529,1.12,-2.06e-19,1.0849,0.20223,0.77007,-3089.6285,-0.76815,0.9177,1599440.116,1.2718,-2.852,-0.79178,0.075677,0.27452,0.40337,0.51367,0.12168,-1.8064,-1.7421,0.26459,0.016486,-241449.002,-1004980.262,0.016654,0.017083,0.054253,0.013342,0.031974,-49671.459,-46.7528,245.6425,-129546.2235,251.1045,256.0413,133.8516,266.4462,255.1399,-495509.8224,-34980.2117,0.046269,0.050423,0.021327,-2166070.085,-76097.074,-4644263.046,0.013939,1.0
-1.1126,-3831.523,6.66e-20,385.0842,-3084.0751,-91865.0755,-3285.2125,0.22859,-0.14446,-215150.7305,-5052.3338,0.36159,-5087.345,-195205.182,-137549.1754,-0.26417,1.22e-22,-236103.3527,73.2197,0.092487,609.774,7.840000000000001e-21,0.11762,0.23241,186.812,1.1126,1.82e-20,0.58815,0.06616,0.12792,-4600.8342,-0.36159,0.29751,1996632.776,1.2739,0.41424,0.70024,1.0098,-0.57902,0.25621,2.1354,0.19877,-3.5256,-0.83056,0.22,0.017365,-194682.5918,-816539.2742,0.016605,0.022553,0.038072,0.015851,0.032995,-39024.5616,-129.114,231.1769,-103731.8276,235.5091,241.5741,131.0578,251.9714,238.4479,-401000.6252,-27204.8603,0.038269,0.047139,0.023643,-1762635.404,-60412.6713,-3784383.285,0.020711,1.0
-1.0193,-3519.8508,-1.58e-20,376.9914,-2918.8539,-86488.5539,-2957.5115,0.20859,-0.13453,-207982.6333,-5289.4541,0.40489,-5342.7888,-200989.0134,-136979.4016,-0.26968,-2.29e-22,-224043.3836,92.2488,0.068339,764.3294,3.66e-20,0.11884,0.27749,252.2829,1.0193,1.21e-20,0.54268,0.079262,0.13195,-4523.3318,-0.40489,-0.094956,1907154.537,1.2744,1.3323,0.34235,1.9783,-1.2055,0.30005,1.8623,0.19005,-3.9381,-0.72323,0.34806,0.013834,-196710.3987,-825249.0903,0.014209,0.02029,0.029774,0.019861,0.039617,-39388.2048,-138.2296,231.8835,-104780.7342,236.2473,242.2808,131.2007,252.678,239.2152,-405225.9649,-27450.8187,0.031009,0.038414,0.029019,-1781294.475,-61001.9003,-3824181.082,0.019442,1.0
-1.1427,-3502.5508,2.56e-20,622.8955,-2983.0376,-79466.7582,-2653.3691,0.30417,-0.22313,-197584.7045,-5581.1287,0.45497,-5381.8822,-182391.8868,-119842.8569,-0.38672,-9.79e-22,-218913.0123,2.6109,0.10708,788.6161,-6.18e-20,0.16384,0.38503,349.1163,1.1427,1.21e-20,0.68992,0.098113,0.23244,-4386.6563,-0.45497,0.025571,2139361.83,1.3272,0.51919,0.25809,1.2927,-0.97464,0.18532,1.2149,0.20079,-2.9315,-1.1903,0.2586,0.022725,-197266.5756,-827343.0139,0.016124,0.020258,0.033705,0.01683,0.0408,-39553.6184,-142.1948,232.0547,-105114.2781,236.4275,242.4519,131.2347,252.8493,239.4267,-406250.8336,-27586.4659,0.048647,0.0427,0.022813,-1785780.04,-61222.797,-3833746.095,0.02084,1.0
-0.71007,-3110.4814,9.94e-20,1438.329,-2501.9081,-52259.809,-15131.06,0.405,-0.62139,-181904.734,-10084.4553,0.94995,-4485.9217,-115535.3871,-73276.9421,-0.87611,3.84e-20,-217885.7462,3.2505,0.17772,366.7786,8.810000000000001e-21,0.38717,0.85612,1418.2953,0.72231,4.85e-20,0.90056,0.32183,0.60841,-3632.0688,-0.97112,-1.2664,2027778.653,1.2357,-2.4378,-0.5712,-0.26716,1.2539,0.23344,-0.66911,0.17642,-1.4217,-1.5648,0.2207,0.011767,-244170.8441,-1019907.551,0.011904,0.011116,0.027572,0.013473,0.029776,-49467.4339,-189.0891,246.7242,-130465.6084,252.0855,257.1214,134.0546,267.5186,256.0613,-501783.9818,-34681.8706,0.025496,0.023022,0.020618,-2198022.1,-76250.3166,-4712458.204,0.012495,0.0
-0.54103,-2804.429,-3.21e-20,1277.0654,-2079.4219,-44529.0053,-14067.2794,0.31229,-0.77386,-194914.6363,-9312.677,0.8965,-4022.2795,-112053.7561,-68274.4569,-0.9765,-1.19e-20,-215729.1934,3.2061,0.11403,197.5847,-5.32e-20,0.34293,1.0146,1551.3024,0.54311,-4.48e-19,0.74984,0.36754,0.76633,-3275.9779,-0.88731,-0.8089,2103641.991,1.2386,-2.5094,-0.582,0.32915,1.8879,0.24146,-0.91628,0.16176,-1.2073,-1.4659,0.20489,0.013626,-239673.8062,-1001540.248,0.013789,0.016635,0.028221,0.014517,0.032872,-48499.7848,-152.8389,245.3932,-128024.4881,250.6674,255.7904,133.8095,266.1876,254.5462,-492682.0954,-33982.4486,0.028594,0.0325,0.026594,-2158722.94,-74791.9524,-4628729.95,0.01392,0.0
-0.59035,-3462.1732,-1.83e-20,1733.858,-2761.1845,-49687.6958,-17506.5214,0.41079,-0.60383,-192822.0362,-11726.1438,1.1176,-4994.2296,-136885.4931,-91666.8621,-0.84676,6.97e-21,-223909.5479,3.4474,0.18744,226.5975,4.9300000000000006e-21,0.50901,0.8505,1982.0977,0.60578,8.34e-20,0.94739,0.38395,0.48446,-4155.1381,-1.1104,-1.181,1752303.699,1.234,-3.3901,-0.42916,-0.15855,0.71756,0.32837,-0.82794,0.17683,-1.8197,-1.9821,0.34118,0.011751,-246594.2526,-1029575.689,0.017783,0.021765,0.044113,0.01352,0.02992,-50001.7306,-112.9922,247.4198,-131793.6013,252.8431,257.817,134.1818,268.2144,256.8711,-506684.2519,-35065.4567,0.021869,0.058538,0.02043,-2218706.388,-77045.8228,-4756520.236,0.013391,0.0
-0.4023,-2682.4775,1.39e-19,902.9126,-2160.3128,-60170.5915,-10640.8856,0.21349,-0.3624,-175891.4499,-10613.0417,0.51131,-4135.6266,-115507.5187,-80189.4352,-0.4361,-1.2500000000000001e-21,-222436.5252,3.1642,0.049184,356.0884,-3.37e-20,0.21523,0.39088,636.859,0.41544,-1.15e-19,0.53647,0.14676,0.3526,-3367.772,-0.49417,-0.89906,1496706.865,1.2368,-1.7118,-1.1548,-0.13608,0.75729,0.2585,0.37997,0.17103,-1.5776,-0.093777,0.36831,0.012907,-237975.1992,-994645.4948,0.010939,0.013045,0.023042,0.013939,0.029246,-48109.0055,-184.5387,244.8906,-127077.2295,250.1235,255.2878,133.7163,265.685,253.9706,-489211.4931,-33697.1283,0.03164,0.033956,0.018667,-2143969.726,-74220.1931,-4597296.922,0.014977,0.0
-0.23985,-2628.4062,-8.18e-20,298.678,-2085.0204,-72615.2518,-9401.83,0.10338,-0.21852,-192487.4455,-9923.5464,0.32689,-3732.9518,-132615.0645,-94773.1928,-0.26978,-7.4e-21,-227671.2495,3.6862,0.013431,274.2302,-1.82e-20,0.10024,0.26962,299.0413,0.23583,3.64e-19,0.31477,0.087602,0.22091,-3238.8751,-0.32143,0.012389,2198824.025,1.2251,-0.67501,-1.6395,0.12091,1.2451,0.21415,-0.156,0.17482,-1.8397,0.27826,0.18735,0.011334,-236797.4245,-989660.6393,0.013084,0.012091,0.0242,0.012931,0.030317,-47888.3042,-146.8256,244.5256,-126462.0741,249.7369,254.9228,133.6486,265.32,253.5694,-486756.6441,-33547.5662,0.023505,0.025487,0.017669,-2133302.818,-73865.4492,-4574568.363,0.012959,0.0
-0.30599,-2097.0992,1.83e-20,329.7191,-1650.8476,-76484.6607,-2638.2398,0.12803,-0.23196,-210272.9447,-8783.7982,0.32415,-3267.3737,-145042.4744,-102651.583,-0.23918,4.16e-21,-268113.8237,2.6948,0.012531,236.7496,-2.66e-20,0.10592,0.2392,223.6905,0.32008,-1.72e-18,0.3447,0.072456,0.21078,-2664.8641,-0.29741,0.61609,1851773.098,1.1871,-0.86332,-0.74182,0.51183,0.96643,0.24178,2.3489,0.21454,-0.19598,0.12044,0.22235,0.012058,-225375.8568,-943091.1786,0.013091,0.016795,0.032123,0.015058,0.0323,-45444.6919,-115.1409,241.0678,-120268.6473,246.0292,251.4651,132.9985,261.8628,249.6232,-463544.2354,-31794.8082,0.024271,0.04088,0.014143,-2033634.758,-70183.0308,-4362168.301,0.012979,0.0
-0.095779,-2070.3382,-7.12e-21,58.5549,-1768.7019,-116352.8781,-10420.9211,0.037656,-0.046644,-291565.8809,-6404.9116,0.15889,-2368.8896,-229275.8126,-165472.7249,-0.10363,2.0200000000000003e-21,-330693.9716,5.7558,0.056273,9.8617,-1.05e-20,0.036042,0.10132,30.8544,0.092326,-9.7e-20,0.13762,0.022357,0.053173,-2428.2985,-0.15154,-0.031048,1791814.123,1.1559,0.48282,-0.81486,1.6174,0.65499,0.20423,2.571,0.17387,-1.0865,-0.81325,0.27537,0.015677,-195888.9203,-821888.9513,0.016537,0.016826,0.033698,0.018936,0.039508,-39186.0578,-119.4428,231.6131,-104314.8606,235.9476,242.0103,131.1457,252.4077,238.9076,-403494.2648,-27305.932,0.032217,0.041872,0.023939,-1774096.053,-60714.2954,-3808826.149,0.018342,1.0
-0.95492,-1740.5932,1.8300000000000003e-21,436.7664,-1339.1999,-90993.6689,-9216.8196,0.26204,-0.21468,-254227.9106,-5587.8342,0.58363,-2091.3459,-192482.6859,-131474.92,-0.36011,-2.45e-22,-270786.2543,6.8142,0.15648,165.5813,-2.08e-20,0.13274,0.36546,160.9881,0.96064,-3.4e-19,1.0426,0.062322,0.23922,-2096.6546,-0.64984,0.99701,2062285.926,1.1756,-0.10067,0.10003,1.6052,0.14743,0.27454,3.5601,0.25518,-0.92237,-0.52947,0.29431,0.017387,-207477.0968,-868966.0032,0.019485,0.024027,0.043085,0.020676,0.045651,-41799.1881,-135.428,235.369,-110695.0147,239.9829,245.7662,131.8957,256.1634,243.216,-426992.9803,-29210.6709,0.038798,0.065511,0.022117,-1874931.337,-64579.0626,-4023861.378,0.015552,1.0
-0.85475,-1887.8252,-4.97e-20,365.2477,-1808.0325,-87343.5876,-8614.1754,0.2081,-0.21147,-250128.0492,-5026.1392,0.45842,-2241.0098,-183237.7414,-124377.1524,-0.3193,-2.02e-20,-271295.5937,2.6589,0.19506,104.0168,-1.62e-20,0.11799,0.29913,183.8003,0.95497,4.85e-19,0.93844,0.06793,0.20976,-2059.1336,-0.57949,-0.82096,1307953.828,1.2373,-1.3717,-0.86688,1.9942,0.6067,0.22207,1.8723,0.18866,-1.0329,-1.1121,0.21185,0.012767,-200685.2122,-841160.6107,0.015563,0.018237,0.03568,0.015539,0.031863,-40352.5702,-131.175,233.1634,-107006.9237,237.6195,243.5606,131.4577,253.958,240.7057,-413150.7503,-28175.1437,0.024322,0.035009,0.020593,-1815378.511,-62396.9673,-3896869.393,0.01605,1.0
-1.0079,-2818.3468,2.49e-19,1460.8266,-2101.3941,-59225.38,-1660.4848,0.44353,-0.38375,-158042.3037,-8732.8182,0.76615,-3557.6798,-153936.1904,-100788.5901,-0.62131,8.56e-21,-186962.9351,3.3373,0.13349,467.1301,-1.16e-20,0.32958,0.66115,1071.3084,1.0009,-1.18e-19,1.011,0.2149,0.38474,-3261.5392,-0.77172,0.41473,1139884.676,1.2115,-0.77389,1.1628,1.2827,-0.21415,0.25988,1.9811,0.20911,-2.3032,-0.70049,0.22136,0.012045,-216868.1099,-907568.6441,0.018142,0.01686,0.037052,0.015278,0.031868,-43777.1317,-114.6768,238.3677,-115767.9055,243.1894,248.7649,132.4812,259.1623,246.6137,-446174.9314,-30621.0589,0.021953,0.032344,0.016094,-1957590.092,-67581.1322,-4200083.587,0.016237,1.0
-1.1916,-2362.0927,-1.75e-20,1222.0458,-1832.5167,-68581.8552,-1431.7038,0.38604,-0.45551,-163235.0318,-7503.5922,0.96365,-3045.9846,-157215.3996,-104012.0839,-0.65122,2.9400000000000003e-21,-190027.5277,3.6024,0.13753,415.8545,1.52e-20,0.2849,0.7748,741.7983,1.0901,1.21e-20,1.2926,0.16958,0.36387,-2639.7759,-0.96709,0.46742,967230.1946,1.2793,-0.91338,0.96892,0.994,-0.12475,0.24465,2.3649,0.17633,-1.9419,-0.66944,0.22595,0.014541,-214286.149,-897169.0767,0.017381,0.016953,0.03374,0.014262,0.030251,-43168.3805,-142.1845,237.5665,-114326.4177,242.3219,247.9637,132.326,258.361,245.6874,-440941.4222,-30172.9778,0.0272,0.031614,0.018082,-1935324.099,-66693.6063,-4152619.828,0.015005,1.0
-1.1655,-1991.3447,4.31e-20,966.8361,-1596.74,-68090.9286,-1524.3668,0.38349,-0.34768,-176197.6855,-6060.0727,0.91195,-2632.3707,-159265.1188,-102213.9242,-0.59496,1.08e-20,-199920.965,3.5015,0.15882,283.1897,-6.57e-20,0.24293,0.55218,562.0049,1.1916,5.82e-19,1.2602,0.14084,0.34441,-2431.1921,-0.8401,1.0213,1337519.838,1.2602,-0.71885,-0.061253,1.6329,0.40135,0.29778,1.6711,0.16569,-2.0184,-1.0344,0.25876,0.017376,-208410.3543,-875826.5601,0.016219,0.01995,0.036203,0.018365,0.036674,-40729.5031,-46.811,236.1335,-110225.626,240.6234,246.5325,131.9915,256.9444,243.8495,-429165.119,-28203.3651,0.032702,0.041059,0.019598,-1889591.991,-63571.0751,-4054797.976,0.016061,1.0
-0.91366,-3563.0067,-3.07e-20,952.4707,-2987.5471,-53903.9366,-4123.895,0.3089,-0.41476,-205955.2641,-11347.5006,0.69123,-4676.0193,-160057.3363,-88181.4478,-0.65472,-4.89e-22,-211217.5611,3.4769,0.17152,360.8098,3.7e-20,0.23413,0.67547,1129.6632,0.84677,-6.07e-20,0.7346,0.23049,0.43282,-4065.705,-0.65014,2.0022,1746767.246,1.2472,-0.14076,1.9068,-0.087072,-0.81509,0.31227,2.9952,0.20458,-0.6036,-1.3013,0.34947,0.01426,-203882.0257,-854292.6109,0.01907,0.018833,0.041085,0.022582,0.046403,-41053.339,-113.1302,234.2091,-108755.0717,238.7561,244.6064,131.6661,255.0041,241.8923,-419780.5574,-28672.761,0.03199,0.046284,0.021539,-1843505.312,-63439.7005,-3956843.698,0.018901,1.0
-0.84937,-3133.8572,2.41e-20,1012.9666,-2605.3022,-53858.9009,-3802.3702,0.33369,-0.46489,-235914.9801,-10456.0991,0.76307,-4171.8026,-151058.4331,-86799.5414,-0.69217,-1.31e-20,-252144.5712,3.2689,0.19738,375.7372,3.56e-20,0.25379,0.65128,1094.2981,0.82894,3.26e-20,0.90163,0.22703,0.46634,-3672.0802,-0.71329,1.554,1562235.645,1.1994,-0.37347,2.094,0.11639,-0.52603,0.22235,3.5387,0.24027,-0.50136,-0.95439,0.45091,0.015628,-192268.9485,-858323.2583,0.018337,0.020567,0.036928,0.020421,0.043583,-31742.8522,-77.5852,234.5982,-97450.2762,224.1965,245.0043,131.7286,255.4018,227.9149,-395299.0817,-20987.8639,0.035372,0.044957,0.023503,-1852054.861,-53079.9143,-3975079.066,0.018192,1.0
-0.96104,-3262.0296,-5.99e-20,791.589,-2755.6175,-51563.0993,-4167.4122,0.30814,-0.47282,-215107.461,-10713.9315,0.63509,-4396.6381,-147452.3567,-85072.9702,-0.68788,0.0,-221753.7176,16.0404,0.17677,334.4443,2.89e-20,0.20794,0.63838,1070.6295,0.93805,-1.82e-19,0.73612,0.2228,0.47193,-4029.7161,-0.67066,2.107,1664414.131,1.2111,0.043245,1.6692,-0.034282,-0.57921,0.34428,3.2668,0.20762,-0.62762,-1.0117,0.301,0.012341,-206200.7556,-863630.8001,0.014593,0.016317,0.035426,0.01919,0.035167,-41562.7927,-100.9875,234.9471,-110028.745,239.5502,245.3444,131.8125,255.7421,242.7462,-424449.761,-29041.7897,0.02582,0.035438,0.019136,-1863504.932,-64201.8143,-3999489.57,0.019396,1.0
-0.21272,-2023.8096,3.62e-20,250.0676,-1563.6658,-69194.5706,-2078.7661,0.065759,-0.37127,-219566.7334,-7457.2363,0.32582,-2813.9734,-144651.933,-96497.5116,-0.41976,-1.01e-20,-256728.3693,2.7137,0.0066946,222.7383,-1.05e-20,0.088866,0.40008,361.1055,0.23355,-1.24e-18,0.26244,0.10199,0.38885,-2470.9173,-0.3628,1.7198,1648090.949,1.209,-2.4221,0.25033,1.0011,0.92283,0.26982,2.6067,0.14826,0.56116,0.86888,0.25603,0.015437,-220657.6112,-924372.3064,0.014641,0.017923,0.029039,0.016365,0.031797,-44221.2331,-87.8356,239.6509,-117572.9446,244.4884,250.0483,132.728,260.4464,247.9615,-454079.7568,-30867.8798,0.031723,0.033813,0.018414,-1993563.626,-68458.9034,-4276754.589,0.014576,1.0
