std_MFCC_10th_coef,mean_8th_delta_delta,mean_MFCC_5th_coef,mean_MFCC_7th_coef,VFER_NSR_SEO,GNE_SNR_SEO,mean_MFCC_10th_coef,mean_MFCC_6th_coef,mean_MFCC_8th_coef,IMF_NSR_entropy,VFER_NSR_TKEO,mean_MFCC_4th_coef,mean_MFCC_1st_coef,mean_MFCC_3rd_coef,mean_MFCC_9th_coef,mean_MFCC_2nd_coef,mean_12th_delta_delta,mean_MFCC_12th_coef,std_MFCC_9th_coef,mean_MFCC_11th_coef,mean_11th_delta,std_12th_delta_delta,std_9th_delta,std_8th_delta,app_LT_entropy_log_8_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,det_LT_entropy_log_10_coef,std_10th_delta_delta,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_8_coef,det_entropy_log_9_coef,app_entropy_log_10_coef,std_8th_delta_delta,std_9th_delta_delta,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,det_entropy_log_8_coef,app_entropy_log_7_coef,app_LT_entropy_shannon_9_coef,det_LT_entropy_log_9_coef,app_entropy_log_6_coef,std_11th_delta_delta,app_LT_entropy_shannon_10_coef,std_10th_delta,app_entropy_log_9_coef,app_LT_entropy_shannon_4_coef,std_6th_delta_delta,det_entropy_log_10_coef,class
0.22327,0.00049278,-1.9829,-0.68209,1.491,1553581.909,-1.4159,-0.038336,0.64768,0.17934,1.3037,-2.34,4.7422,-1.8116,-1.4841,-0.44224,0.00027313,-0.88904,0.20686,-0.072981,-0.0019508,0.012742,0.027461,0.039408,135.4649,-38827.0853,0.024298,-185.9326,0.013924,-55252.4971,-1132238.828,-43.0782,275.3903,0.017787,0.014095,254.5959,-145269.68,-271562.9004,-557526.4555,-30.7879,260.4805,-2438280.91,-214.5102,264.977,0.01467,-5224168.287,0.028021,264.9931,-85017.0988,0.015465,-14.424,1.0
0.16746,5.35e-05,-1.3121,-0.6274,1.3192,1864513.691,-1.7328,-0.12277,-0.098563,0.15666,1.2215,-2.2366,5.1711,-2.6561,-0.90572,-2.3871,0.00069171,-0.48394,0.16788,-0.86143,-0.00081899,0.013839,0.023829,0.027518,135.5706,-39108.5552,0.03012,-143.4393,0.010607,-55657.5651,-1141138.043,2.655,275.9957,0.014647,0.012457,255.2013,-146389.7874,-273692.7665,-561883.6993,11.8564,261.1174,-2457308.769,-169.6262,265.6494,0.013749,-5264682.695,0.022228,265.5985,-85656.9246,0.016971,28.5362,1.0
0.29615,-0.00030433,-2.42,-0.13034,1.4808,1527601.202,-2.1122,-1.1917,0.26234,0.17925,1.3162,-2.1366,4.4491,-1.8326,-0.78019,0.99003,0.00011632,-0.7695,0.51178,0.27921,-0.0019137,0.01263,0.033118,0.044287,135.2897,-38267.3038,0.025303,-160.7054,0.018092,-54475.0875,-1117643.661,-4.7848,274.3927,0.018147,0.016077,253.5983,-143313.3043,-267973.1648,-550243.929,21.3019,259.411,-2407072.333,-175.1392,263.838,0.014911,-5157714.638,0.035124,263.9955,-83848.7897,0.016645,9.6518,1.0
0.17046,0.00016474,-0.29104,-0.50219,1.321,1384356.074,-1.3051,-1.2211,-0.53946,0.13672,1.1129,-1.1159,6.2524,0.61566,-0.19991,-0.47292,-4.1e-06,1.3237,0.14062,0.11796,0.0011798,0.0098618,0.021269,0.021245,132.4137,-29571.8244,0.01925,-59.2639,0.010487,-42558.667,-903062.2091,59.3616,258.8512,0.0089788,0.011187,238.0555,-114113.291,-214730.337,-443031.6391,77.653,242.7255,-1947933.157,-84.4226,245.9447,0.008728,-4179484.23,0.023545,248.4534,-66171.8362,0.014542,85.4662,1.0
0.20139,-0.00021498,-0.02902,-0.24428,1.322,1564304.184,-0.8629,-1.705,-0.74431,0.14897,1.1031,-0.59312,6.4401,0.17786,-0.36522,-0.27045,6.89e-06,1.3366,0.24143,0.19276,0.00081438,0.010493,0.034511,0.04001,132.44,-30653.2118,0.025034,-113.8188,0.014981,-43774.7753,-904793.2656,26.4231,258.9503,0.017484,0.015633,238.1558,-115528.9564,-216277.7933,-444832.8338,35.1948,242.9681,-1951647.791,-128.9787,246.403,0.012961,-4187418.347,0.031189,248.5531,-67509.9847,0.020936,41.4642,1.0
0.15247,7.27e-05,-0.31346,-0.37092,1.3507,1454821.465,-0.8717,-1.3438,-0.63723,0.14973,1.1117,-1.2048,6.4922,0.64124,-0.26427,-0.99061,-0.00019814,1.262,0.16482,-0.0028422,-0.00080369,0.0071742,0.020083,0.021766,132.5651,-30525.8363,0.015742,-97.0162,0.01136,-43726.3586,-913241.1166,38.2768,259.5983,0.010192,0.010006,238.8035,-116168.84,-217980.1107,-448645.5609,35.4868,243.5979,-1969734.336,-117.0525,247.0117,0.0079988,-4225970.461,0.022976,249.2008,-67664.9585,0.016416,58.3071,1.0
0.22504,0.00011164,-1.8208,-0.37972,1.3761,1651498.722,-1.1706,-1.1931,-0.70452,0.14826,1.3696,-4.8415,3.6247,-0.89341,-0.12465,-1.1256,-0.00012399,-0.1795,0.20648,-0.58822,0.0013333,0.011042,0.032216,0.024419,135.1469,-37857.6651,0.026097,-165.6036,0.011583,-53899.5257,-1105883.588,-15.5506,273.5829,0.011527,0.013469,252.7884,-141796.9761,-265137.5689,-544454.2163,-27.4901,258.5544,-2381924.26,-185.045,262.9314,0.011333,-5104162.6,0.025422,263.1856,-82963.653,0.013723,4.057,0.0
0.23774,4.54e-05,-1.3851,-0.83088,1.4084,1047494.405,-1.7044,-1.2598,-0.20012,0.15606,1.3708,-4.6319,4.0574,-1.1991,0.156,-1.0357,-0.00018494,0.13326,0.31084,-0.78936,-0.0025003,0.011327,0.034841,0.024078,135.067,-37698.0174,0.024002,-123.7564,0.013141,-53652.5678,-1099363.251,24.9936,273.1323,0.010688,0.016181,252.3378,-141022.6623,-263618.7322,-541290.7529,24.6876,258.0847,-2367980.243,-144.139,262.4443,0.012844,-5074467.721,0.03077,262.735,-82547.1919,0.016833,45.6491,0.0
0.16763,-4.24e-05,-1.7786,-0.8152,1.3609,1753271.053,-0.9531,-1.203,-0.038286,0.13937,1.3778,-4.916,4.6072,-0.59823,-0.17631,-1.4751,-0.00016275,0.22301,0.17208,-0.88684,-0.001614,0.011221,0.023389,0.023464,135.1886,-37933.2881,0.021201,-164.3599,0.01135,-54020.6939,-1109305.942,-12.1683,273.8188,0.012664,0.012085,253.0244,-142199.7169,-265933.7478,-546118.0427,13.0085,258.8008,-2389242.873,-182.8004,263.1863,0.010027,-5119747.596,0.023405,263.4216,-83176.9549,0.013247,5.3619,0.0
0.34917,-0.00051537,-0.95576,2.0753,1.2723,1394776.728,-1.2662,-1.8287,-1.6616,0.13561,1.1285,-2.3347,4.927,3.3116,-0.16174,0.12871,0.00021479,0.81478,0.40718,-0.17071,0.001005,0.024078,0.059286,0.063021,130.5015,-26081.0149,0.047542,-111.8069,0.030813,-37426.384,-783472.2841,0.5593,249.2556,0.030867,0.029084,228.461,-99476.8436,-186700.8948,-384682.2073,8.659,232.6228,-1691784.557,-144.2048,235.3894,0.025925,-3633246.996,0.060617,238.8582,-57937.9684,0.037342,33.5156,1.0
0.36681,0.00023396,-0.78242,2.1775,1.1308,1466841.085,-1.7713,-1.9286,-1.6351,0.11371,0.94431,-2.7509,3.0588,3.9266,0.35643,-1.6085,5.45e-05,1.0501,0.4176,-0.11926,-0.0023414,0.022025,0.054006,0.061503,130.603,-26265.4217,0.045454,-139.3774,0.024957,-37689.4145,-789400.0324,4.6889,249.7448,0.031432,0.026608,228.9503,-100223.9215,-188121.5031,-387550.606,4.4693,233.1329,-1704487.098,-141.5059,235.937,0.02318,-3660348.172,0.04789,239.3475,-58360.8345,0.031398,6.632,1.0
0.36785,-0.00084563,-1.1139,1.5907,1.1432,1336497.77,-1.6688,-1.5746,-1.7426,0.10742,0.98446,-2.8047,2.7247,3.6038,0.045958,-1.0495,-0.00022619,0.69697,0.42505,-0.2345,-0.00089631,0.016101,0.052224,0.047086,130.7243,-26572.4598,0.035457,-117.7574,0.023672,-38102.4697,-796549.8187,15.1391,250.3365,0.023019,0.024529,229.5419,-101204.9935,-189897.2788,-391101.6611,34.8004,233.7655,-1719807.129,-131.6633,236.6219,0.018831,-3693027.552,0.049982,239.9391,-58966.5986,0.032921,28.7955,1.0
0.30007,-0.0001296,-2.3784,1.4278,1.3123,1675430.061,-0.48594,-1.135,-0.12882,0.19764,1.3041,-1.4904,5.5604,0.38258,0.92193,3.6369,7.62e-05,-0.58361,0.27306,-0.77376,-0.0004499,0.017797,0.052803,0.043001,132.2921,-29857.7841,0.036979,-97.6045,0.020493,-42782.0218,-894930.7365,29.3181,258.2009,0.01959,0.022909,237.406,-113723.4629,-213520.546,-439545.6738,7.4565,242.1092,-1930530.683,-120.2025,245.439,0.018024,-4142396.216,0.043017,247.8033,-66223.3154,0.01869,52.5235,1.0
0.31035,0.00018479,-1.9253,1.8709,1.3154,1771753.983,-0.40212,-1.9594,-0.27695,0.16322,1.3619,-1.4277,5.0017,-0.72852,0.57049,4.4624,-0.00011801,-0.45145,0.21216,-1.0438,-0.00092776,0.014233,0.035936,0.033466,132.3093,-30188.9864,0.031231,-137.9275,0.022689,-43164.6728,-896062.3211,18.867,258.2812,0.015438,0.01605,237.4864,-114221.5318,-214029.8064,-440341.0356,32.2475,242.2265,-1932954.089,-135.3606,245.5997,0.015912,-4147563.185,0.054601,247.8836,-66660.0585,0.022077,10.3691,1.0
0.24109,-0.00029083,-2.5051,1.0759,1.3627,1732497.224,-0.61169,-0.85859,0.0328,0.17953,1.3511,-2.6016,5.8654,-0.39894,0.68487,3.0594,-6.97e-05,-0.18059,0.31136,-0.93519,0.00045009,0.014678,0.029324,0.033905,131.0261,-27915.3529,0.026912,-46.2735,0.019088,-39844.6296,-815314.8549,72.5327,253.0923,0.016327,0.013684,232.2803,-104408.3945,-195058.2024,-401487.921,94.0867,236.836,-1759985.079,-71.2563,239.8881,0.015775,-3778351.874,0.033246,242.6796,-61165.5105,0.017614,99.6653,1.0
0.23876,-0.00025961,-1.1825,-0.43631,1.1981,1704817.19,-0.83789,-0.89059,0.36238,0.23099,1.2917,0.071566,6.7185,0.30149,0.84483,3.3773,-0.00013519,0.4849,0.26569,-0.37502,-0.00105,0.016865,0.035307,0.03301,130.9635,-26930.3091,0.036544,-142.8275,0.016731,-38655.1725,-810832.9501,-22.2329,251.506,0.015772,0.017077,230.7116,-102900.3007,-193217.2145,-398066.6996,-21.2343,234.994,-1750410.138,-169.1733,237.8905,0.01462,-3758308.696,0.034342,241.1088,-59889.2349,0.017753,4.6282,1.0
0.28186,0.00028899,-0.25268,0.0069968,1.1335,1544377.925,-1.2254,-0.85616,0.32819,0.23779,1.2237,0.81498,6.8231,1.4366,1.3256,3.8311,0.00030056,1.0431,0.36738,-0.31136,-0.00046997,0.014224,0.047088,0.033781,130.8822,-26649.7131,0.027533,-113.7622,0.019503,-38292.7623,-805955.6883,15.6408,251.1075,0.016354,0.024611,230.313,-102145.4766,-191944.7748,-395558.6787,17.9462,234.5524,-1739960.359,-131.3287,237.405,0.015195,-3736018.492,0.045654,240.7102,-59391.2952,0.019925,33.2125,1.0
0.29169,2.88e-05,-0.10191,-1.2162,1.1281,1582270.494,-0.38131,-0.48127,0.47119,0.21707,1.2258,1.0021,7.0123,1.6601,1.6173,3.8125,0.00035514,0.41299,0.31227,-0.56596,-0.00138,0.012622,0.038099,0.039529,130.8133,-26648.9247,0.029337,-173.5304,0.017257,-38248.4252,-801835.8175,-40.4473,250.77,0.018656,0.019995,229.9755,-101767.8606,-191064.4021,-393655.8577,-22.7077,234.2169,-1731133.476,-187.2463,237.0688,0.014131,-3717190.577,0.03462,240.3728,-59245.1078,0.018106,-26.7148,1.0
0.21752,0.00032736,0.15071,-0.81879,1.2023,1079093.55,-1.1295,-0.63175,2.0769,0.18341,1.0967,-0.7407,7.0488,2.0249,1.5865,0.27644,0.00050413,1.1498,0.21147,-0.81678,-0.00016022,0.011759,0.030337,0.024301,129.1258,-23249.5113,0.024949,-138.0703,0.015658,-33475.1268,-707278.493,-20.2692,242.7406,0.014794,0.014736,221.9461,-89424.4789,-168144.3275,-346883.6228,-55.5704,225.66,-1528456.959,-159.2903,227.9802,0.015575,-3284712.893,0.032738,232.3433,-51970.0682,0.02268,1.0623,0.0
0.29601,-0.00015434,-0.77592,-0.8049,1.2177,1463179.66,-1.9346,-0.67987,2.0194,0.19445,1.1951,-1.0716,7.973,1.4871,1.6242,1.0906,-0.00038049,0.99322,0.29051,-0.12041,-4.59e-07,0.014582,0.039002,0.032153,129.8727,-24819.3139,0.035411,-121.6541,0.021406,-35643.14,-747685.5764,9.2736,246.2385,0.014616,0.018983,225.4441,-94835.3803,-178050.392,-366961.75,9.0934,229.4053,-1615085.699,-133.2684,231.986,0.016332,-3469600.597,0.040561,235.8413,-55214.4236,0.018628,20.8016,0.0
0.31711,0.00010707,-0.17718,-1.3006,1.2148,1223798.281,-1.4683,-1.4102,1.7627,0.16898,1.159,-1.0646,6.8947,1.6593,1.5625,1.3681,-0.00034983,0.98543,0.30518,-0.31247,-0.00036854,0.018161,0.040995,0.043968,130.1913,-25313.5053,0.03395,-143.1065,0.019565,-36380.2745,-765607.1966,-23.8609,247.7573,0.021745,0.021705,226.9629,-96998.6706,-182246.3169,-375677.9028,-24.4995,230.9967,-1653498.694,-167.6939,233.6464,0.015663,-3551565.798,0.037414,237.3601,-56414.9027,0.021904,0.48261,0.0
0.29493,0.0001562,-0.11668,1.1015,1.1377,1600565.44,-0.69019,-0.19166,1.7964,0.30572,1.1793,0.36683,7.6464,1.6611,1.2689,1.4579,0.00023295,0.62725,0.36614,0.12683,0.0015902,0.017288,0.043578,0.058118,128.3699,-21693.8226,0.038777,-99.8721,0.020133,-31333.1151,-668582.8658,12.4593,239.288,0.021096,0.020967,218.4934,-84191.0074,-158598.5994,-327537.8291,21.196,221.9381,-1445467.875,-122.2347,223.9963,0.018879,-3107538.95,0.044006,228.8907,-48795.4239,0.020096,35.1222,1.0
0.23296,-0.00015548,-0.7537,0.46612,1.1704,1510520.542,-0.62857,0.15586,1.8062,0.24119,1.1904,0.3209,7.9071,1.9647,1.3845,1.2428,0.00021903,0.67848,0.24927,-0.43843,-0.0030739,0.014281,0.036987,0.048048,128.3438,-21679.206,0.03008,-102.0999,0.014812,-31299.7414,-667294.3148,2.0074,239.1706,0.020105,0.016235,218.3757,-84051.7263,-158334.3757,-326908.456,-13.1786,221.8142,-1442703.675,-132.966,223.8834,0.014982,-3101632.292,0.028796,228.7729,-48728.4733,0.016903,32.7463,1.0
0.33483,2.81e-05,-0.12791,1.4317,1.1321,1009567.771,-0.23271,0.0075923,1.8102,0.21725,1.1444,0.73696,5.0779,2.1256,0.9212,2.053,-8.15e-05,0.4748,0.43281,0.42726,0.0035618,0.024853,0.047112,0.051063,128.4115,-21789.7632,0.053935,-139.4736,0.023722,-31465.1176,-670653.4067,-6.1123,239.4763,0.026859,0.022985,218.6818,-84509.1094,-159175.2275,-328644.1618,13.9751,222.1552,-1449909.446,-140.7696,224.242,0.021394,-3117024.259,0.048656,229.0791,-48981.8814,0.024849,-4.9214,1.0
0.26571,0.00026534,1.0834,1.1585,1.1254,1150558.014,1.5457,-0.93311,0.76584,0.22487,1.1049,-0.12161,5.3338,1.2865,-0.76218,1.5553,-0.00010905,-0.55644,0.2816,0.44871,0.00077153,0.01903,0.037261,0.040322,129.9022,-24582.8043,0.03822,-100.045,0.017724,-35395.4597,-749335.1149,20.0519,246.38,0.019752,0.018299,225.5852,-94719.3994,-178177.9982,-367474.6067,18.4801,229.5001,-1618621.223,-122.2074,232.0375,0.016515,-3477141.308,0.032806,235.9825,-54996.0904,0.019569,42.1732,1.0
0.30039,-0.00093791,1.3951,0.83765,1.1906,1413556.296,1.692,-1.1518,0.39067,0.18455,1.1575,-0.69014,5.8037,0.79502,-1.4922,1.3717,0.00026551,-0.88108,0.67642,0.3104,0.010756,0.017739,0.041835,0.052767,130.2138,-25283.1021,0.038178,-80.8262,0.020382,-36393.7584,-767032.2296,41.6416,247.8855,0.023804,0.022401,227.0827,-97135.3824,-182630.0799,-376675.2585,24.0429,231.1632,-1656546.412,-103.4975,233.7793,0.01901,-3557960.03,0.045368,237.4808,-56455.1284,0.027036,65.3018,1.0
0.26117,-0.00026191,2.1764,1.6102,1.1565,1617290.417,1.4689,-1.1413,0.94168,0.16987,1.1731,0.11898,5.8056,-0.2145,-1.0768,1.4488,-0.00022188,-0.75605,0.37992,0.56432,0.0046527,0.017854,0.03304,0.040567,130.6925,-26343.4717,0.034949,-154.7441,0.017581,-37833.5998,-794666.4746,-28.1798,250.1798,0.021189,0.017201,229.3854,-100790.8302,-189299.6029,-390067.9545,-23.711,233.5808,-1715771.933,-174.3488,236.391,0.022176,-3684421.786,0.034344,239.7826,-58641.9013,0.023861,-8.5134,1.0
0.33648,0.0004212,-2.424,-1.4616,1.2048,1814443.71,0.48189,-0.9301,0.24524,0.18757,1.1212,-0.35058,5.1055,2.5187,1.8323,-0.56251,-0.00012288,0.010778,0.46095,0.23903,-0.000211,0.024151,0.045625,0.042447,137.0897,-46281.2824,0.046926,-57.4974,0.019972,-64982.5028,-1276948.964,93.6147,287.8304,0.018961,0.019436,267.0312,-166383.3175,-308317.7127,-630660.5106,122.3448,273.7658,-2747570.402,-70.1061,279.1998,0.019454,-5882489.059,0.044704,277.4293,-98533.9946,0.017534,108.9472,0.0
0.2476,-0.00022362,-1.582,-2.1092,1.2087,2118054.135,-0.77746,-1.1963,1.4495,0.14329,1.0499,-0.98714,4.6365,2.7491,1.5139,-0.61788,0.00036637,1.1072,0.31771,1.0535,0.0006393,0.017981,0.043106,0.035694,133.1273,-29701.9026,0.040345,-32.3395,0.017586,-43432.4579,-953668.6414,121.2595,266.0923,0.018849,0.019532,245.1508,-119468.2629,-226753.2439,-468938.9132,139.2328,249.9107,-2056137.807,-44.6697,252.9162,0.019261,-4408478.488,0.036757,255.5796,-68426.8442,0.022232,130.5,0.0
0.26394,0.00040299,-0.737,-2.4106,1.1485,1761348.398,-0.47501,0.27577,0.73049,0.13516,1.0239,-0.81129,4.5038,2.3642,1.9785,-0.81605,0.00083175,1.4014,0.28567,1.1057,-0.0010458,0.016641,0.04335,0.038645,128.1141,-26839.5866,0.035641,-23.537,0.019182,-36616.5215,-656771.7919,109.8045,251.3126,0.01878,0.019869,230.4984,-87998.4546,-159529.0616,-325600.8539,122.0926,235.0141,-1419917.044,-29.0607,238.2979,0.018179,-3052739.193,0.038081,240.9085,-53732.1463,0.021286,105.2308,0.0
0.23568,-0.00011042,-0.57444,-0.86212,1.3198,1676945.225,-0.67963,-1.5201,1.0703,0.16705,1.2452,-0.87736,8.0146,-0.81895,1.1349,0.81465,0.00019731,1.277,0.19805,-0.90065,-0.00073825,0.015477,0.024493,0.029535,128.8058,-22607.2543,0.027333,-160.1064,0.015918,-32584.432,-690629.6964,-44.4086,241.2677,0.014525,0.012371,220.4732,-87212.075,-164077.216,-338603.3103,-42.4542,224.081,-1492754.675,-181.8774,226.2982,0.015121,-3208499.736,0.033161,230.8704,-50637.3588,0.015634,-23.2661,0.0
0.25859,0.00021236,-0.23287,-0.7793,1.2392,1342629.544,-0.67213,-1.8626,0.96443,0.17092,1.2204,-0.40646,7.9926,-1.0614,0.88232,1.0735,-0.00022283,1.5076,0.24557,-0.6387,-0.00054492,0.016659,0.037392,0.038312,128.8286,-22575.5694,0.032737,-111.809,0.017674,-32558.7326,-691805.226,4.1988,241.3723,0.016971,0.017603,220.5777,-87278.148,-164286.8576,-339079.5737,-5.0325,224.1723,-1495275.541,-132.9851,226.3853,0.018086,-3213880.175,0.038245,230.975,-50638.0458,0.020029,25.3771,0.0
0.30299,-0.00023133,-0.31861,-0.83753,1.2846,1666794.823,-0.6509,-1.6411,0.91061,0.17869,1.2432,-0.76105,8.031,-0.7551,1.0865,0.91332,0.00031764,1.2676,0.22887,-0.72321,-0.0026751,0.014137,0.029152,0.027561,128.7483,-22548.2516,0.029275,-141.2282,0.018193,-32481.5844,-687681.5674,-22.4147,241.0055,0.015265,0.016512,220.211,-86860.1753,-163364.1157,-337115.0446,-0.13955,223.795,-1486431.967,-159.3861,226.0007,0.018178,-3195000.328,0.035888,230.6082,-50456.358,0.019195,-4.5344,0.0
0.3466,0.00044701,-1.0487,0.34725,1.4725,1635679.276,-1.9107,-1.4234,-0.16495,0.1774,1.3481,-1.5189,7.6899,-1.1521,1.0095,1.5814,0.00023695,0.17674,0.32201,-0.12942,-0.0022699,0.010837,0.053819,0.043844,132.5377,-30324.9959,0.021056,-104.1122,0.027144,-43477.2171,-911389.9344,18.9309,259.4776,0.022335,0.026328,238.6829,-115823.865,-217586.0378,-447738.4078,30.9906,243.4737,-1965770.691,-129.0784,246.8984,0.018034,-4217520.302,0.056123,249.0802,-67354.5564,0.014916,45.0793,1.0
0.22759,0.00012491,-1.3578,0.052276,1.5646,1936819.217,-1.3639,-1.165,0.13462,0.16412,1.3825,-1.589,7.6086,-0.42996,0.26731,0.65281,-4.01e-05,0.17434,0.23901,-0.68731,0.0020804,0.012071,0.031758,0.029169,132.6588,-30912.2708,0.027857,-128.1447,0.01567,-44221.948,-919607.5937,-1.3782,260.0841,0.013911,0.016425,239.2895,-117178.7098,-219668.604,-451944.5715,-16.4019,244.1398,-1983364.575,-157.4678,247.6119,0.012407,-4255026.593,0.032694,249.6868,-68339.604,0.016004,27.8971,1.0
0.27411,0.00018462,-2.0955,-0.15424,1.415,1932604.843,-1.7149,-1.436,0.028398,0.18667,1.3275,-1.9178,7.2786,-0.44195,0.19762,1.3503,0.00030243,0.38174,0.22978,0.20265,-0.00094487,0.013039,0.03374,0.030585,132.8472,-31362.6429,0.028366,-123.8831,0.022863,-44859.5527,-932552.1673,7.7514,261.0673,0.014609,0.015456,240.2728,-118854.0485,-222797.7436,-458352.8334,-2.2037,245.1871,-2011075.534,-149.2063,248.7186,0.012269,-4314092.898,0.052499,250.67,-69318.1987,0.015848,33.0708,1.0
0.2808,0.00059205,0.59693,-0.54293,1.142,1480977.764,-0.69229,-0.7676,0.99876,0.26334,1.2049,0.98959,8.7754,-0.77432,0.62043,2.7191,-0.00044903,0.20451,0.25011,-0.74647,0.0007543,0.017963,0.031462,0.043656,131.5432,-28335.414,0.03394,-141.6782,0.01736,-40592.6857,-846512.0674,-15.8362,254.3846,0.023582,0.016345,233.5902,-107688.3954,-201973.7632,-415838.2433,-20.0432,238.081,-1826841.189,-166.3015,241.1847,0.020807,-3921316.407,0.037208,243.9874,-62774.9788,0.018973,8.8319,1.0
0.36652,-5.44e-05,-0.18376,-0.19416,1.1669,1634535.294,-0.56213,-0.8306,1.2203,0.24683,1.2545,0.24724,8.9924,-0.50374,0.76861,3.3167,-5.1e-05,0.084526,0.31375,-0.75919,-0.00024064,0.019803,0.047191,0.047248,131.8918,-29098.8098,0.045984,-170.5802,0.024531,-41675.2217,-868715.4528,-22.1449,256.1432,0.021267,0.024348,235.3488,-110549.4061,-207336.2751,-426804.5467,-6.9971,239.9506,-1874394.878,-174.1537,243.1641,0.019232,-4022717.606,0.050206,245.746,-64445.4993,0.029754,-17.3749,1.0
0.34676,-0.00067168,-0.67967,-0.06546,1.2184,1587603.607,-0.63831,-0.9968,1.3855,0.21073,1.3354,-0.32272,9.9344,-0.80813,0.75451,3.5676,-0.00041746,0.19935,0.24377,-0.72218,-0.0003417,0.017349,0.037909,0.045634,131.7286,-28523.8659,0.039119,-104.4244,0.021096,-40924.5192,-858259.1745,25.0064,255.3186,0.020495,0.015738,234.524,-108970.2346,-204630.2287,-421422.4309,19.6615,239.0366,-1852000.833,-126.2196,242.169,0.014685,-3974964.856,0.048035,244.9212,-63409.7354,0.025614,46.7608,1.0
0.31209,0.00021267,-1.0023,-0.015505,1.2306,1250448.186,-0.94557,-1.3394,1.4782,0.14206,1.2666,-2.6417,6.8892,-1.299,-0.54776,0.4567,-0.00030661,-0.27371,0.51055,1.1634,0.0024779,0.013265,0.031444,0.032237,132.1055,-29632.4109,0.028468,-133.1783,0.01545,-42417.2236,-882607.1079,-24.7388,257.2308,0.014596,0.01448,236.4363,-112412.2786,-210743.3741,-433734.8966,-27.8806,241.1182,-1904143.229,-178.6321,244.4067,0.02197,-4086143.596,0.034656,246.8335,-65558.1203,0.018188,20.2281,1.0
0.24827,-0.00029946,-0.85425,-0.43935,1.2219,1237064.578,-0.73561,-1.6734,1.0783,0.18991,1.2617,-3.0715,6.7452,-1.552,-0.87301,0.67253,0.00012429,-0.40556,0.32901,1.0805,0.00053012,0.011914,0.030808,0.035142,132.2905,-30086.5746,0.027481,-186.4489,0.013484,-43044.9565,-894810.7276,-46.9584,258.1786,0.015513,0.015663,237.3842,-114010.4842,-213696.2581,-439744.9523,-14.4593,242.1227,-1930274.514,-200.5784,245.4749,0.019353,-4141855.157,0.029562,247.7814,-66506.3144,0.019415,-31.9129,1.0
0.31993,0.00035458,-1.1007,-0.45273,1.2268,1701132.231,-0.89775,-1.4603,1.2277,0.18183,1.2479,-2.8992,6.7599,-1.543,-0.93466,0.48649,9.05e-05,-0.66593,0.27458,1.0295,-7.1e-05,0.012458,0.035071,0.042025,132.5844,-30823.7241,0.027329,-129.9394,0.019718,-44075.6537,-914543.0649,-12.7447,259.6968,0.018962,0.015157,238.9024,-116623.8485,-218525.1378,-449575.1678,-26.441,243.7501,-1972522.136,-168.8346,247.2051,0.018097,-4231915.472,0.047328,249.2996,-68062.8639,0.017408,25.9769,1.0
0.24102,4.3e-05,-1.0712,0.4427,1.2288,1743121.759,-0.27331,-1.1279,0.89083,0.1729,1.1794,-0.99883,4.9646,1.9282,0.076952,2.0489,-0.00018314,0.28071,0.30782,-0.29415,-3.74e-05,0.015483,0.0421,0.039331,131.6252,-28551.9948,0.028787,-136.8585,0.016335,-40885.7828,-851682.7634,-11.5501,254.7966,0.017227,0.019897,234.0021,-108402.6168,-203263.9817,-418418.5585,5.02,238.5236,-1837916.052,-162.6752,241.6639,0.01958,-3944933.189,0.033032,244.3994,-63207.6622,0.025106,14.359,1.0
0.23926,0.0002516,-1.3506,-0.2404,1.3572,1945750.544,-1.1582,-1.1605,0.91864,0.15186,1.1859,-1.4969,5.6249,2.1504,0.22594,0.19097,-2.38e-05,0.77216,0.18441,-0.2555,-0.0023139,0.014413,0.030897,0.026532,131.7993,-28761.4234,0.034528,-129.8459,0.012841,-41242.1198,-862769.8034,13.9133,255.6749,0.011894,0.013213,234.8804,-109650.8784,-205790.9271,-423780.0911,19.1394,239.4377,-1861661.48,-137.5067,242.5966,0.016258,-3995566.15,0.030653,245.2776,-63851.9602,0.017854,21.5791,1.0
0.19257,7.53e-05,-1.9187,-0.46112,1.3343,1777326.603,-0.92573,-1.6611,1.0037,0.13117,1.2886,-1.8752,5.5732,2.3751,0.6758,0.81107,-0.00014275,0.94717,0.23518,-0.45504,-0.00016323,0.013381,0.032644,0.03054,131.5696,-28315.9199,0.026786,-128.2972,0.014045,-40584.8439,-848180.1096,-14.6034,254.5176,0.012264,0.015198,233.7231,-107813.0483,-202298.6441,-416547.5958,-5.2581,238.2025,-1830413.86,-164.8933,241.3052,0.013285,-3928933.365,0.026738,244.1203,-62807.9737,0.01658,22.0816,1.0
