RPDE,DFA,meanPeriodPulses,meanHarmToNoiseHarmonicity,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_mean_6_coef,app_LT_TKEO_std_8_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_9_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_std_7_coef,f3,f2,f1,f4,std_12th_delta_delta,std_9th_delta,std_8th_delta,app_LT_entropy_log_8_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,det_LT_entropy_log_10_coef,std_10th_delta_delta,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_8_coef,det_entropy_log_9_coef,app_entropy_log_10_coef,std_8th_delta_delta,std_9th_delta_delta,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,det_entropy_log_8_coef,app_entropy_log_7_coef,app_LT_entropy_shannon_9_coef,det_LT_entropy_log_9_coef,app_entropy_log_6_coef,std_11th_delta_delta,app_LT_entropy_shannon_10_coef,std_10th_delta,app_entropy_log_9_coef,app_LT_entropy_shannon_4_coef,std_6th_delta_delta,det_entropy_log_10_coef,class
0.39428,0.68265,0.004354498,20.449,21.1652,53.3805,222.1811,2661.6296,154.6768,4026.7532,36.3132,1007.4001,472.2042,290.4859,144.2796,10626.0385,627.1872,94.4084,5309.7827,2014.5662,128.2809,1290.7512,2404.033197,1542.826007,683.2477607,3169.161986,0.015781,0.034801,0.039369,133.8824,-34374.6469,0.033512,-102.2681,0.014212,-48992.0509,-1006978.151,37.9186,266.5831,0.015953,0.015284,245.7883,-128945.0181,-241153.049,-495555.9694,16.4943,251.1164,-2170357.97,-124.9723,255.0461,0.012296,-4653515.658,0.0259,256.1856,-75436.6271,0.016469,60.5134,0.0
0.31383,0.75185,0.004660391,23.573,20.8082,52.4451,218.0726,2606.6105,154.4925,3953.3201,35.658,988.0699,463.3076,285.4312,144.0953,10432.9015,615.7921,92.6914,5216.7698,1976.2629,126.0469,1264.6629,2139.624306,1395.912461,630.07445,2958.681748,0.012683,0.044008,0.03619,133.6981,-33462.7286,0.027815,-109.2,0.015696,-47836.2966,-993303.2576,34.1461,265.5865,0.014199,0.015859,244.7919,-126713.7292,-237502.5933,-488389.1859,36.652,249.9934,-2141097.23,-127.2775,253.809,0.013866,-4591175.542,0.035347,255.1892,-73905.9197,0.018074,52.2272,0.0
0.38991,0.67408,0.005185832,23.627,20.9091,53.3052,217.2789,2593.0549,154.3525,3924.7167,35.6896,981.5092,461.2365,289.1946,143.9553,10356.6363,616.5434,92.528,5174.3389,1963.0971,125.9612,1251.7262,2089.082263,1320.807503,664.453537,3234.086578,0.02086,0.053344,0.044517,133.558,-32909.9295,0.047214,-117.2864,0.016645,-47139.5192,-983041.6795,36.5572,264.8701,0.019384,0.025499,244.0754,-125260.1831,-235007.7665,-483333.4867,58.7475,249.2372,-2119138.104,-123.8473,252.9995,0.01531,-4544385.152,0.041514,254.4726,-72890.8929,0.019228,46.9463,0.0
0.58087,0.63359,0.008199121,17.215,16.4945,41.6358,173.3447,2073.2345,151.0641,3146.708,28.324,786.3121,368.4071,226.3671,140.6669,8304.6154,488.8281,73.648,4154.6765,1572.7007,99.9609,1007.9783,2392.762926,1230.375512,631.4354893,3290.403151,0.015169,0.035095,0.034595,130.2697,-25495.4703,0.034569,-141.3676,0.014536,-36627.1721,-770086.8005,-33.2962,248.1342,0.015685,0.016285,227.3397,-97597.7038,-183340.1622,-377883.6418,-31.6385,231.3963,-1663099.228,-177.2614,234.0758,0.015013,-3572048.342,0.030374,237.7369,-56780.473,0.016484,2.7685,1.0
0.59945,0.6614,0.008258755,18.822,16.4896,41.6247,173.1333,2069.1353,151.0835,3143.5051,28.2955,785.224,367.9126,226.2762,140.6863,8296.4957,488.2072,73.5725,4151.7776,1570.6314,99.9058,1006.3047,2421.783952,1166.228775,572.1372771,3280.169677,0.013578,0.029581,0.029012,130.2891,-25419.9826,0.026394,-105.3751,0.012322,-36554.5793,-771206.5181,14.7264,248.2275,0.015618,0.015386,227.4327,-97623.1595,-183520.0308,-378326.6989,8.8189,231.4755,-1665498.566,-129.3866,234.1454,0.012132,-3577163.917,0.024921,237.83,-56734.0698,0.026599,38.4226,1.0
0.57728,0.64814,0.008289584,17.107,16.6395,41.8454,174.0023,2082.1851,151.0061,3149.2223,28.4561,787.8706,369.6432,228.075,140.6089,8310.0752,492.0008,73.9706,4151.3318,1575.6326,100.6447,1007.7658,2404.166059,1177.041676,598.0354936,3369.552141,0.016094,0.035003,0.031057,130.2117,-25366.6911,0.02969,-129.7815,0.016192,-36459.4496,-766772.2345,-20.095,247.8555,0.015111,0.015717,227.0608,-97182.2171,-182568.6433,-376345.3182,-23.5285,231.1172,-1655995.424,-164.3312,233.7725,0.014743,-3556889.537,0.03488,237.4581,-56528.7911,0.019473,14.4998,1.0
0.5799,0.65781,0.007951829,16.011,16.8423,42.2715,175.8499,2104.687,151.2273,3189.2995,28.7375,797.4215,373.6812,229.9689,140.8301,8416.4479,496.046,74.7416,4207.7548,1594.8105,101.557,1022.0415,2761.676412,1062.592774,600.0431796,3540.870946,0.016474,0.054724,0.048752,130.4329,-25879.0755,0.034663,-166.6659,0.027031,-37155.6225,-779484.7018,-44.3425,248.9209,0.023799,0.027232,228.1265,-98885.4808,-185661.1484,-382613.8507,-2.1936,232.2494,-1683239.597,-187.5077,234.9829,0.01963,-3615019.514,0.050405,238.5237,-57562.1072,0.035834,-21.3605,1.0
0.61752,0.64883,0.00807081,15.542,16.868,42.4694,176.3833,2107.9128,151.2893,3194.6091,28.846,798.6186,374.6586,231.0372,140.8921,8430.2892,498.5419,74.9979,4213.7695,1597.3315,101.9557,1021.4182,2499.672523,1155.34221,595.7864993,3535.469292,0.019498,0.046164,0.049971,130.4949,-25759.5922,0.039201,-118.8809,0.027272,-37066.2237,-783084.5573,16.8752,249.2208,0.024561,0.024483,228.4263,-99093.8472,-186354.1803,-384210.3353,21.5625,232.5354,-1690953.516,-127.9984,235.2519,0.024284,-3631476.121,0.056769,238.8235,-57558.197,0.039275,26.3782,1.0
0.60227,0.64809,0.007963248,16.152,16.7805,42.2255,175.6327,2100.1454,151.2722,3188.3677,28.7042,796.6501,373.2469,229.47,140.875,8414.6452,495.2499,74.6378,4209.9054,1593.4091,101.4132,1021.1405,2534.748492,1196.659526,598.9591475,3368.538761,0.016797,0.038945,0.030301,130.4778,-25882.3839,0.034551,-121.8097,0.018762,-37184.5056,-782093.7145,-1.177,249.1376,0.0164,0.02038,228.343,-99123.9475,-186219.4668,-383788.69,-5.9238,232.4593,-1688830.459,-146.1118,235.199,0.016573,-3626944.978,0.038008,238.7402,-57657.7079,0.029083,23.0893,1.0
0.44395,0.59259,0.005455777,18.258,19.4613,49.0544,204.2244,2444.2597,153.4752,3704.2129,33.3828,926.1363,434.0509,266.9826,143.078,9775.3651,576.3637,86.7828,4887.3863,1852.2275,117.894,1186.633,2541.707028,1108.819265,685.8809588,3266.887094,0.02197,0.041751,0.042744,132.6808,-31045.531,0.044619,-170.0839,0.024991,-44388.4342,-921107.5944,-25.3014,260.1983,0.02079,0.022595,239.4039,-117460.1887,-220096.5285,-452786.1232,5.0749,244.2779,-1986575.896,-181.3807,247.7638,0.023414,-4261873.173,0.044673,249.8011,-68547.7978,0.034706,-13.3184,1.0
0.50801,0.61812,0.00563253,16.877,19.1777,48.8826,203.7348,2437.1442,153.5205,3696.8179,33.4065,923.9373,433.1132,266.5548,143.1233,9755.9322,574.7792,86.5793,4876.9073,1847.9699,118.2318,1182.921,2591.221216,1138.010866,643.2804056,3384.726867,0.020057,0.067492,0.054191,132.7261,-30731.4957,0.047649,-89.2973,0.025477,-44074.9311,-924224.8337,63.5382,260.6515,0.023143,0.031786,239.8564,-117396.925,-220458.0577,-453927.8029,66.2151,244.6817,-1993247.619,-97.7159,248.1103,0.020754,-4276091.083,0.056332,250.2539,-68299.5439,0.035636,73.9432,1.0
0.43552,0.62297,0.005573364,19.138,19.3785,48.722,202.8484,2429.6405,153.3075,3675.0441,33.1708,919.4574,431.1105,265.4537,142.9103,9697.822,573.1232,86.223,4845.3297,1838.7163,117.2134,1177.3523,2495.476397,1140.606651,625.3028776,3365.349639,0.018352,0.054173,0.046015,132.5131,-30720.844,0.037502,-106.3542,0.027951,-43911.6671,-909724.6035,21.0946,259.3367,0.017313,0.023467,238.5419,-116073.3966,-217417.6016,-447278.1708,-5.024,243.3803,-1962205.809,-133.4135,246.8188,0.020796,-4209920.905,0.057269,248.9392,-67773.8778,0.051847,48.8668,1.0
0.49608,0.82226,0.008688075,21.096,16.0929,40.5824,168.8702,2020.9982,150.6073,3063.055,27.6005,765.7962,358.8845,220.8584,140.2101,8083.5166,476.6545,71.7638,4042.6209,1531.5501,97.5684,981.439,2680.237252,1315.078406,324.2055694,3220.724506,0.015608,0.035945,0.041514,129.8129,-24708.6934,0.030976,-120.956,0.016808,-35483.7767,-744368.3553,16.5505,245.9556,0.019688,0.017642,225.1611,-94407.2636,-177246.0664,-365320.6952,16.1007,229.1037,-1607975.013,-125.6925,231.6657,0.018066,-3454426.738,0.035578,235.5583,-54966.8718,0.020555,21.1648,1.0
0.44431,0.75801,0.007975601,22.858,16.734,42.1867,175.4548,2099.5573,151.1921,3182.3194,28.6805,795.5982,372.8637,229.5884,140.7949,8398.2054,495.1455,74.5695,4199.5814,1591.1683,101.3483,1019.4704,2733.230856,1303.974968,476.7976587,3407.58565,0.018793,0.048096,0.033073,130.3977,-25841.1241,0.039122,-141.5481,0.021065,-37092.6275,-777444.1767,-2.306,248.7497,0.016396,0.02304,227.9553,-98665.6286,-185215.7632,-381640.856,3.2504,232.0737,-1678866.706,-147.3394,234.8086,0.020443,-3605690.152,0.043185,238.3525,-57447.7352,0.018128,3.3706,1.0
0.38375,0.78527,0.007774225,21.77,16.8528,42.5954,177.3245,2121.8285,151.3671,3217.2541,28.9876,804.2336,376.8821,231.8732,140.9698,8490.5219,500.3096,75.3423,4246.2844,1608.4504,102.4013,1030.5901,2724.570273,1298.334655,477.1573484,3490.945645,0.017192,0.053269,0.033918,130.5726,-26188.9886,0.03722,-151.9056,0.017095,-37585.3223,-787620.971,-13.3248,249.5978,0.01833,0.025002,228.8033,-99970.0375,-187663.4633,-386649.4907,-2.8622,232.9725,-1700674.909,-159.0343,235.7602,0.020451,-3652215.693,0.03677,239.2005,-58209.3915,0.017507,-6.138,1.0
0.39006,0.74743,0.006760452,25.065,18.2386,46.0052,191.3181,2285.1409,152.5811,3471.0049,31.2753,867.0441,406.4706,250.2027,142.1839,9160.7072,540.0283,81.3076,4583.2855,1734.3375,110.5007,1109.996,2537.2246,1057.807556,541.2116687,3511.321416,0.010731,0.024833,0.028545,131.7867,-28590.4412,0.029674,-92.3925,0.011447,-41036.6556,-861975.8013,36.7039,255.6115,0.013188,0.011745,234.8166,-109379.253,-205477.6627,-423190.316,25.2302,239.3362,-1859960.258,-114.6755,242.4801,0.011881,-3991933.63,0.025224,245.2139,-63617.5705,0.018322,58.9505,0.0
0.38134,0.76425,0.006028685,25.746,18.7982,47.4144,197.1959,2359.416,152.9489,3575.3237,32.2417,893.9116,419.0312,258.0563,142.5517,9435.1141,556.6112,83.8162,4716.8295,1787.8096,113.9293,1144.9683,2495.794116,850.4568353,468.845115,3601.645564,0.010524,0.028554,0.025381,132.1545,-29693.9095,0.021872,-170.8898,0.017569,-42517.0971,-885821.6482,-24.417,257.4811,0.012996,0.014095,236.6866,-112768.946,-211467.9736,-435255.6355,-9.891,241.3731,-1911026.697,-177.8099,244.6696,0.013658,-4100820.147,0.036163,247.0839,-65739.9488,0.019277,-17.6195,0.0
0.26411,0.7506,0.006130783,25.448,18.696,47.1296,196.0645,2344.9972,152.8624,3553.5291,32.0512,888.4293,416.5643,256.5236,142.4652,9377.5699,553.6055,83.3293,4688.0122,1776.8706,113.2122,1137.4306,2583.487336,847.1685405,486.793617,3514.965674,0.020248,0.023315,0.021425,132.068,-29453.1083,0.035371,-153.7892,0.011371,-42189.8882,-880151.8099,-20.6328,257.0391,0.01268,0.011935,236.2447,-111984.2864,-210064.086,-432417.8603,-10.0058,240.897,-1898885.554,-173.5675,244.1596,0.017417,-4074934.981,0.022478,246.6419,-65259.0338,0.024025,-0.8562,0.0
0.45199,0.56441,0.005588998,23.725,19.344,48.7149,202.7054,2421.2561,153.4583,3679.3871,33.1314,918.9613,430.6748,264.9294,143.0611,9710.8962,571.8274,86.1506,4859.8215,1838.2106,116.9944,1177.1861,2690.654659,1499.938034,832.2561407,3086.103504,0.010913,0.030788,0.032892,132.6639,-30754.2265,0.02704,-96.4464,0.015147,-44048.5346,-919972.1612,37.1899,260.1111,0.01261,0.012114,239.316,-117033.0075,-219610.9428,-451944.6878,22.6812,244.1386,-1984144.28,-118.5667,247.5904,0.012464,-4256682.039,0.045362,249.7133,-68166.5885,0.013846,59.1037,0.0
0.3122,0.56906,0.005470979,25.174,19.5108,49.226,204.7182,2449.1069,153.5184,3711.5719,33.4778,927.9442,435.0193,267.9718,143.1212,9794.661,577.9541,87.0165,4896.4056,1855.895,118.3269,1188.3044,2044.948175,1439.733926,833.5041572,3110.863305,0.012392,0.025844,0.024606,132.7239,-31036.396,0.022588,-138.6134,0.012745,-44411.9505,-924062.1432,5.689,260.423,0.014177,0.013427,239.6285,-117731.8738,-220727.0586,-454164.6324,17.5567,244.5034,-1992900.908,-150.6035,247.987,0.013456,-4275355.077,0.023294,250.0258,-68647.7296,0.018214,17.6624,0.0
0.46088,0.55428,0.003966989,27.077,22.0212,55.5563,231.1599,2761.8078,155.3959,4192.3807,37.7886,1047.4909,491.1742,302.3004,144.9987,11064.2891,652.9485,98.2394,5534.4354,2095.1937,133.4295,1340.4446,2885.2344,1501.042741,854.6930022,3802.338929,0.010482,0.031272,0.028453,134.6015,-35936.5938,0.030453,-96.7444,0.011773,-51305.8059,-1062103.875,52.4543,270.5284,0.011462,0.012635,249.7337,-135697.4434,-254225.2529,-522441.72,45.077,255.2529,-2288289.949,-113.79,259.3942,0.010334,-4904741.767,0.028161,260.131,-79195.857,0.012647,69.5279,0.0
0.33386,0.56865,0.004889832,26.119,20.3713,51.3542,213.64,2551.5232,154.2592,3878.1979,34.9193,968.5422,453.9205,279.2496,143.862,10235.7317,602.64,90.7879,5122.5903,1937.4119,123.3457,1240.5342,2695.851611,1543.933095,938.1663918,4071.363862,0.01288,0.061175,0.04859,133.4648,-32742.7062,0.027589,-87.6401,0.019924,-46851.2596,-976291.5061,49.6471,264.3359,0.023105,0.024902,243.5406,-124357.7094,-233260.8239,-479798.806,44.0875,248.6343,-2104691.944,-110.4448,252.3574,0.013103,-4513593.682,0.047918,253.938,-72463.2444,0.025549,72.426,0.0
0.41415,0.54532,0.004863488,27.366,20.3708,51.3414,213.6103,2552.5594,154.1968,3874.8418,34.9202,968.1483,453.8647,279.5168,143.7995,10226.3526,603.0889,90.7826,5116.4223,1936.4618,123.428,1239.5985,2710.190159,1391.650135,962.5338894,3187.594766,0.0081661,0.032919,0.037073,133.4023,-32770.2993,0.017062,-120.1022,0.011441,-46836.5908,-971760.3712,-4.4144,264.0013,0.016867,0.016665,243.2066,-123989.1357,-232353.257,-477769.6274,-1.9655,248.3127,-2094995.934,-164.2295,252.0463,0.012698,-4492939.853,0.024742,253.6039,-72339.1241,0.018237,39.6698,0.0
0.31278,0.56677,0.004985703,24.473,20.1129,50.7692,211.1298,2526.5895,153.9656,3828.8489,34.5003,957.2924,448.6666,275.9573,143.5683,10104.2834,595.809,89.7156,5052.1571,1914.5403,121.8134,1226.6147,2536.373775,1491.876155,888.6825924,3540.534288,0.012851,0.036713,0.041126,133.1711,-32350.6081,0.028135,-137.0535,0.014033,-46196.48,-955233.9063,9.2893,262.7727,0.017444,0.016245,241.9782,-122001.3852,-228449.958,-469748.6402,9.811,247.0304,-2059625.68,-149.645,250.6964,0.011737,-4417567.065,0.027848,252.3755,-71261.5571,0.019148,21.827,0.0
0.59179,0.60866,0.00409149,23.591,21.3724,54.5489,221.8973,2672.3988,154.262,4009.9519,36.2208,1006.1669,471.7941,290.7038,143.8644,10584.6202,629.3891,94.3242,5282.7771,2011.2053,127.7996,1290.7461,3239.012786,1520.21452,740.7193539,3691.090965,0.01342,0.04159,0.036945,133.4671,-34859.032,0.033167,-36.6806,0.018671,-49220.1695,-976928.6057,98.561,265.6002,0.01585,0.019639,244.7977,-126721.2169,-235262.3983,-482228.8387,94.9818,250.2368,-2106024.522,-57.279,254.268,0.015297,-4516292.641,0.041133,255.1972,-74911.5486,0.015601,118.6615,1.0
0.47747,0.72388,0.004817866,25.234,20.4001,51.7129,215.423,2578.1963,154.3264,3908.2729,35.2411,977.0796,457.882,281.2123,143.9292,10313.6766,607.3433,91.5577,5154.6388,1954.1592,124.2569,1251.884,1939.720422,1170.898834,553.7148506,3658.164963,0.018421,0.049112,0.042053,133.532,-32952.2297,0.040381,-100.851,0.018584,-47139.3712,-981146.3162,56.1568,264.7037,0.018612,0.018527,243.909,-124999.4709,-234397.3249,-482254.7473,68.0031,249.0355,-2115081.821,-103.6927,252.7604,0.016966,-4535742.415,0.041553,254.3064,-72871.6965,0.018116,59.647,1.0
0.5572,0.66496,0.00413891,20.45,21.6445,54.7016,226.8926,2724.1267,154.6463,4086.9846,37.214,1025.366,481.9367,300.8512,144.2489,10785.3769,645.0412,96.6164,5378.2456,2049.7942,131.5911,1308.9554,2879.144758,1264.688098,682.1906095,3653.335031,0.016486,0.031974,0.050423,133.8516,-34980.2117,0.046269,-46.7528,0.016654,-49671.459,-1004980.262,93.7604,266.4462,0.017083,0.013342,245.6425,-129546.2235,-241449.002,-495509.8224,89.8275,251.1045,-2166070.085,-70.297,255.1399,0.013939,-4644263.046,0.054253,256.0413,-76097.074,0.021327,117.5986,1.0
0.53044,0.65579,0.007200674,20.702,17.5276,44.2419,183.8254,2199.3189,151.8522,3329.2789,30.0567,832.6655,390.5505,240.8364,141.455,8785.5191,519.5397,78.1415,4390.6755,1665.2638,106.235,1065.5565,2738.620968,944.7796439,557.1992552,3227.856471,0.017365,0.032995,0.047139,131.0578,-27204.8603,0.038269,-129.114,0.016605,-39024.5616,-816539.2742,1.264,251.9714,0.022553,0.015851,231.1769,-103731.8276,-194682.5918,-401000.6252,-1.8575,235.5091,-1762635.404,-146.8836,238.4479,0.020711,-3784383.285,0.038072,241.5741,-60412.6713,0.023643,19.6212,1.0
0.60602,0.67006,0.007079339,21.651,17.6324,44.5653,185.1992,2216.1096,151.9951,3356.3272,30.2833,839.3136,393.5368,242.3249,141.5979,8856.9426,523.1303,78.7271,4426.4619,1678.5974,107.0066,1074.592,2753.833025,939.7501787,531.094755,3252.453218,0.013834,0.039617,0.038414,131.2007,-27450.8187,0.031009,-138.2296,0.014209,-39388.2048,-825249.0903,-1.0122,252.678,0.02029,0.019861,231.8835,-104780.7342,-196710.3987,-405225.9649,4.866,236.2473,-1781294.475,-149.0767,239.2152,0.019442,-3824181.082,0.029774,242.2808,-61001.9003,0.029019,10.1489,1.0
0.54717,0.65929,0.006995704,19.651,17.6675,44.5394,184.8026,2210.0732,152.0292,3355.379,30.1904,838.3843,392.7617,241.5608,141.632,8855.4886,521.2568,78.5379,4430.893,1676.8773,106.5271,1074.8502,2775.268649,1000.547036,565.9401384,3357.439115,0.022725,0.0408,0.0427,131.2347,-27586.4659,0.048647,-142.1948,0.016124,-39553.6184,-827343.0139,-6.7227,252.8493,0.020258,0.01683,232.0547,-105114.2781,-197266.5756,-406250.8336,12.1117,236.4275,-1785780.04,-155.4525,239.4267,0.02084,-3833746.095,0.033705,242.4519,-61222.797,0.022813,4.6919,1.0
0.31108,0.63369,0.004278216,23.336,21.3228,53.7838,223.7411,2677.3498,154.849,4058.3538,36.5758,1014.5915,475.5162,292.5319,144.4518,10710.0338,631.4991,95.0807,5355.2546,2029.1626,129.1981,1299.9145,2684.139476,1276.800387,815.7579004,4089.097389,0.011767,0.029776,0.023022,134.0546,-34681.8706,0.025496,-189.0891,0.011904,-49467.4339,-1019907.551,-30.4515,267.5186,0.011116,0.013473,246.7242,-130465.6084,-244170.8441,-501783.9818,-2.3837,252.0855,-2198022.1,-194.5255,256.0613,0.012495,-4712458.204,0.027572,257.1214,-76250.3166,0.020618,-24.3579,0.0
0.40481,0.62775,0.004481776,23.854,21.0268,53.0065,220.5016,2639.2638,154.6039,3996.7883,36.0477,999.5292,468.5809,288.5269,144.2067,10547.0991,622.6167,93.7226,5271.3922,1998.9782,127.3377,1280.1279,2673.422874,1279.730454,888.9304437,3945.637711,0.013626,0.032872,0.0325,133.8095,-33982.4486,0.028594,-152.8389,0.013789,-48499.7848,-1001540.248,-10.9451,266.1876,0.016635,0.014517,245.3932,-128024.4881,-239673.8062,-492682.0954,-1.2337,250.6674,-2158722.94,-173.9992,254.5462,0.01392,-4628729.95,0.028221,255.7904,-74791.9524,0.026594,9.9154,0.0
0.28857,0.56678,0.004172868,27.794,21.619,54.5193,226.6084,2711.5887,154.9763,4103.3188,37.0664,1026.3859,481.4459,297.0256,144.579,10828.0485,640.6683,96.3407,5410.9446,2052.6511,131.1094,1313.2845,2635.554589,1168.946286,885.5997723,4312.833937,0.011751,0.02992,0.058538,134.1818,-35065.4567,0.021869,-112.9922,0.017783,-50001.7306,-1029575.689,29.6916,268.2144,0.021765,0.01352,247.4198,-131793.6013,-246594.2526,-506684.2519,39.1346,252.8431,-2218706.388,-134.7644,256.8711,0.013391,-4756520.236,0.044113,257.817,-77045.8228,0.02043,51.442,0.0
0.37494,0.78653,0.004566867,22.492,20.8718,52.635,218.7416,2616.5702,154.5107,3966.2312,35.7607,991.5333,464.8362,285.8347,144.1135,10466.8848,617.7266,92.9625,5233.4874,1983.0752,126.361,1269.6785,2746.618451,1440.10496,771.6196251,4021.155811,0.012907,0.029246,0.033956,133.7163,-33697.1283,0.03164,-184.5387,0.010939,-48109.0055,-994645.4948,-26.8197,265.685,0.013045,0.013939,244.8906,-127077.2295,-237975.1992,-489211.4931,-11.4012,250.1235,-2143969.726,-187.5303,253.9706,0.014977,-4597296.922,0.023042,255.2878,-74220.1931,0.018667,-23.9838,0.0
0.36368,0.82139,0.004611329,27.53,20.7882,52.3328,217.6057,2602.3299,154.443,3946.8039,35.5591,986.4841,462.4061,284.5233,144.0458,10415.9123,614.318,92.472,5209.6015,1973.0139,125.5524,1263.4936,2918.912618,1513.234852,857.1277739,3993.111574,0.011334,0.030317,0.025487,133.6486,-33547.5662,0.023505,-146.8256,0.013084,-47888.3042,-989660.6393,-3.4707,265.32,0.012091,0.012931,244.5256,-126462.0741,-236797.4245,-486756.6441,8.2872,249.7369,-2133302.818,-164.9499,253.5694,0.012959,-4574568.363,0.0242,254.9228,-73865.4492,0.017669,14.6629,0.0
0.3334,0.83561,0.005186792,27.223,19.7594,49.835,207.3453,2479.4278,153.793,3767.8753,33.871,941.1476,440.7419,270.4354,143.3957,9944.5662,584.2497,88.0843,4977.6853,1882.4716,119.4945,1207.393,3100.825292,1503.879197,821.7928639,4186.162226,0.012058,0.0323,0.04088,132.9985,-31794.8082,0.024271,-115.1409,0.013091,-45444.6919,-943091.1786,16.6159,261.8628,0.016795,0.015058,241.0678,-120268.6473,-225375.8568,-463544.2354,6.3823,246.0292,-2033634.758,-141.1045,249.6232,0.012979,-4362168.301,0.032123,251.4651,-70183.0308,0.014143,42.5198,0.0
0.67901,0.77192,0.00717266,11.993,17.5692,44.21,183.6463,2195.4384,151.9401,3333.2478,30.0408,832.8125,390.3257,240.1799,141.5429,8797.0366,518.7539,78.0884,4401.363,1665.781,106.1946,1066.7976,3146.231188,1361.085117,736.9832861,3824.556525,0.015677,0.039508,0.041872,131.1457,-27305.932,0.032217,-119.4428,0.016537,-39186.0578,-821888.9513,0.019495,252.4077,0.016826,0.018936,231.6131,-104314.8606,-195888.9203,-403494.2648,-16.6534,235.9476,-1774096.053,-147.2466,238.9076,0.018342,-3808826.149,0.033698,242.0103,-60714.2954,0.023939,27.1497,1.0
0.57411,0.80404,0.006224908,12.998,18.4781,46.6121,193.7035,2318.495,152.6901,3515.5327,31.6519,878.8197,411.7305,253.2126,142.2929,9277.7512,546.4404,82.3106,4640.1684,1757.6079,111.7463,1126.731,3071.828082,1318.329883,722.8041993,3826.65621,0.017387,0.045651,0.065511,131.8957,-29210.6709,0.038798,-135.428,0.019485,-41799.1881,-868966.0032,-6.9111,256.1634,0.024027,0.020676,235.369,-110695.0147,-207477.0968,-426992.9803,14.5516,239.9829,-1874931.337,-159.5213,243.216,0.015552,-4023861.378,0.043085,245.7662,-64579.0626,0.022117,17.0077,1.0
0.70711,0.62471,0.006693799,13.03,17.892,45.0889,187.6051,2244.0627,152.2522,3407.2891,30.6633,851.3221,398.7674,244.6058,141.855,8992.5542,529.0228,79.7022,4500.254,1702.7333,108.2895,1091.9166,2848.559667,1318.896561,737.1284495,3567.482977,0.012767,0.031863,0.035009,131.4577,-28175.1437,0.024322,-131.175,0.015563,-40352.5702,-841160.6107,13.7982,253.958,0.018237,0.015539,233.1634,-107006.9237,-200685.2122,-413150.7503,23.5794,237.6195,-1815378.511,-136.0187,240.7057,0.01605,-3896869.393,0.03568,243.5606,-62396.9673,0.020593,20.9088,1.0
0.32865,0.73685,0.005610134,21.949,19.2653,48.6106,202.1745,2421.0631,153.2756,3664.048,33.0558,916.5283,429.6457,264.6346,142.8784,9668.901,570.8619,85.9326,4831.7649,1832.9158,116.8247,1174.1325,2574.639504,970.7907348,607.5562278,3433.480438,0.012045,0.031868,0.032344,132.4812,-30621.0589,0.021953,-114.6768,0.018142,-43777.1317,-907568.6441,17.4543,259.1623,0.01686,0.015278,238.3677,-115767.9055,-216868.1099,-446174.9314,13.7692,243.1894,-1957590.092,-137.9375,246.6137,0.016237,-4200083.587,0.037052,248.7649,-67581.1322,0.016094,40.7498,1.0
0.43302,0.73327,0.006755357,17.32,19.0416,47.9994,199.637,2389.3461,153.1204,3619.7213,32.6331,905.1164,424.2742,261.1795,142.7232,9552.2762,563.6688,84.8449,4775.2399,1810.1711,115.2808,1159.3576,2595.154725,974.3419212,622.0954304,3518.972579,0.014541,0.030251,0.031614,132.326,-30172.9778,0.0272,-142.1845,0.017381,-43168.3805,-897169.0767,-21.2801,258.361,0.016953,0.014262,237.5665,-114326.4177,-214286.149,-440941.4222,-16.2471,242.3219,-1935324.099,-175.8924,245.6874,0.015005,-4152619.828,0.03374,247.9637,-66693.6063,0.018082,12.3383,1.0
0.68507,0.72633,0.011801058,14.239,20.2581,47.596,189.5253,2232.5229,152.787,3435.7681,31.1253,853.7137,401.7234,250.9094,142.3888,9080.1612,541.6893,80.6792,4575.9031,1709.2674,111.5114,1087.5906,2661.90892,1030.53847,628.3002979,3602.357843,0.017376,0.036674,0.041059,131.9915,-28203.3651,0.032702,-46.811,0.016219,-40729.5031,-875826.5601,63.805,256.9444,0.01995,0.018365,236.1335,-110225.626,-208410.3543,-429165.119,56.4206,240.6234,-1889591.991,-78.74,243.8495,0.016061,-4054797.976,0.036203,246.5325,-63571.0751,0.019598,95.4534,1.0
