tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_meanValue_dec_17,tqwt_meanValue_dec_27,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_10,tqwt_meanValue_dec_3,tqwt_entropy_log_dec_28,tqwt_meanValue_dec_6,tqwt_meanValue_dec_34,tqwt_meanValue_dec_31,tqwt_skewnessValue_dec_36,tqwt_meanValue_dec_20,tqwt_meanValue_dec_26,tqwt_entropy_log_dec_13,tqwt_meanValue_dec_15,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_10,tqwt_meanValue_dec_9,tqwt_minValue_dec_16,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_30,tqwt_meanValue_dec_33,tqwt_entropy_log_dec_32,tqwt_meanValue_dec_28,tqwt_entropy_shannon_dec_16,tqwt_energy_dec_17,tqwt_meanValue_dec_16,tqwt_meanValue_dec_21,tqwt_maxValue_dec_17,tqwt_meanValue_dec_11,tqwt_meanValue_dec_23,tqwt_meanValue_dec_13,tqwt_entropy_shannon_dec_22,tqwt_entropy_shannon_dec_21,tqwt_entropy_log_dec_31,tqwt_meanValue_dec_12,tqwt_skewnessValue_dec_35,tqwt_meanValue_dec_1,tqwt_meanValue_dec_32,tqwt_energy_dec_18,tqwt_meanValue_dec_24,tqwt_entropy_log_dec_14,tqwt_maxValue_dec_18,tqwt_minValue_dec_14,tqwt_minValue_dec_18,tqwt_stdValue_dec_16,tqwt_meanValue_dec_29,tqwt_meanValue_dec_19,tqwt_meanValue_dec_14,tqwt_meanValue_dec_25,tqwt_meanValue_dec_18,tqwt_kurtosisValue_dec_36,tqwt_stdValue_dec_15,tqwt_meanValue_dec_35,tqwt_stdValue_dec_17,tqwt_meanValue_dec_2,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_meanValue_dec_22,tqwt_entropy_shannon_dec_20,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_meanValue_dec_5,tqwt_meanValue_dec_4,tqwt_minValue_dec_15,tqwt_meanValue_dec_30,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,std_12th_delta_delta,std_9th_delta,std_8th_delta,app_LT_entropy_log_8_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,det_LT_entropy_log_10_coef,std_10th_delta_delta,app_LT_entropy_shannon_3_coef,app_LT_entropy_shannon_8_coef,det_entropy_log_9_coef,app_entropy_log_10_coef,std_8th_delta_delta,std_9th_delta_delta,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,det_entropy_log_8_coef,app_entropy_log_7_coef,app_LT_entropy_shannon_9_coef,det_LT_entropy_log_9_coef,app_entropy_log_6_coef,std_11th_delta_delta,app_LT_entropy_shannon_10_coef,std_10th_delta,app_entropy_log_9_coef,app_LT_entropy_shannon_4_coef,std_6th_delta_delta,det_entropy_log_10_coef,RPDE,DFA,meanPeriodPulses,meanHarmToNoiseHarmonicity,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_mean_6_coef,app_LT_TKEO_std_8_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_9_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_std_7_coef,f3,f2,f1,f4,class
0.29851,-4386.4765,-6.55e-20,9.72e-19,-3059.5932,-237411.8115,2.04e-21,-2550.4424,2.64e-21,3.15e-19,-2.8e-20,7.9334,-7.54e-21,-3.92e-19,-99601.5634,1.14e-19,-3729.0361,3.01e-20,1.75e-20,-0.41961,0.41961,-6943.1141,-5619.456,0.0,-5020.8209,1.51e-18,359.8832,0.12887,-1.09e-20,-7.24e-20,0.45867,6.65e-20,-8.6e-19,1.06e-19,111.8516,63.3531,-5597.4839,1.27e-20,2.6402,-6.2500000000000006e-21,-1.35e-19,0.068069,3.52e-19,-75451.8222,0.34855,-0.31957,-0.34855,0.11914,-2.18e-18,4.26e-19,-1.62e-19,-1.41e-20,-7.62e-19,79.6239,0.085327,-2.7e-19,0.14249,1.89e-20,0.40182,253.4425,1.3e-19,58.1353,-201725.2095,-144702.1407,-1.22e-22,1.4800000000000002e-21,-0.38904,1.87e-19,-2.27e-20,4.46e-20,0.012337,0.039919,0.030174,129.3729,-23608.3234,0.022403,-107.5459,0.015375,-34005.4407,-720410.7327,-0.72363,243.8889,0.015718,0.0194,223.094,-91018.0897,-171232.0424,-353212.8631,-17.6389,226.8526,-1556614.166,-140.3181,229.242,0.01743,-3344808.827,0.031556,233.4913,-52843.2957,0.01822,32.0371,0.74223,0.72157,0.009508029,11.31,15.5549,39.1816,162.8486,1945.993,150.1674,2957.2574,26.6202,738.6306,346.0701,213.0808,139.7701,7805.0869,459.3814,69.2172,3906.5798,1477.4555,94.0536,946.6156,2605.754555,1322.704232,730.0045977,3272.594854,1.0
0.13045,-4548.1216,2.23e-19,3.17e-19,-3186.3739,-261076.9504,-6.670000000000001e-21,-9526.6758,-2.07e-20,6.67e-20,1.26e-19,8.7915,4.97e-20,9.01e-20,-114213.4356,-6.36e-20,-3768.4576,4.2e-20,4.82e-21,-0.32911,0.32911,-4103.4574,-7061.0225,-2.02e-20,-5425.9296,-8.11e-21,508.5179,0.22458,1.45e-20,-4.03e-19,0.68116,3.14e-20,-3.84e-19,-1.34e-19,110.1257,147.1945,-6204.553,4.03e-20,3.2566,-1.32e-20,8e-20,0.28829,-3.91e-19,-85595.9895,0.91314,-0.1314,-0.91314,0.13974,-2.92e-20,8.8e-20,2.2e-19,-3.28e-19,2.2e-19,93.1224,0.055819,1.68e-19,0.29225,-1.41e-20,0.16084,142.3139,-7.82e-19,459.4493,-230118.4247,-162990.7189,-3.67e-22,-4.1800000000000005e-21,-0.16544,-4.67e-20,2.82e-21,-2.22e-20,0.01036,0.027794,0.03397,132.3006,-30065.6342,0.020746,-180.0571,0.011546,-43030.1875,-895482.9606,-31.895,258.2308,0.014691,0.011827,237.4364,-114049.7222,-213826.3976,-440044.1079,-3.6711,242.1728,-1931713.891,-185.945,245.5221,0.013459,-4144923.72,0.025286,247.8336,-66507.9848,0.015089,-25.9061,0.34923,0.64741,0.005854771,25.819,18.9658,47.8481,198.9957,2380.9724,153.095,3609.1732,32.522,902.2841,422.8884,260.1706,142.6978,9524.6007,561.533,84.5629,4762.3021,1804.5608,114.8599,1155.9727,2865.634956,1368.783149,652.8492575,3823.883292,1.0
0.073055,-4706.8159,-2.12e-19,1.35e-20,-3210.6854,-285209.2108,5.47e-21,-10583.9403,-1.1700000000000001e-21,1.82e-20,1.75e-20,-6.9789,-1.08e-18,2.25e-20,-129435.9619,1.97e-19,-3976.5023,-2.2800000000000002e-21,2.0900000000000002e-21,-0.18352,0.18352,-7184.2521,-7277.6611,2.5200000000000004e-21,-5447.9421,1.58e-19,209.9165,0.13546,1.38e-19,9.77e-19,0.2526,-4.9300000000000006e-21,1.2e-18,6.23e-20,47.5723,193.1644,-6351.5787,1.49e-20,-2.2192,-5.02e-21,-2.11e-20,0.065106,8.6e-19,-98564.4553,0.22158,-0.073585,-0.23618,0.076191,-1.94e-20,3.85e-19,2.71e-20,6.66e-19,2.81e-20,70.7515,0.036271,2.19e-20,0.10908,2.32e-21,0.12031,71.0466,-5.43e-20,177.3445,-234869.7991,-175510.4076,7.65e-22,7.260000000000001e-22,-0.11688,-3.21e-20,-4.32e-21,-2.9600000000000004e-21,0.013802,0.029705,0.03371,133.0752,-31954.6059,0.027266,-119.183,0.017316,-45682.7464,-948461.6754,-9.9329,262.2656,0.016375,0.014235,241.471,-120952.4782,-226682.7602,-466225.4145,-5.2746,246.4627,-2045130.336,-166.3066,250.0806,0.014184,-4386672.131,0.036422,251.8682,-70565.0674,0.01613,38.9225,0.30378,0.74146,0.005131932,23.588,19.9404,50.239,208.8934,2497.2684,153.8696,3791.3307,34.1403,947.28,443.8981,273.0204,143.4724,10005.9811,589.3256,88.7706,5006.282,1894.7099,120.5831,1213.8437,2917.669728,1488.990648,741.2865804,3688.775902,1.0
0.13955,-4469.6777,1.31e-20,-1.08e-19,-3068.1427,-263949.7021,1.49e-22,-9941.8594,1.1200000000000002e-21,2.12e-20,-7.69e-20,3.3873,-1.51e-20,-1.8e-19,-130252.7551,-1.69e-19,-3883.5284,1.32e-20,-1.31e-20,-0.31106,0.31106,-4832.6589,-7050.1054,-2.52e-20,-5045.3776,-4.86e-20,284.0918,0.16537,-5.05e-20,6.79e-19,0.45993,1.66e-20,3.06e-19,-3.16e-20,237.7256,380.9271,-5912.0067,2.17e-20,0.27799,-4.2500000000000004e-21,-8.42e-21,0.16308,3.28e-19,-95619.8784,0.47714,-0.13352,-0.47714,0.095554,0.0,7.54e-19,-3.22e-20,-4.88e-19,1.78e-18,27.498,0.045371,5.1e-20,0.174,-1.3100000000000002e-21,0.18238,98.747,2.44e-19,273.1791,-240111.6261,-181112.4936,2.2200000000000002e-21,-9.18e-22,-0.1858,-5.84e-21,1.04e-21,-5.1300000000000004e-21,0.013959,0.041945,0.025402,132.5249,-30524.6413,0.03087,-115.4606,0.025153,-43697.3885,-910517.9679,19.7818,259.389,0.013123,0.020502,238.5945,-115925.4916,-217404.495,-447399.9276,24.8583,243.392,-1963904.645,-135.5235,246.8057,0.014095,-4213546.022,0.051056,248.9918,-67571.2998,0.015139,39.8263,0.35042,0.702,0.005661778,25.542,19.1987,48.4128,201.5469,2410.6207,153.3193,3657.0362,32.9498,913.9859,428.3258,263.5531,142.9221,9651.1698,568.6106,85.6535,4826.6831,1828.051,116.3891,1171.0659,2421.913748,1170.181655,635.5195642,3287.233316,1.0
0.61625,-4192.5574,-4.19e-19,-1.22e-19,-3069.5786,-210834.1413,8.5e-23,-12165.5321,-3.38e-20,1.03e-19,1.05e-19,0.071378,3.02e-20,1.41e-20,-68936.0337,-1.6e-18,-3603.6559,4.75e-20,-2.28e-20,-1.0487,1.0438,-18017.0888,-7751.1564,-3.69e-20,-4977.9562,4.05e-20,1848.6802,0.29581,1.67e-19,-2.93e-19,1.0046,-8.55e-20,1.41e-18,-1.4e-19,256.5714,99.9649,-6082.387,5.7e-20,-0.4445,-1.04e-20,-6.26e-20,0.041266,1.41e-19,-48796.886,0.51348,-0.59582,-0.52209,0.46473,-4.860000000000001e-21,-1.51e-19,4.91e-19,-5.16e-20,-4.66e-19,5.3682,0.28576,9.86e-20,0.48729,-5.3800000000000005e-21,0.88111,1358.1119,6.76e-19,90.5967,-197746.2219,-112243.7958,2.45e-22,6.83e-21,-0.80128,-2.92e-21,-1.57e-20,-8.880000000000001e-21,0.0099548,0.02373,0.029337,135.0269,-37425.1921,0.020382,-128.1856,0.011068,-53311.6654,-1096102.134,29.2555,272.9061,0.01208,0.011634,252.1113,-140431.9318,-262712.7231,-539486.3702,28.5389,257.8155,-2361005.863,-140.0318,262.1522,0.011242,-5059611.295,0.030605,262.5086,-82114.4028,0.016611,40.404,0.39992,0.56362,0.004363828,21.098,22.6798,57.1804,237.9897,2843.9074,155.8213,4318.2095,38.8943,1078.8314,505.6687,311.1092,145.4241,11396.6489,671.5955,101.124,5703.0485,2157.8427,137.3135,1381.7839,2286.638283,1336.29986,836.0758052,3134.727146,1.0
0.52105,-4575.0682,-2.62e-20,1.69e-20,-3347.1203,-193760.9933,-3.5400000000000006e-21,-12986.081,6.700000000000001e-22,-6.0700000000000005e-21,-3.32e-20,0.15565,-1.8e-19,2.11e-21,-64519.3634,2.36e-18,-4037.4271,2.62e-20,-1.05e-20,-0.99004,1.0287,-18189.9413,-8322.7692,3.03e-20,-5331.7506,-1.11e-20,1884.6286,0.294,9.13e-19,1.65e-19,0.99603,5.95e-20,8.54e-19,-5.91e-19,116.3248,44.2613,-6445.8218,7.28e-20,0.085252,-1.76e-21,5.42e-20,0.034042,8.99e-20,-48947.7997,0.4785,-0.49523,-0.49396,0.49416,-2.4300000000000003e-21,2.42e-19,-2.62e-19,4.6900000000000004e-21,8.06e-19,3.4105,0.28093,4.21e-21,0.48962,4.2400000000000005e-21,0.71555,1423.8797,8.09e-19,69.549,-184710.8262,-104213.9072,-5.35e-23,-7.150000000000001e-21,-0.70284,2.63e-20,-1.68e-20,8.83e-21,0.0086598,0.022578,0.019353,135.0627,-37622.0816,0.018783,-172.8906,0.0088107,-53562.7913,-1099007.474,-12.7691,273.1078,0.0095478,0.010821,252.3134,-140911.4065,-263466.6838,-541033.2498,26.089,258.0464,-2367219.458,-182.1771,262.3953,0.0099797,-5072847.886,0.019469,262.7106,-82445.8707,0.011542,-3.6076,0.29515,0.5435,0.003546406,22.538,22.7658,57.4692,239.1192,2861.8148,155.8571,4339.164,39.0824,1084.7164,508.2514,312.6955,145.4599,11451.2398,674.5585,101.6142,5726.4747,2169.413,138.037,1390.3721,2772.438329,1390.301464,844.1075179,3037.298109,1.0
0.63464,-4528.8813,6.9e-19,-2.03e-20,-3225.5678,-240853.5587,4.0600000000000004e-21,-11530.6666,-6.97e-21,3.03e-20,9.620000000000001e-21,2.2485,1.7e-19,-1.27e-20,-60796.7643,-1.76e-18,-3861.939,-1.57e-20,3.39e-20,-0.77674,0.76522,-17530.2055,-7404.0081,7.56e-20,-5151.6576,1.01e-20,1365.3838,0.28268,4.36e-19,3.62e-20,0.8715,-7.26e-21,-1.42e-18,1.41e-19,120.5343,28.5229,-6016.4607,-1.87e-19,1.406,5.040000000000001e-21,1.89e-20,0.1065,-3.59e-19,-37850.4945,0.60683,-0.65937,-0.61832,0.32139,-3.64e-20,8.8e-20,-2.17e-19,-6.1e-20,-6.65e-19,18.3864,0.27504,1.31e-19,0.45796,-1.6100000000000001e-21,0.7733,1280.8193,2.5e-19,136.0334,-206147.1349,-111613.1173,-2.6900000000000002e-21,6.1400000000000004e-21,-0.78532,-3.5e-20,1.3e-20,-1.83e-20,0.014642,0.035429,0.045249,134.5098,-35903.1951,0.031084,-157.8943,0.013244,-51195.3127,-1054902.394,-8.9289,270.0199,0.018766,0.016637,249.2255,-135012.3506,-252657.0984,-519114.8706,3.3287,254.7483,-2272886.378,-174.8218,258.88,0.010319,-4871935.755,0.033146,259.6227,-78905.2143,0.040374,8.1624,0.55383,0.56078,0.0039614,21.725,22.0638,55.5623,230.8692,2761.7571,155.3042,4184.1547,37.7382,1046.1935,490.5126,302.2545,144.907,11041.704,651.8615,98.1288,5519.5592,2092.3687,133.3883,1339.5306,2310.314623,1265.563847,768.1882487,3206.515325,1.0
0.36245,-2020.0806,8.83e-19,-6.67e-18,-1296.8102,-153871.0431,-4.24e-20,-5263.7485,-1.83e-20,-8.21e-19,5.39e-20,0.042734,-2.09e-19,-1.38e-19,-64140.5513,-2.52e-19,-1647.3015,-1.03e-20,1.25e-20,-0.59241,0.65853,-776.2228,-3618.135,-5.27e-19,-2345.852,-1.75e-19,454.4444,0.10456,5.82e-19,7.45e-19,0.79382,4.83e-20,-4.61e-19,-1.81e-19,104.7711,105.3484,-2811.3525,-8.09e-21,0.078534,-5.08e-21,-8.8e-19,0.095299,-9.62e-20,-40181.5294,0.75398,-0.38354,-0.75711,0.1935,5.98e-20,-1.35e-19,-1.4e-19,2.77e-18,1.43e-18,5.3985,0.16774,2.45e-19,0.27094,4.2500000000000004e-21,0.57134,474.0015,2.44e-18,141.3122,-134684.2687,-108373.0823,3.95e-21,-2.42e-20,-0.60812,-2.7e-20,-3.06e-20,3.9e-20,0.014371,0.045134,0.041488,132.4385,-21358.5517,0.029424,-63.5159,0.01829,-32584.2745,-904832.6739,83.1668,258.9554,0.018903,0.019131,238.1555,-103131.9234,-203009.7843,-416901.4578,57.2677,227.7573,-1951709.736,-71.0456,231.7073,0.020463,-4187520.279,0.038541,248.5562,-56205.2422,0.015803,90.3702,0.59217,0.74685,0.006180499,15.196,22.0707,54.024,210.0187,2373.7912,153.2331,3593.4213,38.1706,896.2276,447.9808,271.7559,142.8358,9484.7115,574.4373,93.3281,4740.1439,1795.6029,123.7484,1178.1585,2546.066836,1070.273648,595.1482296,3194.226274,0.0
0.34856,-2698.9121,-2.75e-19,-1.57e-18,-2037.0379,-235536.9539,1.12e-20,-9384.9085,-6.310000000000001e-21,2.18e-19,1.4e-20,-1.4308,-5.67e-19,-4.73e-18,-94400.7437,-3.26e-19,-2348.607,1.94e-20,4.88e-20,-0.68421,0.61962,-783.5494,-6327.3151,6.05e-19,-3715.2745,2.92e-19,712.226,0.09048,2.07e-19,8.91e-19,0.86988,-3.85e-20,-3.91e-19,-2.23e-19,310.5956,315.3933,-4988.6372,3.95e-21,-1.2168,4.480000000000001e-21,-2.02e-19,0.10899,4.06e-19,-57094.7744,1.017,-0.33535,-0.94222,0.1916,-3.45e-19,-1.42e-18,-4.24e-19,-6e-19,-2.92e-18,11.3746,0.18675,-3.5e-19,0.30133,-6.680000000000001e-21,0.55773,883.9211,9.23e-19,291.5458,-217803.9117,-168866.2347,-2.39e-21,1.12e-20,-0.59088,-3.62e-19,1.17e-20,1.16e-21,0.013827,0.033332,0.024306,132.0951,-29422.7329,0.027617,-93.7418,0.014027,-42189.7049,-881959.8043,36.7125,257.1842,0.013986,0.014592,236.3871,-112090.406,-210380.0666,-433351.0894,47.7373,241.0536,-1902754.709,-110.4481,244.273,0.014927,-4083150.527,0.02656,246.7846,-65296.5059,0.014784,49.9355,0.51913,0.75498,0.006153878,18.441,18.9345,47.7695,198.5459,2378.3268,152.8896,3582.3443,32.4668,897.4841,421.554,259.4569,142.4923,9451.2999,561.9542,84.3909,4712.5585,1794.5997,114.744,1146.5392,2900.798917,1086.246204,555.5605088,3475.072597,0.0
0.29827,-2391.8009,-5.49e-19,8.48e-19,-1415.6599,-161761.4684,-8.99e-21,-6628.1527,2.63e-20,9.97e-20,-4.01e-20,-0.14531,2.05e-19,9.5e-18,-70047.0799,7.6e-19,-1761.049,3.44e-20,5.15e-20,-0.71428,0.6455,-848.0873,-4360.4165,-2.17e-20,-2912.5301,2.78e-19,401.9975,0.08926,-1.51e-19,-4.66e-18,0.88603,-3.65e-21,-2.6e-18,-5.11e-20,206.8121,237.5483,-3479.2034,2.97e-20,0.15809,-7.220000000000001e-21,-6.02e-21,0.089638,4.25e-18,-46322.8648,0.93856,-0.3171,-1.0111,0.16786,2.08e-20,-1.33e-18,9.09e-19,5.89e-19,4.19e-19,3.9664,0.13285,-3.2e-19,0.26864,-6.28e-21,0.43712,368.9147,3.05e-18,193.5506,-154618.4407,-113462.1244,8.35e-21,-1.25e-20,-0.48558,-3.13e-20,-3.83e-20,-2.99e-20,0.016283,0.035148,0.040398,132.5799,-22489.9165,0.03026,-56.1162,0.017549,-33984.8796,-914779.3762,95.1795,259.7232,0.017286,0.018122,238.8996,-104214.8247,-205210.6189,-421528.0734,71.4369,228.5001,-1972891.973,-59.9805,232.4781,0.01304,-4232593.517,0.038241,249.319,-56769.9523,0.019132,93.6784,0.61966,0.76359,0.006092451,15.678,21.3583,52.6849,208.4652,2384.8095,153.3754,3587.4509,37.8434,891.7962,445.3696,268.1051,142.9779,9473.9651,567.0395,92.5103,4734.7826,1792.0102,122.3156,1164.3933,2744.607367,1105.05227,553.5374528,3600.689685,0.0
0.17992,-4677.3864,9.16e-20,-2.7e-20,-3161.8507,-271179.8663,-5.1e-21,-3785.5977,6.53e-21,-4.25e-20,-2.1e-20,-7.4714,2.42e-19,-2.25e-19,-103442.3499,-3.39e-19,-3770.2624,2.89e-20,-8.25e-21,-0.19388,0.19388,-3516.8572,-7042.964,-2.02e-20,-5244.1115,2.85e-18,143.2024,0.051131,1.82e-20,7.47e-19,0.26597,5.480000000000001e-21,-6.52e-19,1.68e-20,277.7956,276.011,-6122.0765,-3.07e-20,-1.5606,1.1200000000000002e-21,-6.74e-20,0.047044,-1.88e-19,-77163.1279,0.27981,-0.18607,-0.27981,0.060923,5.83e-20,5.81e-19,-9.34e-20,2.44e-19,-1.94e-19,74.993,0.047016,3.64e-20,0.092008,-5.45e-21,0.21237,107.9307,-3.8e-19,243.5012,-225936.8311,-152056.3049,0.0,4.4900000000000005e-21,-0.19491,-1.11e-19,6.610000000000001e-21,1.8e-21,0.011561,0.024594,0.028268,132.4555,-30423.4477,0.025631,-177.2141,0.012474,-43539.331,-905832.8557,-22.0637,259.0291,0.012859,0.011825,238.2346,-115397.0357,-216346.4328,-445188.2003,-30.2967,243.0265,-1953873.989,-177.0793,246.4272,0.010816,-4192164.304,0.024504,248.6318,-67292.6534,0.017567,-18.643,0.25463,0.73521,0.005698332,26.494,19.2281,48.4536,201.3553,2408.901,153.2499,3649.2593,32.9165,912.4787,427.8396,263.5802,142.8527,9630.1358,568.6981,85.5912,4813.8201,1824.9323,116.3309,1168.2201,3013.874447,1124.288036,510.7525491,3691.082985,1.0
0.16251,-4653.7965,3.93e-20,4.1e-18,-3250.5465,-252697.7018,-8.28e-22,-4764.371,4.2e-21,-2.85e-19,-1.33e-19,-8.7425,-2.45e-19,-1.53e-18,-111457.0336,4.89e-20,-3953.1377,1.03e-20,-3.6800000000000004e-21,-0.20619,0.20619,-4022.5129,-6976.9591,-1.61e-19,-5200.9715,-1.57e-18,180.6891,0.098464,-3.77e-20,9.78e-19,0.32958,2.08e-20,-3.58e-19,-1.47e-20,245.0973,303.031,-5720.8859,-1.23e-20,-3.2356,-6.64e-22,-4.21e-20,0.10534,-7.03e-20,-82312.8781,0.40837,-0.16812,-0.40837,0.070564,1.07e-19,-3.14e-21,-2.13e-19,-6.8e-20,-7.24e-19,93.2998,0.046339,3.21e-19,0.12773,6.2e-22,0.17597,105.5925,1.05e-18,326.6292,-223481.7997,-163485.1244,-7.04e-22,-1.1200000000000002e-21,-0.19374,-2.92e-19,5.4400000000000005e-21,1.27e-21,0.011315,0.026483,0.026832,132.4147,-30452.1253,0.024609,-120.3426,0.015301,-43541.621,-903100.6756,17.4351,258.8186,0.01212,0.01255,238.0241,-115173.4354,-215774.4191,-443939.9493,0.55395,242.8196,-1948024.142,-137.6287,246.2221,0.011267,-4179692.874,0.036952,248.4213,-67225.7591,0.015911,34.7212,0.36966,0.77433,0.005675401,26.646,19.1834,48.3662,201.0869,2407.4166,153.2091,3645.2399,32.8712,911.6563,427.3184,263.1155,142.8119,9619.4389,567.5764,85.4749,4808.0956,1823.2085,116.1079,1168.071,2932.224894,1174.717755,516.9391156,3757.359728,1.0
0.29335,-4614.8337,9.16e-20,6.48e-19,-3279.3885,-249156.5373,-2.12e-23,-8219.2591,6.9e-21,6.67e-20,-6.78e-20,-8.9479,9.57e-19,-1.94e-18,-92253.7885,2.85e-19,-4013.2423,-6.09e-22,1.42e-20,-0.23189,0.23189,-2458.9646,-6918.7695,-2.13e-19,-5243.4455,2.43e-20,243.5651,0.061042,1.05e-19,8.28e-19,0.37381,2.41e-20,-1.82e-19,-4.16e-19,362.8427,296.5701,-6007.3505,5.41e-20,-3.3993,3.9200000000000006e-21,2.01e-19,0.055649,4.69e-19,-65963.8629,0.36219,-0.28433,-0.38517,0.084821,-4.32e-19,6.66e-19,4.42e-19,-2.47e-18,-3.43e-19,95.6388,0.078864,-2.3e-19,0.12752,-1.89e-21,0.27236,248.7042,-1.55e-18,353.6721,-216004.0197,-142707.2675,1.53e-22,-4.59e-22,-0.26062,-3.5e-20,-9.070000000000001e-21,1.35e-20,0.012639,0.028268,0.028235,132.4287,-30229.3108,0.024675,-103.3962,0.013502,-43299.7192,-904041.2996,27.2293,258.8913,0.013856,0.014504,238.0966,-115009.4505,-215774.8203,-444123.266,19.5593,242.85,-1950037.861,-127.456,246.2221,0.010896,-4183984.412,0.026988,248.4939,-66997.4296,0.014802,51.2716,0.41853,0.78931,0.005803947,24.128,19.0734,48.124,200.0203,2391.0213,153.2231,3629.1875,32.6903,906.83,424.9741,261.6115,142.8259,9577.8424,564.0608,85.003,4790.815,1813.8142,115.436,1161.8576,2533.727576,1089.153237,439.0217654,3791.8828,1.0
0.55589,-226.5267,3.88e-19,-8.1e-20,-1072.2064,-214616.1459,-1.32e-21,-7034.6881,-1.79e-20,-1.94e-18,4e-18,0.73988,-7.54e-20,-5.18e-19,-84596.5642,2.3e-19,-817.2902,-6.09e-21,2.69e-20,-0.72756,0.73634,-4781.7946,-2770.5406,-3.41e-17,-253.335,2.27e-19,1106.7138,0.10389,1.83e-19,8.14e-19,0.76029,1.94e-19,-8.21e-19,0.0,72.7774,195.3542,-968.281,-4.27e-19,0.029069,9.29e-22,-8.29e-18,0.047794,-4.38e-19,-61850.5491,0.56003,-0.53489,-0.53612,0.27353,4.28e-19,-6.8e-19,-2.88e-19,3.19e-19,4.79e-19,7.233,0.19,2.39e-18,0.29858,1.1e-21,0.55114,875.9489,-1.01e-18,173.7621,-165177.1302,-122292.7338,-5.72e-21,4.58e-21,-0.61692,5.84e-19,2.79e-20,2.15e-20,0.013072,0.030714,0.021134,132.8859,-29397.9493,0.026806,-62.8871,0.010522,-42725.1742,-935468.2246,78.8672,261.5164,0.009212,0.011978,240.7177,-116824.3432,-222007.2106,-458370.878,81.4994,245.4164,-2017256.492,-64.4086,248.7655,0.010315,-4327212.089,0.024418,251.1179,-67135.6761,0.020603,87.8822,0.70732,0.70282,0.004730271,5.536,20.9082,51.2102,210.4693,2447.7919,153.6808,3692.2485,35.7146,922.8074,441.289,284.8056,143.2834,9741.6409,609.7856,90.5368,4857.0777,1846.4602,123.0269,1175.7675,2401.211083,1487.576963,801.2952769,3419.692766,0.0
0.4408,-2010.7658,-6.2e-19,7.02e-19,-778.7213,-193019.8228,1.32e-20,-7086.6671,-9.980000000000001e-21,6.79e-19,-4.23e-19,-0.16026,2.11e-19,-1.8e-19,-76362.016,1.3e-19,-1316.3089,1.89e-19,8.02e-20,-0.58982,0.59092,-3291.0958,-3700.4365,5.65e-19,-2210.3835,3.24e-19,925.3375,0.14109,-3.02e-19,-7.96e-19,0.7204,1.6e-19,1.51e-18,-2.51e-19,138.4504,281.088,-2758.3582,-8.94e-20,-0.05132,5.0700000000000004e-21,-6.74e-19,0.086797,-1.56e-18,-68904.9758,0.6184,-0.44779,-0.6293,0.23744,1.05e-18,9.74e-19,-4.23e-19,4.76e-18,3.35e-19,2.8897,0.14291,-8.16e-19,0.31224,-1.7e-21,0.44708,565.3263,-1.61e-18,227.2366,-145202.5009,-103127.8756,3.22e-20,-1.2e-20,-0.45908,-2.58e-19,-1.8e-20,2.71e-20,0.018467,0.031343,0.025788,132.7694,-31035.3174,0.03331,-100.0489,0.012234,-44441.0552,-927191.5017,37.2953,260.6614,0.011778,0.016395,239.8668,-118017.6972,-221387.9122,-455579.7607,35.8265,244.7352,-1999599.686,-119.1402,248.2213,0.012509,-4289631.071,0.025657,250.264,-68756.6423,0.025103,56.3941,0.42801,0.71329,0.005488552,18.168,19.4823,49.1586,204.5932,2445.9223,153.5638,3712.2596,33.4553,927.6226,434.7604,267.7739,143.1666,9797.0728,577.2124,86.9609,4900.1404,1855.3896,118.2741,1188.167,2301.391931,1596.649403,729.546735,3196.173253,0.0
