tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_meanValue_dec_17,tqwt_meanValue_dec_27,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_10,tqwt_meanValue_dec_3,tqwt_entropy_log_dec_28,tqwt_meanValue_dec_6,tqwt_meanValue_dec_34,tqwt_meanValue_dec_31,tqwt_skewnessValue_dec_36,tqwt_meanValue_dec_20,tqwt_meanValue_dec_26,tqwt_entropy_log_dec_13,tqwt_meanValue_dec_15,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_10,tqwt_meanValue_dec_9,tqwt_minValue_dec_16,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_30,tqwt_meanValue_dec_33,tqwt_entropy_log_dec_32,tqwt_meanValue_dec_28,tqwt_entropy_shannon_dec_16,tqwt_energy_dec_17,tqwt_meanValue_dec_16,tqwt_meanValue_dec_21,tqwt_maxValue_dec_17,tqwt_meanValue_dec_11,tqwt_meanValue_dec_23,tqwt_meanValue_dec_13,tqwt_entropy_shannon_dec_22,tqwt_entropy_shannon_dec_21,tqwt_entropy_log_dec_31,tqwt_meanValue_dec_12,tqwt_skewnessValue_dec_35,tqwt_meanValue_dec_1,tqwt_meanValue_dec_32,tqwt_energy_dec_18,tqwt_meanValue_dec_24,tqwt_entropy_log_dec_14,tqwt_maxValue_dec_18,tqwt_minValue_dec_14,tqwt_minValue_dec_18,tqwt_stdValue_dec_16,tqwt_meanValue_dec_29,tqwt_meanValue_dec_19,tqwt_meanValue_dec_14,tqwt_meanValue_dec_25,tqwt_meanValue_dec_18,tqwt_kurtosisValue_dec_36,tqwt_stdValue_dec_15,tqwt_meanValue_dec_35,tqwt_stdValue_dec_17,tqwt_meanValue_dec_2,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_meanValue_dec_22,tqwt_entropy_shannon_dec_20,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_meanValue_dec_5,tqwt_meanValue_dec_4,tqwt_minValue_dec_15,tqwt_meanValue_dec_30,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,std_MFCC_10th_coef,mean_8th_delta_delta,mean_MFCC_5th_coef,mean_MFCC_7th_coef,VFER_NSR_SEO,GNE_SNR_SEO,mean_MFCC_10th_coef,mean_MFCC_6th_coef,mean_MFCC_8th_coef,IMF_NSR_entropy,VFER_NSR_TKEO,mean_MFCC_4th_coef,mean_MFCC_1st_coef,mean_MFCC_3rd_coef,mean_MFCC_9th_coef,mean_MFCC_2nd_coef,mean_12th_delta_delta,mean_MFCC_12th_coef,std_MFCC_9th_coef,mean_MFCC_11th_coef,mean_11th_delta,RPDE,DFA,meanPeriodPulses,meanHarmToNoiseHarmonicity,app_LT_TKEO_std_2_coef,app_LT_TKEO_std_3_coef,app_LT_TKEO_mean_6_coef,app_LT_TKEO_std_8_coef,app_LT_entropy_log_10_coef,app_LT_TKEO_mean_10_coef,app_LT_TKEO_mean_4_coef,app_LT_TKEO_mean_8_coef,app_LT_TKEO_mean_7_coef,app_LT_TKEO_std_5_coef,app_LT_entropy_log_9_coef,app_LT_TKEO_std_10_coef,app_LT_TKEO_std_6_coef,app_LT_TKEO_mean_5_coef,app_LT_TKEO_std_9_coef,app_LT_TKEO_mean_9_coef,app_LT_TKEO_std_4_coef,app_LT_TKEO_std_7_coef,f3,f2,f1,f4,class
0.078769,-3832.8174,-5.56e-20,-1.67e-18,-3057.2992,-305122.2134,3.82e-21,-2962.9998,1.54e-21,1.52e-20,2.26e-19,-8.1192,2.26e-20,-2.43e-19,-143895.9482,8.03e-20,-3617.6879,-1.92e-20,-1.79e-20,-0.20189,0.18677,-7313.3754,-6266.0699,-1.82e-19,-4139.3402,-1.78e-19,126.535,0.091433,1.4e-19,6.39e-20,0.23605,7.85e-21,7.17e-20,-3.45e-20,46.5194,34.8323,-4856.677,-6.5800000000000004e-21,-2.714,4.28e-22,-1.26e-19,0.10096,-3.07e-19,-94076.0645,0.25409,-0.080522,-0.27209,0.058098,-1.59e-18,-2.01e-19,-2.97e-20,-2.34e-19,6.81e-20,84.5739,0.048015,1.13e-19,0.068979,-2.2200000000000002e-21,0.15896,113.4119,-6e-19,39.359,-275238.7256,-228070.4033,-2.7500000000000003e-21,-3.7e-21,-0.15656,-1.99e-19,3.3500000000000002e-21,8.460000000000001e-21,0.35089,5.02e-05,0.11173,1.4301,1.2565,1489540.577,-0.32181,-1.9992,1.1634,0.16334,1.2811,-3.3406,5.3106,2.6951,0.73198,3.6615,0.0007268,-0.89143,0.29852,0.86119,-0.0025146,0.64386,0.72485,0.009377896,16.337,15.6386,39.3945,163.9978,1963.4031,150.1675,2974.0788,26.8034,743.7146,348.5369,214.4078,139.7703,7848.421,462.7016,69.6911,3923.3675,1487.3539,94.6766,953.1098,2890.956084,1058.911639,669.9561108,4256.667617,1.0
0.059151,-3998.1283,9.06e-20,-1.3e-18,-3317.3319,-317222.5868,-5.46e-21,-3612.1906,-4.9400000000000004e-21,8.34e-20,-3.15e-20,6.2927,-6.840000000000001e-21,-2.28e-19,-156782.9994,1.01e-19,-3816.7875,-7.800000000000001e-22,-6.339999999999999e-23,-0.14593,0.13563,-8789.762,-6084.2012,3.91e-20,-4371.6433,1.32e-18,58.897,0.086337,-6.46e-20,1.26e-19,0.14401,3.2900000000000002e-21,4.11e-20,-2.7e-21,11.8934,9.8557,-5418.0853,6.08e-21,2.7075,-6.31e-22,-8.42e-21,0.084696,-1.33e-19,-104346.6719,0.15704,-0.06131,-0.14856,0.036973,3.11e-19,-3.22e-19,-6.57e-20,-2.81e-20,2.26e-19,70.0253,0.031806,0.0,0.04028,7.79e-22,0.11439,56.6699,4.07e-21,17.6509,-279296.8433,-236943.2335,1.7e-21,-3.52e-21,-0.11485,-1.17e-19,2.7700000000000004e-21,3.5500000000000005e-21,0.39019,-0.0007893,0.16323,1.1174,1.1761,1664349.056,-0.78716,-2.1236,1.5128,0.15713,1.1856,-2.7729,4.3517,2.6711,1.2681,2.456,-0.00034495,-0.67764,0.27381,1.1233,-0.0049759,0.66504,0.71392,0.009640671,12.826,15.4811,39.0603,162.152,1940.8773,150.004,2940.6029,26.4976,735.2851,344.5906,212.0947,139.6068,7760.1274,457.5206,68.9199,3879.4777,1470.5216,93.5668,942.2614,2787.860144,1026.939703,600.3713528,3912.330877,1.0
0.055278,-1789.184,2.66e-19,-1.22e-18,-1101.3693,-216444.0592,4.350000000000001e-21,-5291.8596,9.030000000000001e-21,-1.5e-18,8.94e-19,0.20557,-8.3e-20,4.06e-19,-132841.2499,7.2e-20,-1377.427,-2.68e-20,3.35e-20,-0.13808,0.13722,-5295.556,-3834.6679,-1.61e-18,-2102.7914,8.11e-20,66.963,0.045426,1.62e-19,9.5e-19,0.33069,9.61e-20,-1.33e-18,-3.1e-20,398.7915,432.9544,-2881.8494,-5.81e-20,-0.0080502,-1.43e-21,3.67e-18,0.1654,5.94e-19,-110073.8951,0.75462,-0.061106,-0.72768,0.039039,1.55e-19,-2.74e-18,-9.15e-20,5.06e-19,-1.57e-19,3.6238,0.019127,1.17e-19,0.12034,-3.2700000000000004e-21,0.085948,23.665,1.17e-18,744.9805,-182245.5155,-154537.3777,-3.790000000000001e-21,-2.5500000000000004e-21,-0.08641,-2.57e-19,1.3e-20,4.68e-20,0.21963,-0.00032819,-2.2457,0.23804,1.1715,2185048.642,0.86459,-1.0324,0.4599,0.19457,1.1863,-0.10291,7.1139,-0.72014,0.57577,-0.16408,-0.0003048,-0.79227,0.24922,-0.28402,0.0012249,0.6677,0.61673,0.004052289,13.467,22.3326,54.7897,229.4254,2744.3183,155.331,4170.0861,37.5178,1041.6112,487.7269,299.4186,144.9338,11006.0149,645.7684,97.4442,5507.9762,2083.4095,132.3447,1336.5132,2438.204148,1014.893011,589.4620012,3121.837747,0.0
0.062478,-1968.4921,-1.7e-19,2.16e-19,-1119.2916,-208158.3289,2.6e-22,-5760.3847,1.07e-20,-1.21e-18,-5.6e-18,-0.043007,-5e-19,-1.8e-19,-137392.251,6.72e-21,-1486.7476,-1.79e-21,1.19e-20,-0.15452,0.15235,-5751.6235,-1743.4667,-9.46e-20,-1793.9872,5.19e-19,93.175,0.064472,4.91e-20,5.07e-19,0.34601,2.8e-20,3.1e-18,1.11e-20,238.1244,263.961,-1234.0827,-1.52e-20,-0.1937,9.29e-22,2.86e-18,0.23609,3.13e-20,-103278.646,0.7669,-0.059902,-0.73212,0.046941,-1.17e-18,1.63e-18,-1.76e-20,3.75e-19,-1.93e-18,3.2706,0.030238,-1.05e-18,0.13587,7.079999999999999e-23,0.10197,51.9738,-1.86e-18,469.5584,-176552.9758,-160952.3021,2.5200000000000004e-21,-8.919999999999999e-23,-0.10874,2.43e-18,5.07e-22,3.77e-22,0.21358,-0.0001572,-2.1988,-0.066431,1.1534,2210106.853,0.86435,-0.86633,-0.13636,0.18057,1.0807,-0.27874,6.5271,-1.1141,0.13607,-0.87824,-0.00019873,-0.69592,0.26786,0.04924,-0.0015295,0.56231,0.62732,0.003918442,16.326,22.3898,55.9684,233.8443,2795.3375,155.6002,4241.5453,38.2955,1059.9039,497.0171,305.2094,145.203,11193.5944,660.4681,99.3834,5595.777,2120.0451,135.2575,1356.1079,2267.526069,1161.488396,661.4964822,3226.501848,0.0
0.047739,-1731.0274,-1.22e-19,1.01e-18,-1282.0056,-244570.878,-2.3400000000000003e-21,-6159.4364,-2.0600000000000002e-21,1.94e-19,1.68e-18,0.2459,4.37e-19,5.18e-19,-144388.6437,6.52e-20,-1431.254,-1.77e-20,-2.77e-20,-0.10316,0.094143,-5766.709,-3647.7892,4.68e-18,-2209.5436,-1.34e-19,33.5618,0.027662,5.21e-20,1.67e-18,0.15719,2.27e-20,1.34e-18,4.79e-20,203.3762,239.3496,-2737.0732,-2.64e-20,-0.051055,-8.11e-23,-7.31e-18,0.091492,4.02e-19,-113536.4037,0.34394,-0.04294,-0.3303,0.026373,3.89e-20,-9.61e-19,7.23e-20,-3e-19,5.24e-19,3.4242,0.016798,-1.05e-18,0.056834,2.57e-22,0.064488,19.0049,1.04e-18,466.8857,-210730.2745,-177097.3208,6.610000000000001e-21,-3.3e-21,-0.05991,-1.27e-18,5.29e-22,1.26e-20,0.26547,0.00024805,-1.8557,0.46441,1.2019,2162700.712,0.36459,-0.90856,0.58229,0.21045,1.1496,0.38936,7.2751,-1.0736,0.24912,-0.44026,9.95e-05,-0.26842,0.29861,0.0070825,-0.00053097,0.59795,0.62956,0.003876004,11.965,22.1809,56.5516,227.8839,2733.976,154.948,4131.9962,37.1325,1034.2289,484.3803,297.9471,144.5508,10904.9179,643.4125,96.8136,5451.8115,2067.9512,131.1471,1328.2476,2351.231657,1100.217338,594.7596411,3255.939775,0.0
0.075079,-4052.6117,5.89e-20,5.4e-19,-3330.9258,-318763.0344,-5.2e-22,-2235.7868,-3.1800000000000004e-21,2.43e-20,5.6e-20,0.67166,-3.02e-20,-2.7e-19,-140582.3824,-6.4400000000000006e-21,-3826.0367,-4.72e-21,9.32e-21,-0.13069,0.13069,-5367.9698,-6759.5737,-4.03e-20,-4545.5532,-1.32e-18,48.0914,0.034541,3.73e-20,-1.72e-19,0.19089,-3.7400000000000005e-21,-5.34e-19,-2.76e-20,126.9649,130.4934,-5634.9483,1.4e-20,-0.019015,2.01e-21,-1.85e-19,0.12229,-5.31e-19,-102207.0496,0.35488,-0.073232,-0.35488,0.032742,-1.48e-18,2.89e-19,1.02e-19,-1.5e-19,-3.56e-19,14.5305,0.025852,-2.92e-20,0.069115,1.19e-21,0.10694,38.7382,1.09e-20,183.7939,-280497.157,-207277.2123,6.42e-22,2.2200000000000002e-21,-0.099476,-4.67e-20,-1.21e-20,-6.87e-22,0.22667,0.0002518,-1.6891,-0.52527,1.4403,1498176.419,-1.5925,-1.8186,0.34046,0.23643,1.3169,-0.90399,7.2905,-1.7106,-0.22766,1.66,-0.00016896,0.053091,0.1948,-0.48784,-0.0006964,0.36905,0.67213,0.004912711,20.64,20.4156,51.3691,213.3795,2552.2031,154.1436,3868.2077,34.8691,967.0618,453.403,278.9925,143.7464,10208.0186,602.6592,90.6918,5103.0649,1934.1641,123.0819,1238.1813,1771.480309,1232.73042,616.9932742,3104.498847,0.0
0.12352,-3965.4518,1.45e-19,1.32e-18,-3276.4317,-293487.7236,8.28e-22,-3122.7879,6.3900000000000004e-21,2.65e-20,-1.26e-19,-7.3461,-5.09e-20,-7.89e-20,-139712.1077,7.27e-20,-3713.4458,3.3500000000000002e-21,-7.23e-21,-0.13559,0.13559,-6786.9792,-7187.8756,-9.58e-20,-4730.0344,-3.89e-19,64.7924,0.067356,1.85e-19,1.54e-19,0.25696,-7.31e-22,-2.93e-20,-5.58e-20,55.9415,63.6615,-5982.63,-4.43e-20,-2.7179,5.490000000000001e-21,3.79e-20,0.28312,-1.56e-19,-100306.1693,0.54576,-0.08075,-0.54576,0.038434,2.14e-19,8.17e-20,1.2600000000000002e-21,9.380000000000001e-21,-2.67e-19,73.0643,0.031727,-5.92e-20,0.10836,4.7400000000000006e-21,0.11637,54.0048,2.93e-19,293.6122,-268648.0808,-205254.5963,0.0,-1.24e-20,-0.11646,-2.04e-19,9.070000000000001e-21,-7.080000000000001e-21,0.23249,0.00041646,-1.8424,-0.77929,1.4709,1629590.594,-1.3198,-1.9715,0.85076,0.20868,1.373,-1.2291,7.2856,-1.6122,-0.34,2.6143,-2.44e-05,-0.20056,0.14952,-0.55785,-0.0017176,0.43903,0.68054,0.004740967,27.049,20.4967,51.7357,215.1042,2574.544,154.2556,3902.5785,35.1574,975.6633,457.1568,281.2877,143.8584,10299.0111,606.6624,91.4041,5150.0887,1951.2729,124.2139,1250.6478,2548.688834,1140.071769,651.7771958,3493.586238,0.0
0.059024,-4220.5847,-2.38e-19,3.46e-18,-3174.9108,-300643.6324,-2.23e-22,-2489.9827,-6.860000000000001e-21,-7.58e-20,6.99e-21,5.7443,3.39e-20,-3.49e-19,-147196.5176,1.35e-19,-3682.2897,1.11e-20,1.43e-20,-0.13695,0.13695,-6047.2225,-6911.429,-9.58e-20,-4845.642,-2.01e-18,62.4994,0.057081,6.23e-20,-5.43e-20,0.22482,-8.04e-21,-1.13e-18,-2.87e-20,105.8962,92.8316,-6035.5011,6.1400000000000004e-21,1.8443,1.1500000000000002e-21,-3.79e-20,0.1991,1.09e-19,-106066.4375,0.46008,-0.062302,-0.46008,0.037511,9.33e-19,4.08e-20,-1.7e-20,9.38e-20,-9.95e-20,55.2773,0.02441,3.64e-21,0.093738,3.5399999999999995e-23,0.086696,35.2422,-7.06e-20,227.3142,-277059.6142,-213565.3171,-4.89e-22,2.4e-21,-0.088812,5.84e-21,1.31e-20,1.5300000000000002e-21,0.25858,0.00016798,-1.7514,-0.27961,1.3992,1406742.121,-1.2599,-1.5552,0.27449,0.20781,1.3862,-1.0455,7.2027,-1.6232,-0.54703,2.0232,0.00028752,-0.35306,0.24463,-1.0149,0.0022773,0.53727,0.70777,0.004734248,18.609,20.503,51.6691,214.9392,2570.7258,154.315,3903.5759,35.1267,975.2902,456.7769,280.5248,143.9178,10302.2129,605.3561,91.3068,5154.48,1950.7215,124.0322,1251.1668,2016.895868,1208.685196,616.0456526,3316.023917,0.0
0.047961,-3909.4695,-7.29e-20,-3.37e-20,-3428.1668,-314508.329,-1.3900000000000001e-21,-8958.3848,4.2e-21,1.36e-20,-6.99e-21,1.4066,2.52e-19,-1.18e-19,-145441.9082,-7.4e-20,-3965.7537,4.570000000000001e-22,1.36e-20,-0.10628,0.10273,-9013.8287,-5836.7721,-2.52e-20,-4317.9273,-1.72e-19,41.5269,0.068824,9.27e-20,-4.07e-19,0.13171,-2.92e-21,-1.04e-19,3.02e-20,47.5697,88.8807,-5377.3412,8.77e-22,0.83733,2.23e-21,-1.01e-19,0.148,-9.38e-20,-106920.5216,0.16636,-0.048225,-0.16887,0.0292,-4.860000000000001e-21,6.83e-19,-4.55e-20,3.63e-19,-1.23e-19,14.0198,0.020927,2.37e-20,0.037968,4.82e-22,0.069711,28.3983,1.78e-19,76.0643,-285793.461,-211130.7855,-2.14e-21,-6.88e-22,-0.064004,5.99e-20,-3.1900000000000003e-21,4.97e-21,0.29176,0.00036916,-1.7003,2.184,1.2883,1793451.66,-0.99692,-3.2742,-0.64348,0.16352,1.1877,-1.0611,5.4395,0.94089,-0.32602,2.1744,-0.00022915,-0.40312,0.32321,-0.30627,-0.00030856,0.42782,0.69447,0.005589067,16.782,19.2499,48.5388,201.8765,2411.915,153.394,3666.4473,32.9931,915.6545,429.003,263.9492,142.9967,9677.0523,569.3441,85.7857,4844.6612,1831.5544,116.5516,1173.5252,3176.786673,1179.054995,577.7094039,3884.72115,1.0
0.03599,-4247.2379,1.2e-20,-3.71e-20,-3567.7032,-334556.5207,7.18e-22,-10212.3803,-4.5899999999999996e-23,-2.43e-20,1.12e-19,0.15302,-1.14e-19,2.87e-19,-165490.6931,-2.67e-20,-4048.445,-2.63e-22,3.7300000000000006e-21,-0.061538,0.0556,-8631.2076,-5912.5487,-5.04e-20,-4521.622,2.03e-20,15.606,0.072506,-2.98e-20,-2.82e-19,0.09045,1.6200000000000002e-21,1.8e-19,-9.950000000000001e-21,11.7896,22.3792,-4801.4164,1.08e-21,0.10654,-5.9e-23,-9.58e-20,0.12189,8.74e-20,-122623.7434,0.12188,-0.04003,-0.11577,0.016673,-9.720000000000001e-21,-1.01e-19,4.62e-20,-2.63e-19,1.1e-19,14.4655,0.011211,9.11e-21,0.024874,5.090000000000001e-22,0.040466,9.4045,2.39e-19,21.9808,-300788.1271,-229515.903,-4.88e-22,-1.5e-21,-0.047828,-2.7e-20,-3.1300000000000002e-21,-3.59e-21,0.40124,-0.00028169,0.27317,1.8502,1.2985,1876027.611,-1.0994,-3.5493,-0.058348,0.17349,1.2291,-1.8092,4.8011,1.157,-0.11337,2.7503,0.00011289,-0.60117,0.36023,0.45687,0.00063305,0.53443,0.73626,0.006962209,14.11,17.4581,43.5556,180.1761,2140.3605,153.0087,3375.3508,29.0424,832.3397,384.7789,230.8065,142.6035,8969.0576,498.1389,75.962,4629.5925,1667.7383,103.6912,1114.0787,3041.236955,1167.696964,580.0590875,3686.363616,1.0
0.079686,-3578.5822,1.05e-19,7.42e-20,-3428.5005,-314480.3289,-5.420000000000001e-21,-9550.4644,-3.3e-21,2.12e-20,9.54e-20,-3.7226,-9.05e-20,-6.2e-19,-142455.3472,2.14e-19,-3779.6745,4.57e-21,7.860000000000001e-21,-0.11188,0.1121,-7758.8734,-6131.7602,2.53e-19,-3916.1431,5.27e-20,50.1701,0.095178,7.27e-20,-2.04e-19,0.17872,-9.5e-21,1.38e-19,2.84e-20,85.3474,116.1455,-4789.1927,-1.84e-20,-1.0069,2.07e-21,1.45e-19,0.1563,-1.76e-19,-101187.4887,0.26273,-0.087807,-0.25377,0.032938,2.43e-20,8.48e-20,-1.89e-20,2.29e-19,-9.43e-20,38.0475,0.027621,-7.290000000000001e-21,0.053123,-4.600000000000001e-22,0.096901,45.1591,-3.28e-19,91.08,-284850.1474,-210865.4216,-3.2400000000000004e-21,5e-21,-0.1007,1.3e-19,8.81e-22,7.4e-21,0.34665,-0.00026506,-0.74788,1.9952,1.2923,1854849.538,-1.6787,-3.5589,-0.62821,0.1753,1.2765,-2.0281,5.8094,1.0568,0.4263,2.648,1.56e-06,-0.63904,0.35146,-0.22743,0.0024242,0.6146,0.69699,0.007051182,14.355,19.3287,46.423,190.0157,2271.8044,152.5293,3459.4213,31.6003,863.4747,403.5504,251.7009,142.1321,9131.395,532.7818,81.1186,4577.0373,1727.0969,114.6552,1113.3317,3050.208434,1155.349956,579.4376595,3799.535542,1.0
0.50022,-2940.3218,3.67e-19,9.45e-20,-1875.9565,-292895.9108,5.41e-21,-8148.1606,-2.35e-21,2.43e-20,5.74e-19,0.26271,1.58e-19,9.91e-19,-86391.6152,-7.09e-19,-2365.5123,-4.3e-21,-9.04e-21,-0.7168,0.74613,-4301.2329,-4279.7918,2.05e-19,-3507.412,-2.19e-19,1028.6133,0.20743,5.09e-19,-2.86e-18,0.85889,6.8e-20,5.21e-19,2.42e-19,181.7191,393.087,-3765.7511,1.34e-19,-0.057786,2.33e-21,-6.91e-19,0.10705,-5.63e-19,-60097.6972,0.7161,-0.51059,-0.76381,0.25724,2.83e-19,-1.95e-19,8.59e-20,1.73e-18,2.83e-19,4.12,0.17944,-2.92e-19,0.33562,-3.5e-21,0.63841,747.1615,4.24e-19,283.7072,-222743.9202,-136800.653,-2.83e-20,-8.960000000000001e-21,-0.66811,-5.61e-19,-1.32e-20,-5.3100000000000005e-21,0.31006,-4.11e-05,-2.102,1.0602,1.2998,1914002.456,-0.93472,-0.86598,0.2744,0.20287,1.3243,-2.1854,4.7533,-2.1678,0.17632,1.3718,-2.52e-05,0.027669,0.27332,-0.0082839,0.0034835,0.56477,0.58995,0.004459901,14.849,21.0152,52.9044,219.6481,2633.5404,154.4396,3978.3123,35.9013,995.8162,466.8109,287.4732,144.0423,10498.0674,620.4639,93.3643,5243.973,1991.2591,126.8459,1276.1099,1851.747148,1294.685067,729.339584,3243.565416,1.0
0.45464,-2968.0639,-4.02e-19,3.37e-20,-1968.3594,-258748.2403,1.41e-20,-7615.1535,2.79e-20,0.0,4.2e-19,0.036367,4.37e-19,6.08e-19,-75166.4895,-4.91e-19,-2367.0397,-6.7e-21,-6.34e-21,-0.79551,0.76719,-5568.6286,-4630.2381,4.64e-19,-3630.7604,3.08e-19,1043.5736,0.19032,7.78e-19,-1.92e-18,0.98852,-6.65e-20,-2.95e-20,-3.96e-19,163.1861,536.4322,-4057.7013,-7.89e-20,0.1658,-2.7100000000000004e-21,-1.35e-19,0.11178,2.06e-18,-54741.4639,0.99301,-0.50082,-0.9828,0.25272,2.94e-19,8.98e-19,5.58e-20,-3.38e-18,8.64e-19,3.0037,0.17147,4.96e-19,0.35079,7.079999999999999e-23,0.6166,720.972,-5.43e-20,507.3908,-209397.2789,-120763.1804,-1.66e-20,9.18e-22,-0.61483,-2.8e-19,3.56e-20,4.74e-20,0.28575,0.00016998,-2.0984,1.1072,1.3148,2151878.939,-1.3151,-0.81224,0.62965,0.14667,1.3387,-1.8858,4.3298,-2.6001,0.3951,1.6717,0.00017048,0.40207,0.28916,-0.038205,0.003052,0.38561,0.57561,0.004504618,22.327,20.9271,52.7985,219.6548,2628.9435,154.5468,3982.1991,35.9089,995.7927,466.8015,287.4045,144.1496,10508.8238,620.1442,93.3492,5253.3947,1991.4961,126.826,1275.42,2885.079753,1319.532617,737.4566785,3448.277675,1.0
0.50342,-3219.5459,2.44e-19,3.11e-19,-2126.2748,-248067.5755,6.1300000000000005e-21,-8729.857,-8.99e-21,1.09e-19,1.05e-20,0.42772,1.21e-19,-1.09e-18,-80443.0373,-6.33e-19,-2604.3397,1.06e-20,5.39e-21,-0.83715,0.82464,-4808.5436,-5179.9333,-3.93e-19,-3992.8973,0.0,1227.488,0.31008,-2.35e-19,-2.9e-19,1.1539,2.26e-20,1.82e-19,-8.1e-19,107.0174,241.9872,-4332.6767,3.16e-20,0.267,1.2500000000000001e-21,4.21e-19,0.16086,3.13e-20,-55680.4459,0.9157,-0.5259,-0.94517,0.29642,-3.06e-19,-1.58e-18,-2.02e-20,8.25e-19,-9.43e-20,6.197,0.1768,-3.64e-19,0.44093,7.7e-22,0.6619,752.2095,-1.52e-19,183.153,-215408.8814,-127484.62,-2.21e-20,-9.14e-21,-0.61592,5.29e-19,1.01e-20,-2.81e-20,0.23818,-0.0001466,-1.4358,0.89371,1.371,2080293.649,-0.69157,-0.94665,0.27145,0.17147,1.2301,-1.2668,4.7472,-2.4505,0.2609,1.5539,-0.00013689,-0.084946,0.2594,0.021332,0.00020303,0.37996,0.60718,0.004509194,19.728,20.9279,52.8109,219.6577,2628.3417,154.563,3982.8988,35.9083,995.8091,466.7724,287.3396,144.1658,10510.7296,619.9937,93.3578,5254.9166,1991.5958,126.8786,1275.685,2321.781866,1341.052347,737.1446773,3220.474399,1.0
0.248,-4144.2814,-1.11e-18,-2.97e-19,-3011.7675,-202258.58,1.04e-20,-11161.2438,5.45e-20,3.64e-20,-6.99e-20,0.0092375,-8.3e-20,9.01e-19,-108918.9431,-5.15e-20,-3619.5976,6.03e-20,-2.18e-20,-0.59387,0.58413,-4209.3428,-6946.823,-1.01e-20,-4583.9451,1.13e-19,861.8487,0.20232,-1.84e-19,-1.49e-19,0.87967,-1.24e-20,7.3e-19,5.86e-20,252.593,374.0615,-5395.4101,-3.02e-20,-0.019936,-6.79e-22,-1.68e-20,0.23176,8.65e-19,-68568.5492,1.1152,-0.26756,-1.1027,0.21264,-9.720000000000001e-21,1.28e-18,5.09e-19,-3.11e-18,-1.01e-18,3.922,0.14146,7.290000000000001e-21,0.36703,-7.7e-22,0.44757,604.3396,-5.54e-19,533.7102,-197092.8896,-182106.7501,9.760000000000001e-21,-1.0300000000000001e-21,-0.43989,5.84e-21,7.15e-20,1.25e-19,0.26069,-0.00034262,-1.0648,0.69167,1.16,1580143.625,-0.813,-0.0038893,1.1767,0.17054,1.0992,-1.3499,5.8018,1.6773,-0.9024,0.39936,0.00023043,0.35097,0.18054,0.84852,-0.0014216,0.41263,0.755,0.006481498,20.877,18.2208,45.9284,191.2004,2288.1709,152.485,3467.5039,31.2642,866.9649,406.3573,250.1972,142.0878,9150.6892,539.6752,81.2553,4574.9625,1733.8848,110.5114,1110.5662,3421.9502,1512.221175,812.4238367,4245.950582,1.0
0.46844,-3701.9759,1.01e-18,-1.22e-19,-2847.9832,-186381.6679,-2.7200000000000002e-21,-10845.6972,4.77e-22,-1.03e-19,-6.99e-20,-3.756,-1.09e-19,3.83e-19,-93714.5503,-2.65e-19,-3411.8786,-5.21e-20,4.92e-20,-0.7161,0.69518,-4682.3505,-6866.2213,-1.74e-19,-4186.6941,1.62e-19,929.0286,0.24049,5.82e-19,8.73e-19,0.91764,6.01e-20,-3e-19,1.87e-19,171.8505,271.0132,-5204.0886,-1.05e-19,-2.2275,-3.2500000000000003e-21,-1.37e-19,0.23189,9.06e-19,-60152.2991,1.0281,-0.38813,-1.1046,0.23005,-1.46e-20,2.07e-18,7.03e-19,5.25e-19,8.77e-19,31.8286,0.19092,2.59e-19,0.3763,1.0100000000000002e-21,0.62947,878.0662,-4.78e-19,358.2507,-179608.052,-155488.7482,-2.8800000000000002e-21,-6.53e-21,-0.63641,1.05e-19,5.47e-20,-1.42e-20,0.21058,0.00035672,-1.155,1.1006,1.078,1509213.804,-0.45487,-0.59938,1.1402,0.18899,1.1041,-1.2011,6.705,0.91708,-1.2996,0.64509,0.00013915,0.23403,0.21708,0.30002,0.00015314,0.46342,0.71406,0.006757305,16.79,17.8781,45.0898,187.7195,2245.0907,152.2545,3407.3221,30.685,851.4566,398.9773,245.325,141.8573,8992.4333,529.6103,79.7674,4498.7765,1702.9873,108.4368,1091.1632,3345.524203,1439.289798,756.2189099,4222.408081,1.0
